createTime|dependencyTime|investorId|companyId|ratio
1669926308315|1665538063989|26388279068202|14293651161794|0.30135016621500366
1669926387642|1667770216402|28587302322196|534|0.2684862661222915
1669934125503|1667094262133|17592186046179|14293651161911|0.23446525576439844
1669946771354|1656132380946|24189255811232|6597069766898|0.02174879101622747
1669952951710|1669190478577|28587302324098|13194139533368|0.05092455066816823
1669956414471|1654072554229|41|12094627906336|0.17473213253151856
1669959016643|1660983370725|26388279068380|2199023255835|0.3754827621568574
1669959091101|1620777749974|4398046511316|6597069766947|0.1292067675067683
1669960576504|1650004356371|24189255811695|8796093022615|0.2613130155800805
1669973869837|1658480704225|26388279068583|3298534884206|0.11189623424400273
1669981248032|1665725007078|28587302323605|2199023256326|0.14728456885110477
1669987130290|1669650572451|28587302323782|15393162789760|0.09515249407035745
1670001666922|1665767369001|28587302323874|4398046511910|0.042533939648402755
1670002656768|1665971176662|10995116278582|14293651161358|0.21034792875611769
1670006836516|1657597240384|26388279067072|6597069767342|0.4124718389024647
1670011801179|1663452351559|17592186045396|14293651162076|0.14888010689258946
1670013172043|1661472701724|21990232556803|13194139533312|0.10634332351417397
1670016376919|1669078596578|28587302322489|3298534883629|0.043531181871658754
1670019235066|1620051650853|13194139534129|678|0.0649743424391267
1670020738377|1668730744128|24189255811885|14293651161172|0.2863359000086778
1670021762395|1654740926747|24189255811256|12094627905787|0.03803764400898343
1670023371698|1647250394111|21990232556594|10995116278137|0.44125851175531355
1670024078897|1661604523118|19791209301533|13194139534006|0.09297530783821031
1670025067620|1666484607274|28587302323350|12094627905713|0.08260793893387056
1670033290026|1664302324423|24189255811609|14293651161907|0.047444812730726746
1670037692892|1655609509672|24189255812629|9895604650141|0.22268413409300924
1670037864963|1666048579371|2199023256655|14293651161675|0.1411069398076108
1670044306297|1667994084917|6597069766739|14293651161294|0.0922470121382659
1670050631931|1654072739555|24189255811812|8796093022964|0.015421810690187911
1670054939553|1663345557476|15393162788890|14293651162020|0.03297716164443562
1670056255626|1664469579545|28587302323920|4398046512027|0.07291766983107635
1670059234019|1657473447176|1836|13194139533815|0.2963983299790558
1670062665245|1632277071893|17592186046096|3298534883990|0.1945122300522153
1670063911313|1665371734167|28587302323192|6597069766902|0.14610564090532
1670068933288|1668961552368|17592186044418|14293651161291|0.022316878099796142
1670071508218|1644166008294|21990232557164|1099511628683|0.3670950771621305
1670076480679|1650933219770|13194139533522|12094627905903|0.1327949928435761
1670080504763|1624961843856|4398046511865|7696581395059|0.6280699003115812
1670084509421|1667384912977|21990232556590|14293651161797|0.1574850277425502
1670089641360|1668541581222|10995116278510|14293651161649|0.15058767572785667
1670102212626|1642868421180|17592186044438|9895604650915|0.18366804018391114
1670111440627|1664522969375|28587302322247|4398046511480|0.05995396564242968
1670116151507|1669295007606|28587302323339|2199023256288|0.0703129557055
1670134744733|1669505040102|21990232556205|15393162789401|0.2881740732435666
1670140312528|1639130461413|8796093022700|9895604650905|0.08571952304337943
1670164558790|1616336138927|10995116279091|680|0.046784070339418726
1670166032180|1670128533107|30786325579432|2199023255711|0.0900044881909146
1670192928241|1661558977320|26388279066767|4398046512073|0.09935605792069373
1670198401947|1667437676181|28587302323464|8796093022926|0.23605880016438258
1670198403088|1662965664001|1026|14293651161573|0.2123016098199175
1670198434620|1654215898110|24189255812380|1099511628050|0.139466713276814
1670198885973|1664654066855|28587302323607|6597069767212|0.17804095679937393
1670200846292|1668743812712|24189255812452|14293651161356|0.07751808614996662
1670205495969|1615800633829|8796093023153|5497558138929|0.06792485271197235
1670212943176|1668961552368|4398046512471|14293651161291|0.19611547626150125
1670218230508|1654869068910|24189255811170|870|0.1684264630655853
1670219536651|1662239533114|26388279067843|3298534884105|0.07160899736165935
1670224911754|1656460909109|26388279068523|8796093022825|0.11879243115833929
1670226252058|1669447595744|15393162788995|15393162789409|0.03648091859385584
1670231790135|1661884373451|26388279067160|5497558139123|0.11378193569771874
1670232396412|1665296787885|6597069766852|14293651161549|0.1871855684373333
1670236451716|1642140125844|19791209301517|9895604650934|0.3039486172567876
1670238334438|1667237569673|26388279066733|14293651161538|0.24099555314399693
1670247869179|1669063546400|10995116278755|14293651161204|0.2173815414340427
1670248454358|1669897762857|19791209301593|15393162789294|0.14067594795696298
1670253643462|1660078416789|26388279067524|2199023255835|0.1166966497255555
1670253840878|1667114317719|28587302322592|4398046511711|0.01867152997032421
1670253938864|1663894579797|28587302323626|5497558139374|0.1296413755285519
1670258256632|1634263755630|17592186045396|2199023256326|0.12808654000731998
1670266422153|1653732391020|24189255811961|10995116278317|0.22615901042986689
1670270830927|1623989794576|4398046511409|7696581395290|0.31251823781819765
1670281043499|1648525628760|10995116278621|10995116278303|0.15639320861047828
1670282154351|1669614876309|30786325578421|7696581394436|0.3117238353034331
1670285518379|1665551897347|19791209301956|14293651161289|0.17190783642045904
1670286105622|1669730634096|30786325579315|2199023256265|0.20016747894100773
1670292513494|1653710995639|13194139533486|12094627906271|0.3386914937692236
1670301044237|1661181029848|26388279068448|6597069767437|0.13893040773709192
1670301400689|1670025852006|30786325578447|12094627906431|0.0651421499449363
1670302134693|1621757027707|13194139534789|6597069767342|0.2848465226105378
1670309368897|1669447595744|26388279067725|15393162789409|0.17765843900876252
1670311189108|1664654066855|28587302323607|12094627905787|0.13480127468962408
1670322223321|1665034197293|28587302323362|2199023255941|0.18422573097413844
1670324288625|1655169935337|8796093024192|12094627906157|0.04228428986379597
1670334372849|1669326672557|30786325578262|9895604650629|0.16565452843537687
1670334943906|1649746889327|24189255811826|8796093022284|0.1614788612071353
1670336540264|1646791161832|8796093022546|10995116278026|0.31246636717260123
1670336935930|1649224677428|307|10995116278614|0.19542537053217984
1670349070384|1607599362559|8796093022409|3298534884142|0.1330720632680165
1670357168309|1668040975822|19791209301088|14293651162055|0.06806028001798313
1670364737371|1651634466912|24189255812878|3298534883728|0.18166655664270825
1670366709561|1624510900998|15393162790423|538|0.24248100550133717
1670366782058|1667451096392|28587302322819|642|0.5676180975019601
1670367294395|1666352938735|28587302323786|12094627906283|0.02575589559980029
1670367927924|1637842628465|19791209301170|2199023255649|0.027734705771149427
1670368146570|1663602690593|28587302323272|10995116277768|0.23764087010650742
1670370199377|1668515634790|28587302322691|10995116278705|0.07628660484032106
1670382390250|1643599372245|10995116278999|10995116277939|0.13028732827377965
1670384091585|1616660270039|8796093023460|5497558139067|0.009948953901712155
1670389167145|1668858816263|17592186046179|14293651161950|0.1282837555871061
1670390516000|1650409655461|24189255811543|7696581394694|0.054880030262567624
1670393684330|1669676520864|30786325579555|13194139534224|0.07888214957628775
1670395309086|1653079057224|4398046513031|12094627905538|0.27662227455592603
1670408840537|1659191723272|10995116279755|13194139534298|0.18483768239779635
1670410764198|1643837970707|2199023256655|10995116277790|0.23813853740899818
1670417330810|1625680883187|15393162790436|3298534883728|0.1034790231134754
1670421502933|1664667689396|4398046512131|14293651161805|0.2570181876928717
1670424024408|1668858816263|28587302323579|14293651161950|0.09575527681981993
1670424397474|1670345954213|4398046512238|15393162789473|0.17847052803788793
1670426339961|1658248132990|10995116278362|13194139533965|0.26150871814587434
1670434574679|1669098925989|28587302323875|5497558138885|0.09089778520481684
1670435713668|1668541581222|13194139534193|14293651161649|0.06155035852186284
1670437913039|1668653194816|28587302322245|10995116278242|0.07008321716121299
1670443478404|1648760913842|21990232556193|10995116278573|0.2058630598359842
1670446165401|1659365351449|26388279068420|7696581395237|0.2937081330063214
1670461341568|1667251287882|4398046511588|14293651161876|0.2009061541456813
1670462572305|1667073387700|28587302323950|43|0.06774561476046173
1670464165385|1669098925989|28587302323875|13194139533439|0.16287095733713006
1670473701717|1659035135577|26388279066796|2199023255944|0.0017446996705432758
1670474763989|1641110986796|13194139534625|9895604650547|0.08307631850545129
1670481384431|1668682029836|28587302322800|12094627905553|0.02460165916407091
1670492354852|1621111988244|13194139533348|5497558138885|0.2280886510857419
1670499081104|1651452655735|24189255811683|6597069767650|0.17631822300885405
1670502522041|1669730634096|30786325579315|5497558139096|0.15634852068585983
1670504952805|1658886025439|26388279066852|615|0.020281261348887396
1670505805303|1639061239584|19791209301037|4398046511157|0.11071817190812369
1670507249016|1667697104222|28587302322992|257|0.07671601811841616
1670510163554|1657203860127|26388279067078|3298534883391|0.10531145771427915
1670510486626|1617749554125|13194139534222|680|0.10944661759363125
1670511812192|1649149786215|21990232555744|100|0.3691251856892179
1670515504945|1667994084917|28587302322571|14293651161294|0.12272052766164654
1670517182610|1668478078109|28587302322863|4398046512096|0.053415069408460976
1670518270326|1667697104222|28587302322992|336|0.05905775588706497
1670522194193|1643599372245|15393162790553|10995116277939|0.07891865352920287
1670531872735|1582848377984|1364|764|0.06289037223174083
1670532023291|1665817668451|28587302322536|4398046511194|0.17625335445051776
1670533308794|1662170689610|19791209300537|13194139534221|0.02041372283751012
1670538713940|1667917670267|28587302324146|2199023255912|0.2590238939027805
1670539652699|1667509384612|17592186046049|14293651161904|0.026067928756760214
1670539884521|1646519040289|21990232555772|9895604650934|0.2845952096366558
1670541566171|1665347279275|28587302323492|7696581395352|0.10764221915720744
1670542971459|1667651286215|28587302323827|13194139534311|0.11557953895898257
1670543942528|1635099521551|2199023256301|8796093022320|0.3682419411658875
1670544138474|1658046168001|26388279067697|667|0.13617459759002218
1670547252774|1645756077872|8796093022346|10995116278168|0.10173894050151362
1670557965314|1668265168561|2199023256494|14293651161171|0.024230383289282703
1670559588543|1669897762857|21990232555534|15393162789294|0.03217380578707175
1670567909339|1651933301416|10995116277978|12094627905974|0.10546297282255411
1670569216200|1652255303766|24189255811101|8796093022964|0.05073937424249945
1670581876530|1665630619312|28587302322770|2199023255630|0.28287085893669683
1670581945444|1660812799471|15393162790507|13194139533770|0.4173891127041803
1670582404492|1670308469682|30786325578724|14293651161866|0.18487075019396357
1670585798260|1670566648164|8796093022940|15393162788912|0.18607806821309383
1670591202396|1582767650728|499|719|0.26487734802853
1670591789981|1659214475740|26388279067822|3298534883722|0.3340962506647159
1670592446965|1665263418363|2199023256445|14293651161116|0.17640644821234183
1670593185708|1653249747392|24189255811368|1099511627905|0.007402398066933399
1670596048156|1670393628224|30786325578005|13194139534138|0.3482030426565817
1670605890067|1665296787885|8796093023657|14293651161549|0.02880475557088697
1670609084972|1613655480253|2199023257510|5497558139640|0.3782610085249786
1670611443397|1654072739555|24189255811812|9895604650315|0.12740296029579193
1670619024643|1665747959038|28587302323090|13194139533905|0.1178456026254996
1670621566160|1658502842548|26388279067144|533|0.30709925193180276
1670625102824|1669704115833|6597069766903|15393162789416|0.0709918929720824
1670625351097|1661884373451|26388279067160|4398046511142|0.5032396534333575
1670628810184|1670589807020|17592186044853|15393162789458|0.125153694440015
1670634081398|1629178647248|15393162789706|6597069766845|0.12271552930788604
1670636769287|1670291151425|10995116278947|15393162789812|0.11108240659517739
1670638436101|1638445001263|13194139534331|9895604650059|0.2598860446010033
1670639023434|1668800114601|28587302323427|10995116278168|0.08070806250930983
1670643470159|1634057803536|15393162789722|8796093023041|0.060678167921914425
1670650096845|1668842585572|28587302322328|13194139534006|0.16691869996413694
1670650950893|1669536274477|30786325578657|1099511628614|0.20846756801563068
1670654378286|1655281239629|24189255812234|12094627905750|0.01565538146422677
1670665250011|1667014217221|24189255811950|14293651161819|0.06719294432174229
1670665982639|1668858816263|10995116278005|14293651161950|0.14923126796262334
1670666049817|1653164557144|24189255811737|3298534883393|0.21321953876320987
1670684101724|1661604523118|26388279068334|13194139534006|0.037843507494589874
1670684960808|1666711952284|10995116279536|14293651161539|0.18174382219529958
1670691681572|1668961552368|630|14293651161291|0.023205504183908023
1670692966881|1646804553495|17592186046413|10995116278390|0.10125094418046147
1670696325835|1657794975452|15393162790360|13194139533827|0.3045772793019238
1670698431943|1624925250399|15393162790272|5497558139769|0.14319447138331085
1670700011136|1640302349253|19791209301765|7696581395075|0.2819405285975155
1670705095361|1598132075837|6597069766721|2199023255862|0.20197192970907193
1670705501892|1645521558480|21990232556563|2199023255687|0.04507318806771961
1670709716657|1634263755630|17592186045396|1099511628274|0.10416746290795462
1670710847398|1634285608734|6597069767855|8796093022228|0.15052111032166457
1670716593206|1648858672179|21990232557173|3298534883835|0.026482591311224206
1670722734010|1667143230792|24189255811256|14293651161315|0.3324450594445529
1670724898114|1668121373753|10995116279238|14293651161892|0.028340958136374213
1670728206554|1670594167342|30786325578303|595|0.07961973829590978
1670729804816|1670566648164|8796093023330|15393162788912|0.21996551414714194
1670731607097|1623219161280|13194139534143|4398046511194|0.05102627614440746
1670736167176|1651896302925|24189255811885|10995116278647|0.11918545024149851
1670737365626|1669005995431|26388279067065|14293651161552|0.5089453516643967
1670737365965|1669272190263|6597069767719|14293651161810|0.007200407732597839
1670737867702|1658648023803|24189255812151|13194139534270|0.18268455841700804
1670738600192|1652255303766|24189255811101|5497558139120|0.12392104198109453
1670739162272|1623719570685|15393162790541|4398046511249|0.1755606323713981
1670748983276|1665007103216|8796093023657|14293651162062|0.5196236984076624
1670749011188|1658585146948|26388279067741|10995116278523|0.09087323171623367
1670756190291|1624934000812|668|7696581394775|0.21173368430385392
1670757221817|1649100029565|21990232557073|2199023256399|0.07772040122979568
1670758021643|1670161835808|30786325578806|2199023256267|0.162551754203889
1670764421361|1665037801846|2199023257238|14293651162051|0.391717922893588
1670767870537|1670291151425|19791209300428|15393162789812|0.4624988462302824
1670772495527|1664901840235|28587302323761|1099511627828|0.0817080592293631
1670772889849|1646791161832|17592186045793|10995116278026|0.20186548878442448
1670773760147|1669063546400|28587302323786|14293651161204|0.07429530859347566
1670776442124|1661298034494|2199023256553|13194139533856|0.07978219937732661
1670776790910|1662483882168|26388279067462|13194139533450|0.41780507157188906
1670777134237|1670510447377|729|15393162789077|0.16411840200658914
1670782677912|1666080934712|28587302324102|2199023256506|0.033414350713824176
1670791942363|1619709079661|4398046511518|6597069767621|0.09312452624695282
1670796001426|1669650572451|6597069767506|15393162789760|0.01903390886075335
1670799091830|1664504323591|19791209300745|14293651161368|0.1901051726332956
1670817407410|1670291151425|26388279067287|15393162789812|0.2274396581100711
1670817447523|1670802532412|30786325579683|3298534884216|0.1616621103088494
1670819658713|1661938461695|15393162789436|13194139533439|0.10964393118806633
1670820349526|1668269672882|28587302323914|863|0.12420698957050644
1670820551848|1661298034494|21990232556760|13194139533856|0.1710224949223026
1670832939980|1661241218900|26388279068023|5497558139550|0.15412685436767046
1670840066093|1670589807020|13194139534405|15393162789458|0.23791764632161475
1670840201249|1668806235853|310|14293651161680|0.07482603102492914
1670845910577|1656938596373|21990232555555|13194139533981|0.187703653008249
1670847524093|1651996707451|24189255812690|12094627905864|0.5105997343260081
1670850525248|1669848728536|30786325578700|2199023256254|0.17984160214805672
1670853648803|1661285785233|2199023255662|13194139534254|0.17644403617267201
1670862081509|1659595628778|26388279068307|10995116278606|0.1949982168602952
1670870388505|1667143230792|6597069768037|14293651161315|0.21017062596121433
1670875157295|1625472668866|15393162790644|934|0.2163938150607305
1670883906403|1641116410966|17592186045237|9895604650339|0.21801096730877506
1670884779210|1661453033191|13194139533515|13194139533459|0.20299767472661626
1670888680249|1667594473655|10995116278153|14293651161879|0.17417810231556122
1670892868988|1663602690593|28587302323272|6597069766723|0.19850183606087235
1670893744538|1668759449691|8796093023587|14293651162015|0.1632620234954787
1670897157873|1669447595744|2199023257510|15393162789409|0.08722384251454098
1670901182021|1670345954213|10995116278547|15393162789473|0.2350700247783148
1670905769580|1661558977320|26388279066767|13194139533384|0.022413496938767912
1670908770153|1651452655735|24189255811683|393|0.15144147474606545
1670911999796|1639657172450|15393162789262|9895604650231|0.19215605154673096
1670922543821|1655292550001|13194139533348|12094627905834|0.11683818351129759
1670925916763|1646302061952|21990232557511|10995116278518|0.080399368099074
1670937242933|1668483790823|28587302322689|9895604650420|0.2720840008490475
1670938818842|1667114317719|28587302322592|5497558139103|0.0419100961143521
1670939467822|1640131925823|19791209300513|901|0.053345770553461076
1670939748448|1636828021592|19791209301936|5497558139732|0.07610349215844744
1670941602504|1654565945521|24189255812361|5497558139629|0.1654320951525693
1670945208408|1669897762857|24189255811812|15393162789294|0.11763250863732415
1670946653965|1669650572451|2199023256445|15393162789760|0.1302430945619607
1670950408390|1668483790823|28587302322689|3298534883474|0.23601990502083203
1670950760989|1668540342601|743|14293651161744|0.06361555900229228
1670951983755|1645861981765|21990232557363|10995116278185|0.016277259343949923
1670959035574|1669005995431|26388279067416|14293651161552|0.48607499976559765
1670967694428|1665751293666|15393162790582|14293651161961|0.04578195848043734
1670968349446|1668858816263|2199023255746|14293651161950|0.09041319417304855
1670970735970|1668269672882|28587302323914|13194139534228|0.0033293847262286123
1670971745863|1667014217221|19791209300660|14293651161819|0.15402464331784152
1670971795128|1661131422216|19791209301068|13194139533895|0.1303440533964401
1670972471901|1667920375154|28587302324059|790|0.06972838187234907
1670976542566|1659726216780|24189255812969|13194139534189|0.12972761252737466
1670976707407|1670510447377|21990232556503|15393162789077|0.13852898147928408
1670978943345|1661131422216|15393162790582|13194139533895|0.10409224877764113
1670979394008|1665747959038|28587302323090|9895604650015|0.12111699471682541
1670982194001|1670292908141|28587302322297|15393162789410|0.14129775378204268
1670993042876|1665818109196|24189255812151|14293651161883|0.10654987648188861
1670994597172|1670128533107|30786325579432|14293651161154|0.013193506014020156
1670998700953|1594675478697|4398046512075|1099511627838|0.1347369443480821
1671000506007|1665787523990|24189255811961|14293651161864|0.13291030278125382
1671000529376|1638847936414|6597069767516|9895604650639|0.09622195658983344
1671001606837|1644382453857|4398046512170|10995116278646|0.06982427463344562
1671006327378|1649511095956|2199023257093|10995116278494|0.26910516529129425
1671013094149|1639006535126|19791209300337|4398046511480|0.05516363435310324
1671014812636|1630440838844|8796093022346|8796093022757|0.03381933427874385
1671014995338|1669063546400|4398046512925|14293651161204|0.15102809727136982
1671028554005|1662027517637|26388279067729|1099511628377|0.10945641043171322
1671033920287|1664302324423|21990232556316|14293651161907|0.18536392468733262
1671034988109|1669242340082|28587302322347|8796093022313|0.32611973213206924
1671039721050|1634051770320|1614|8796093022577|0.3458905605157109
1671041443140|1670970830150|30786325578903|9895604650905|0.05978118223637213
1671043041742|1668672243057|21990232556193|14293651161866|0.14413520350236877
1671043148032|1665725728362|21990232556159|14293651161421|0.03249566590208099
1671043657086|1654916078365|21990232557164|12094627905646|0.04439759402572687
1671048139359|1664522969375|28587302322247|12094627906516|0.15197166691319136
1671048140117|1669168669801|17592186045808|14293651161646|0.3388203608414452
1671049526793|1668953289950|1939|14293651161847|0.029108415801703983
1671052801007|1661624151768|8796093023402|13194139534311|0.17287495962924443
1671060543424|1646252532059|21990232555932|10995116278137|0.3418356944708174
1671061075332|1670589807020|10995116278346|15393162789458|0.209135341269892
1671062064796|1653998097434|21990232556286|12094627906283|0.13381141930787563
1671062139188|1667752197042|28587302322457|9895604650459|0.029314905274243342
1671062979309|1617954067460|13194139534873|5497558139002|0.24138446293867094
1671063198311|1667583697746|19791209300945|14293651161154|0.10383444743694975
1671063591040|1668540342601|13194139534054|14293651161744|0.2883620860243168
1671067562650|1630465763979|2199023255560|8796093023088|0.22680800756284647
1671067780820|1646719124563|21990232556427|8796093022642|0.21886392701618634
1671074593788|1653079057224|4398046512985|12094627905538|0.3138655028546422
1671077415720|1642968964615|2199023256923|9895604650737|0.182704507774563
1671079590441|1636938441691|19791209300432|9895604650141|0.08724993152354325
1671079853914|1663602690593|28587302323272|12094627906436|0.19011874206048798
1671087906478|1665725728362|21990232555932|14293651161421|0.18815274166713078
1671091366746|1645861981765|13194139533907|10995116278185|0.1843547219628799
1671095213220|1662170689610|4398046512783|13194139534221|0.025707593632850113
1671097316103|1665787523990|6597069767512|14293651161864|0.3412409554121814
1671100510062|1655302511275|4398046512238|12094627905995|0.08523551816339067
1671102824093|1669897762857|21990232557127|15393162789294|0.02754896452783537
1671104819846|1666550008589|28587302323992|4398046512027|0.03697131558680573
1671106171625|1670723750398|30786325578096|5497558139646|0.20954854869920683
1671108412564|1666334023929|10995116279743|14293651161535|0.3177102062386504
1671108569708|1660647363038|6597069766903|13194139533588|0.0852758144433739
1671108593305|1662201154165|26388279067752|8796093022598|0.11177043500329086
1671119931792|1626893934673|15393162789879|5497558139361|0.18069817671045435
1671123210693|1670517858904|15393162789862|15393162789205|0.2875696977337749
1671124528007|1668121373753|8796093022416|14293651161892|0.15326923560001968
1671124717476|1669242340082|28587302322347|64|0.15334106483512433
1671125556699|1664504323591|2199023256343|14293651161368|0.575994294690612
1671128084105|1665034197293|28587302323362|2199023255566|0.4197204112787128
1671132643485|1663864617461|13194139534833|14293651162047|0.18244059791424674
1671138744780|1659688537568|10995116277834|13194139533646|0.19728701484323266
1671139690809|1669505040102|19791209301566|15393162789401|0.40156990430268424
1671145412969|1668743812712|15393162789080|14293651161356|0.06606075906996939
1671155535611|1644097329278|15393162789869|10995116278645|0.10830228189414635
1671160466647|1621721503780|507|6597069767101|0.016354128178550125
1671163699170|1668660656100|28587302323074|1099511628390|0.16540914976855112
1671164289552|1669013556911|17592186046161|14293651161323|0.012156047591038626
1671164719539|1641632103664|13194139534649|9895604650734|0.21590497167707917
1671166476809|1650296131597|24189255811260|4398046511125|0.1868994121628527
1671169057553|1661133149671|26388279068293|870|0.1118763541935789
1671183274299|1657473447176|24189255811907|13194139533815|0.041104291677617824
1671185754623|1671128198565|30786325579141|2199023256189|0.0035777672270483774
1671191331898|1671121196472|30786325578501|15393162789082|0.09539560513061297
1671192825594|1670393628224|30786325578005|12094627905787|0.20234343276748057
1671192863498|1646771558423|21990232556067|9895604650475|0.05593647790068026
1671192948756|1668121373753|6597069767000|14293651161892|0.0417431938426546
1671195544914|1667994084917|4398046512075|14293651161294|0.04113159059092518
1671198433109|1666205744501|28587302324077|6597069767388|0.1840917500968538
1671198993378|1657091660986|13194139533445|13194139533631|0.056221294662795636
1671203172093|1669704115833|21990232556626|15393162789416|0.37692240816449263
1671206886503|1671121196472|15393162789435|15393162789082|0.08710346316077079
1671208349933|1669063546400|26388279067868|14293651161204|0.15701628103468482
1671211791721|1661560537126|19791209301447|13194139533495|0.04285818371377232
1671212377583|1665263418363|13194139533348|14293651161116|0.04636404056400446
1671214965254|1622473741268|4398046511519|6597069766929|0.22325721924259143
1671217116930|1658346948863|19791209300508|13194139533430|0.14330081178536336
1671222151541|1670594167342|30786325578303|14293651161805|0.02433625995767997
1671223126175|1656091377242|4398046511457|12094627905784|0.02488301781343216
1671224108218|1665538063989|15393162789688|14293651161794|0.22011687056306556
1671227245138|1668541581222|26388279068293|14293651161649|0.13793855105256297
1671227581206|1661241218900|26388279068023|13194139534298|0.14546377596447244
1671232153180|1665371734167|28587302323192|6597069767244|0.25452556450265146
1671232497280|1635844073763|17592186046413|2199023256288|0.13215658333644678
1671233615200|1629798393918|15393162789435|7696581395035|0.110608382851304
1671238065099|1661604523118|4398046511941|13194139534006|0.08731870932707789
1671241672947|1669047682122|28587302322648|5497558139550|0.24605071805907716
1671243734355|1669103403242|19791209301566|14293651161232|0.7331559070882825
1671245034062|1662500058201|26388279067742|2199023255649|0.12523497018721377
1671246940365|1641313830409|19791209300522|1099511628460|0.07625839280714658
1671256426913|1670723750398|30786325578096|1099511628603|0.2907477369277083
1671265202699|1652714327571|24189255811565|10995116278606|0.03959327199500219
1671268733326|1667933450321|28587302323544|9895604650141|0.29533147917501923
1671272974330|1671124506283|30786325578328|13194139534252|0.10428427249490811
1671275479157|1596917402794|2199023257438|2199023256419|0.02160701280329394
1671283497914|1670292908141|1998|15393162789410|0.009683943802541489
1671283640622|1593832879426|2199023256574|2199023256175|0.1920246293768488
1671284614105|1668540342601|15393162790303|14293651161744|0.14057268478365
1671290167020|1642671041114|10995116278845|9895604650881|0.41211927922761593
