createTime|dependencyTime|fromId|toId
1671609398739|1663948776510|14293651161520|10995116278052
1671621728741|1671350479332|10995116278705|15393162789419
1671624711171|1612575404313|4398046511125|5497558139755
1671642737137|1656938596373|3298534883451|13194139533981
1671656087425|1671285943422|12094627905974|15393162789019
1671663372373|1667580695544|14293651161467|1099511627889
1671686192171|1669013556911|14293651161323|5497558139397
1671701506508|1669650572451|15393162789760|9895604650059
1671759334343|1671080574747|15393162789171|5497558139752
1671784606186|1638043458182|9895604650034|7696581394807
1671824509844|1666863977841|14293651161786|8796093023119
1671835784536|1670510447377|15393162789077|6597069767418
1671840107746|1671080574747|2199023256327|15393162789171
1671857811812|1668540342601|10995116278634|14293651161744
1671864987983|1670291151425|15393162789812|3298534883474
1671915272914|1671080574747|5497558139741|15393162789171
1671920024145|1630786080725|2199023255944|8796093022227
1672013608785|1601140570326|1099511627918|3298534884051
1672024840941|1671350479332|2199023256435|15393162789419
1672032349890|1670517858904|15393162789205|7696581394454
1672063134271|1670566648164|15393162788912|960
1672076271274|1642632024604|6597069766832|9895604650315
1672079649639|1661106514012|13194139534110|12094627905553
1672114718308|1588917126262|796|1099511628450
1672130909662|1671285943422|14293651161356|15393162789019
1672139585479|1671748235441|15393162789807|351
1672144072895|1657222094175|8796093022227|13194139533407
1672144251142|1667509384612|14293651161904|5497558139769
1672182659433|1671350479332|9895604650034|15393162789419
1672200577555|1671962167893|1099511628468|15393162789225
1672238241750|1668540342601|14293651161744|1099511628274
1672248051107|1645756077872|10995116278168|2199023255968
1672257993740|1668265168561|12094627906450|14293651161171
1672258232887|1668540342601|14293651161744|12094627906405
1672311562399|1672257590452|2199023255711|15393162789469
1672368566108|1671748235441|2199023255944|15393162789807
1672375789348|1668730744128|4398046511125|14293651161172
1672386637702|1667094262133|4398046511604|14293651161911
1672386871831|1668672243057|6597069767490|14293651161866
1672410838500|1672358232864|15393162789647|13194139533815
1672416261578|1671085274279|15393162789267|7696581395367
1672421302873|1672397175524|15393162789446|6597069767179
1672435641968|1672397175524|15393162789446|7696581394711
1672437931403|1648221723205|10995116277817|2199023255968
1672449780090|1671350479332|1099511628468|15393162789419
1672463968789|1669272190263|14293651161810|9895604650901
1672493086354|1666334023929|8796093022926|14293651161535
1672495799560|1671085274279|15393162789267|2199023256446
1672527926579|1655114392289|12094627906431|2199023256523
