loanId|loanAmount|balance|createTime
4672203138420181136|61868916.54779093|61868916.54779093|2020-08-03 07:54:00.927
61080069946212526|25407344.706284683|25407344.706284683|2020-08-05 06:06:11.142
4672766088373602946|34485410.15619243|34485410.15619243|2020-08-05 13:16:07.736
4673047563350312935|68875493.09917882|68875493.09917882|2020-08-06 08:39:03.995
4673329038327022584|73929362.11397105|73929362.11397105|2020-08-07 06:28:15.802
4673891988280443769|48349854.153503545|48349854.153503545|2020-08-09 11:02:26.009
4675017888187285518|51290398.228687175|51290398.228687175|2020-08-13 19:05:02.165
4675299363163997016|20916136.55408194|20916136.55408194|2020-08-14 16:25:21.443
64176294690030897|39038832.61234766|39038832.61234766|2020-08-16 08:03:38.357
4677269688000972109|18611249.679524474|18611249.679524474|2020-08-21 11:47:53.699
4678114112931103955|92949648.47723861|92949648.47723861|2020-08-24 20:44:01.695
4678395587907815228|2591094.168165239|2591094.168165239|2020-08-25 08:13:38.901
66991044457136837|53474437.34938035|53474437.34938035|2020-08-26 23:24:30.959
4678958537861236046|64920910.13074754|64920910.13074754|2020-08-27 07:15:22.687
67272519433847543|71681693.08325386|71681693.08325386|2020-08-27 22:05:48.061
4679240012837947077|906633.6195003546|906633.6195003546|2020-08-29 02:50:20.035
4679802962791368227|45173671.933481626|45173671.933481626|2020-08-30 10:17:17.774
4679802962791369032|87243644.23843658|87243644.23843658|2020-08-30 12:46:39.612
4679802962791367796|21414944.43231404|21414944.43231404|2020-08-30 22:06:05.839
4680084437768078132|2027917.1242356522|2027917.1242356522|2020-08-31 05:39:13.119
68398419340689866|9029127.979271468|9029127.979271468|2020-08-31 12:18:36.682
4680365912744788603|71098389.26049288|71098389.26049288|2020-09-01 19:08:32.622
68679894317400480|1849913.1965478938|1849913.1965478938|2020-09-02 03:17:26.565
4680647387721500290|70340607.3815381|70340607.3815381|2020-09-02 08:45:06.595
4680647387721499743|35899873.00095516|35899873.00095516|2020-09-03 04:19:40.962
4680647387721500181|96298149.5527177|96298149.5527177|2020-09-03 04:21:11.211
69242844270822005|38794697.98248892|38794697.98248892|2020-09-03 19:15:51.118
4681210337674920976|44497310.451029345|44497310.451029345|2020-09-04 09:01:02.501
4681773287628342516|79889521.6484995|79889521.6484995|2020-09-06 08:33:52.027
4682054762605054161|12751905.795541344|12751905.795541344|2020-09-08 04:04:43.677
71494644084507737|65803071.46779533|65803071.46779533|2020-09-11 21:45:33.672
4683180662511896197|60398823.83463343|60398823.83463343|2020-09-12 03:19:24.961
4683462137488606604|12284941.108619504|12284941.108619504|2020-09-12 16:16:13.881
71776119061218040|17659836.728093714|17659836.728093714|2020-09-12 18:36:27.687
72057594037928856|93398361.37306187|93398361.37306187|2020-09-13 09:05:58.892
4683743612465317958|29187253.77065477|29187253.77065477|2020-09-13 20:53:06.67
4683743612465317690|74046683.64020461|74046683.64020461|2020-09-14 05:06:20.547
4684306562418738117|26891256.19153932|26891256.19153932|2020-09-15 08:23:10.067
4684306562418738149|42121058.16841923|42121058.16841923|2020-09-15 12:39:14.718
4684869512372159894|46943063.58589019|46943063.58589019|2020-09-17 13:12:02.985
4685150987348871295|77901769.97151522|77901769.97151522|2020-09-18 13:06:15.416
4685150987348871152|48769559.16428385|48769559.16428385|2020-09-19 03:57:15.318
4685432462325582124|89277090.44721149|89277090.44721149|2020-09-19 07:50:28.686
74027918874902872|28032582.243539535|28032582.243539535|2020-09-20 13:28:28.807
74309393851614507|1480937.0029394939|1480937.0029394939|2020-09-21 17:23:11.382
4686276887255712451|61823891.79531736|61823891.79531736|2020-09-22 14:39:39.085
74590868828324966|31217263.925222047|31217263.925222047|2020-09-22 18:33:37.428
74872343805035355|99321557.56171568|99321557.56171568|2020-09-23 06:19:04.879
4686558362232424315|45869824.11185608|45869824.11185608|2020-09-23 10:51:07.506
4686558362232423871|69851443.76996791|69851443.76996791|2020-09-24 04:34:47.649
75153818781745396|15119094.264217129|15119094.264217129|2020-09-24 09:10:28.855
4687684262139266597|45485994.064892165|45485994.064892165|2020-09-27 22:03:03.602
4687684262139266319|4168003.664286153|4168003.664286153|2020-09-28 04:20:00.122
76279718688588908|38846294.825277194|38846294.825277194|2020-09-28 11:12:35.292
4688528687069397066|80518785.04517128|80518785.04517128|2020-10-01 05:19:40.535
4688810162046108108|55226454.142625846|55226454.142625846|2020-10-01 22:14:34.466
4689091637022818727|160421.61896290907|160421.61896290907|2020-10-02 08:35:21.44
4689091637022818664|29830499.924768407|29830499.924768407|2020-10-02 10:51:04.364
4689373111999529627|65588816.29376231|65588816.29376231|2020-10-03 06:33:16.874
4689373111999530559|92992165.7669542|92992165.7669542|2020-10-03 08:54:02.586
77687093572141964|96411897.292299|96411897.292299|2020-10-03 17:54:56.699
78250043525563361|10430353.004591228|10430353.004591228|2020-10-05 19:19:50.269
78812993478984604|87425829.44967599|87425829.44967599|2020-10-07 13:41:24.232
79375943432405289|78499967.54907784|78499967.54907784|2020-10-09 08:56:35.184
4691061961859793738|7442760.212611839|7442760.212611839|2020-10-09 22:26:33.059
4691061961859793536|63247627.71973568|63247627.71973568|2020-10-10 00:51:55.106
79938893385827118|71954859.08451681|71954859.08451681|2020-10-12 04:38:30.088
4691906386789927326|59604039.134759545|59604039.134759545|2020-10-12 21:18:33.27
80501843339247736|70664751.37898129|70664751.37898129|2020-10-13 08:18:12.36
4692750811720056896|2712217.1957203164|2712217.1957203164|2020-10-15 07:36:08.027
81064793292669426|11326027.031487629|11326027.031487629|2020-10-15 09:51:06.562
4692750811720058792|98861435.88276619|98861435.88276619|2020-10-15 15:22:15.626
4693313761673478373|41288189.749487706|41288189.749487706|2020-10-17 12:30:22.163
81627743246091289|65477971.14321492|65477971.14321492|2020-10-17 19:15:47.034
4693313761673478734|30937907.914554127|30937907.914554127|2020-10-17 21:36:50.553
82190693199512562|58046020.39078151|58046020.39078151|2020-10-20 00:26:37.719
82190693199511616|2712217.1957203164|2712217.1957203164|2020-10-20 02:52:40.103
4694158186603612268|85684336.03246352|85684336.03246352|2020-10-20 11:17:54.261
83879543059775712|8770286.651930865|8770286.651930865|2020-10-25 10:19:02.684
83879543059776065|77650341.9686272|77650341.9686272|2020-10-25 10:26:24.335
4695565561487165165|64557937.360587694|64557937.360587694|2020-10-25 23:37:47.904
4695847036463876428|46774140.91188752|46774140.91188752|2020-10-27 06:33:21.125
4696972936370717611|94801840.52343486|94801840.52343486|2020-10-30 16:19:38.955
4696972936370717621|93790640.0404105|93790640.0404105|2020-10-31 03:00:14.074
85849867896750803|29681098.978437297|29681098.978437297|2020-11-01 10:00:47.658
4698380311254271143|75714475.03377275|75714475.03377275|2020-11-04 22:15:43.268
4698380311254272296|80159117.62376702|80159117.62376702|2020-11-05 04:00:31.881
4698661786230982173|75009811.72156852|75009811.72156852|2020-11-06 05:50:58
4698943261207692603|77133548.45448837|77133548.45448837|2020-11-06 09:35:56.245
87538717757015110|16896713.896983277|16896713.896983277|2020-11-07 22:35:41.15
4699506211161114834|83082858.97337134|83082858.97337134|2020-11-08 13:37:39.749
4699506211161113851|66312919.32390425|66312919.32390425|2020-11-08 17:15:16.498
4699787686137824352|85974271.45804372|85974271.45804372|2020-11-09 23:27:14.862
4700069161114533966|36887264.75018801|36887264.75018801|2020-11-10 11:54:14.218
88664617663857544|39151474.478501156|39151474.478501156|2020-11-12 01:45:55.378
4701476535998088758|32023632.193780597|32023632.193780597|2020-11-15 12:53:42.609
4701476535998087259|93937244.52044982|93937244.52044982|2020-11-15 14:20:46.157
4701476535998088435|8222178.799024015|8222178.799024015|2020-11-15 21:29:19.831
4701758010974798987|38863072.80273697|38863072.80273697|2020-11-17 05:59:03.753
90353467524121882|13028040.771650141|13028040.771650141|2020-11-17 09:33:00.434
90353467524120648|89894287.30967626|89894287.30967626|2020-11-17 15:37:57.643
4702039485951510412|91212455.35322623|91212455.35322623|2020-11-17 16:40:37.81
90634942500831358|11969485.569076331|11969485.569076331|2020-11-18 21:19:40.383
4702320960928220219|77748595.28659643|77748595.28659643|2020-11-19 06:19:15.904
90916417477542358|17542733.042396348|17542733.042396348|2020-11-19 07:36:02.143
4702602435904930934|38781852.5954783|38781852.5954783|2020-11-19 22:56:31.117
4702883910881642860|74883102.15904562|74883102.15904562|2020-11-20 15:27:53.532
91479367430963656|33512192.388508055|33512192.388508055|2020-11-21 18:15:52.518
4703446860835062334|45647592.48127857|45647592.48127857|2020-11-22 23:37:18.247
92042317384385459|96033695.50103544|96033695.50103544|2020-11-23 12:48:11.695
4703728335811774726|90440384.90795289|90440384.90795289|2020-11-23 23:52:22.77
92323792361096250|3591824.04789448|3591824.04789448|2020-11-24 07:32:55.52
4704291285765195211|23352017.288936235|23352017.288936235|2020-11-25 20:36:38.278
4704572760741906012|62518181.72754352|62518181.72754352|2020-11-26 19:59:36.4
4704854235718617284|30050567.416045554|30050567.416045554|2020-11-27 20:05:31.985
4705417185672037061|53474437.34938035|53474437.34938035|2020-11-29 19:43:56.386
4705980135625460005|49105170.39920103|49105170.39920103|2020-12-01 19:21:50.95
94575592174781221|22235365.010085113|22235365.010085113|2020-12-02 09:28:10.537
4706543085578880444|80227071.77780928|80227071.77780928|2020-12-04 01:18:30.498
4706824560555591322|35241422.48324041|35241422.48324041|2020-12-04 11:07:39.779
95420017104912419|71986627.57371694|71986627.57371694|2020-12-05 07:29:11.342
4707106035532300647|4610170.041726829|4610170.041726829|2020-12-06 04:27:59.621
4707950460462434806|48694453.90834486|48694453.90834486|2020-12-09 00:42:54.055
96827391988466379|95738022.56285636|95738022.56285636|2020-12-10 12:44:29.228
97108866965176978|22893576.99650647|22893576.99650647|2020-12-11 14:12:35.299
4709357835345988137|165148.7634867298|165148.7634867298|2020-12-13 12:54:19.706
4709639310322698446|67583101.36603749|67583101.36603749|2020-12-14 16:22:21.408
4709639310322698479|52384740.26085222|52384740.26085222|2020-12-14 22:57:18.027
98234766872019425|6340874.1172226705|6340874.1172226705|2020-12-15 07:47:44.53
98516241848729892|73849348.61019722|73849348.61019722|2020-12-16 15:17:56.228
4710202260276120197|29903431.159487724|29903431.159487724|2020-12-16 21:39:51.777
4710483735252829272|72422848.03848799|72422848.03848799|2020-12-18 06:31:43.184
4710765210229539473|26684619.501745135|26684619.501745135|2020-12-18 17:12:54.168
4710765210229541189|80877128.0993166|80877128.0993166|2020-12-18 19:07:35.258
4710765210229539731|25937634.778640226|25937634.778640226|2020-12-18 22:41:15.2
4710765210229539235|50087691.351072006|50087691.351072006|2020-12-19 06:16:51.166
99360666778862509|38549560.74953264|38549560.74953264|2020-12-19 16:52:53.421
4711046685206250745|57791542.67091428|57791542.67091428|2020-12-20 03:35:13.445
99642141755573131|53441420.68030678|53441420.68030678|2020-12-21 01:16:38.06
4711609635159671075|24446471.18337434|24446471.18337434|2020-12-21 08:52:30.515
99923616732284170|80788627.23731133|80788627.23731133|2020-12-21 23:21:02.006
4712454060089803230|75767634.13351925|75767634.13351925|2020-12-25 05:38:39.846
4712735535066515920|37254172.98833773|37254172.98833773|2020-12-25 08:50:23.179
4712735535066514112|78003673.27934766|78003673.27934766|2020-12-25 17:37:58.623
4712735535066515321|13817388.384949211|13817388.384949211|2020-12-25 21:41:08.98
4712735535066513677|17536779.55545889|17536779.55545889|2020-12-26 05:13:45.225
4713017010043226039|21102179.181522243|21102179.181522243|2020-12-26 18:49:35.831
4713017010043224709|36151781.32669863|36151781.32669863|2020-12-26 22:09:00.161
4714142909950067477|38237307.11551132|38237307.11551132|2020-12-30 23:28:25.526
4714142909950067754|40744114.39101131|40744114.39101131|2020-12-30 23:34:12.845
102738366499390154|86963514.74358428|86963514.74358428|2020-12-31 13:20:07.487
103019841476100993|68086395.87660465|68086395.87660465|2021-01-01 09:45:10.679
103301316452811898|66794385.75559226|66794385.75559226|2021-01-02 11:45:22.812
4714987334880200935|62031736.59325626|62031736.59325626|2021-01-02 17:42:01.346
103582791429521891|24742843.42113364|24742843.42113364|2021-01-03 18:39:37.279
4715268809856909330|56012295.067522235|56012295.067522235|2021-01-04 03:34:55.014
4715550284833621925|12896596.840565791|12896596.840565791|2021-01-05 02:25:15.708
4715831759810333009|7266359.2893752195|7266359.2893752195|2021-01-06 04:33:38.143
104145741382943264|97216160.83723298|97216160.83723298|2021-01-06 06:05:01.284
4716113234787042910|30348204.09430363|30348204.09430363|2021-01-06 17:51:12.859
104427216359654244|2367132.365053746|2367132.365053746|2021-01-06 21:29:12.88
104708691336364559|37098432.83319055|37098432.83319055|2021-01-07 15:03:34.15
4716957659717174881|52953007.70728425|52953007.70728425|2021-01-09 10:11:19.849
105553116266497257|69467914.5286552|69467914.5286552|2021-01-10 12:44:18.889
4717239134693885716|94793581.92025849|94793581.92025849|2021-01-10 22:35:40.01
105553116266496079|24630029.50258047|24630029.50258047|2021-01-11 00:15:46.011
4717520609670595621|94389271.1487724|94389271.1487724|2021-01-11 16:13:01.826
4717520609670595498|69107432.69698663|69107432.69698663|2021-01-12 08:15:03.759
4718083559624017066|42347281.90870011|42347281.90870011|2021-01-14 05:00:50.183
4718083559624018103|65710844.00338617|65710844.00338617|2021-01-14 05:07:44.045
4718365034600727057|77559287.8078768|77559287.8078768|2021-01-14 13:28:23.587
4718365034600726567|47458659.89840521|47458659.89840521|2021-01-14 18:53:50.137
4718365034600728461|84160249.56771158|84160249.56771158|2021-01-15 04:00:46.867
4718646509577437751|9846908.432001043|9846908.432001043|2021-01-16 03:42:56.184
106960491150049485|99509085.49781497|99509085.49781497|2021-01-16 05:06:30.248
107241966126760680|95829513.2812524|95829513.2812524|2021-01-16 09:15:03.974
107241966126760161|18094129.449854147|18094129.449854147|2021-01-17 07:02:43.011
4719772409484282271|9429448.859464344|9429448.859464344|2021-01-19 14:24:52.698
4720053884460993137|3386403.8635268263|3386403.8635268263|2021-01-20 11:32:41.33
4720335359437702788|36925539.129178725|36925539.129178725|2021-01-21 13:42:37.048
4720335359437701636|11471903.256187653|11471903.256187653|2021-01-21 23:39:32.298
4720616834414414413|45010366.23802562|45010366.23802562|2021-01-22 13:18:32.64
108930815987024185|71235710.62413988|71235710.62413988|2021-01-23 01:55:14.992
4720898309391123943|86328015.65865599|86328015.65865599|2021-01-23 19:25:31.649
4721179784367835674|79241621.51959263|79241621.51959263|2021-01-24 17:50:10.224
4721179784367833109|19687836.176980425|19687836.176980425|2021-01-24 22:03:07.209
4721461259344544939|73113712.00568493|73113712.00568493|2021-01-25 10:08:51.59
4721461259344546125|14332795.445670806|14332795.445670806|2021-01-25 15:08:21.129
109775240917156910|3044316.0185351986|3044316.0185351986|2021-01-25 16:08:26.221
4721461259344543994|56734720.58258504|56734720.58258504|2021-01-25 20:28:03.738
4721461259344546011|7444581.48574052|7444581.48574052|2021-01-25 21:31:07.058
4721461259344544632|10360361.407470135|10360361.407470135|2021-01-26 01:08:04.658
110056715893867828|4364928.56274291|4364928.56274291|2021-01-26 14:17:34.098
4721742734321256902|63425442.812453486|63425442.812453486|2021-01-27 03:59:55.988
4721742734321256125|14725506.751503982|14725506.751503982|2021-01-27 07:43:12.024
4722305684274676248|2913088.9856099444|2913088.9856099444|2021-01-28 22:04:47.901
4722587159251388894|92745736.17682359|92745736.17682359|2021-01-29 14:06:21.425
4722587159251388814|90955086.47770494|90955086.47770494|2021-01-29 16:33:49.196
110901140823999257|46507695.0438391|46507695.0438391|2021-01-30 04:08:41.392
4722587159251388512|86045173.53649577|86045173.53649577|2021-01-30 08:12:24.863
4723150109204810034|77537206.74763054|77537206.74763054|2021-01-31 22:06:30.111
111745565754130837|8983564.80472164|8983564.80472164|2021-02-01 14:43:27.082
4723431584181520187|89851339.14316463|89851339.14316463|2021-02-02 01:43:45.218
111745565754131204|25913308.8186281|25913308.8186281|2021-02-02 02:37:35.838
112027040730842028|18575143.539556064|18575143.539556064|2021-02-02 11:34:06.943
112027040730841940|20883588.447933808|20883588.447933808|2021-02-02 18:45:35.683
4723713059158230541|6723212.506717876|6723212.506717876|2021-02-02 22:13:37.799
4723994534134939660|94501658.77712978|94501658.77712978|2021-02-03 11:28:55.153
4723994534134940037|76365397.41541652|76365397.41541652|2021-02-03 18:21:46.796
112308515707552584|58694669.16416343|58694669.16416343|2021-02-03 20:50:12.174
4724276009111650596|73849348.61019722|73849348.61019722|2021-02-04 13:23:00.327
4724276009111652283|74946209.61092366|74946209.61092366|2021-02-04 23:07:46.27
4724276009111650383|24630029.50258047|24630029.50258047|2021-02-05 06:06:30.954
4724557484088361048|68479763.42614736|68479763.42614736|2021-02-06 08:07:54.065
4724838959065072870|5720992.508884848|5720992.508884848|2021-02-07 03:19:18.854
113434415614394713|45455375.03603536|45455375.03603536|2021-02-07 13:42:33.437
4725120434041782850|95484890.65192573|95484890.65192573|2021-02-08 02:01:30.97
4725120434041784605|51855906.30956973|51855906.30956973|2021-02-08 06:03:43.306
4725401909018495334|61417255.99693728|61417255.99693728|2021-02-08 11:52:02.843
4725401909018494371|96167310.93185847|96167310.93185847|2021-02-08 12:29:20.132
4725683383995204353|47256161.21755192|47256161.21755192|2021-02-09 22:42:40.628
4725964858971916683|55164294.25723507|55164294.25723507|2021-02-10 21:57:51.225
114278840544526394|29295495.520263713|29295495.520263713|2021-02-11 00:03:00.536
4726246333948626539|2127065.79931026|2127065.79931026|2021-02-12 02:49:43.824
114841790497947769|23319924.37872522|23319924.37872522|2021-02-12 23:10:50.311
4726809283902048046|69266827.12802863|69266827.12802863|2021-02-13 09:11:34.746
115123265474659437|20070295.427161165|20070295.427161165|2021-02-13 18:04:32.335
4727090758878757734|73812786.20600507|73812786.20600507|2021-02-14 09:44:51.861
115404740451369772|14407507.703861142|14407507.703861142|2021-02-14 16:32:26.739
4727090758878759470|3798069.0796098206|3798069.0796098206|2021-02-14 19:37:59.262
115404740451369512|23530863.47558213|23530863.47558213|2021-02-14 20:28:18.212
4727653708832179038|83504620.1264623|83504620.1264623|2021-02-16 09:40:53.545
115967690404790734|4621556.677025831|4621556.677025831|2021-02-16 14:45:33.129
4727935183808891521|3875803.1831670315|3875803.1831670315|2021-02-17 09:13:40.857
116249165381502101|31841217.83601181|31841217.83601181|2021-02-18 08:54:58.392
116530640358211722|40643018.50995226|40643018.50995226|2021-02-18 17:12:44.848
4728216658785601756|41324179.92247415|41324179.92247415|2021-02-19 07:57:54.487
116812115334923145|51278445.02795473|51278445.02795473|2021-02-20 04:10:13.585
116812115334922646|62563389.457689255|62563389.457689255|2021-02-20 06:31:08.07
4728779608739023245|36294161.57631446|36294161.57631446|2021-02-21 02:07:07.558
117093590311633406|88395908.00291044|88395908.00291044|2021-02-21 02:17:30.932
4729061083715732602|66794385.75559226|66794385.75559226|2021-02-21 12:39:42.441
117375065288344874|11388950.91499925|11388950.91499925|2021-02-21 23:04:40.181
4729342558692444265|25392357.487438932|25392357.487438932|2021-02-22 12:12:30.779
117656540265054556|84063106.5100612|84063106.5100612|2021-02-22 22:51:04.766
4729342558692442706|62359056.18516427|62359056.18516427|2021-02-23 00:54:15.71
4729624033669153653|77368529.86589088|77368529.86589088|2021-02-23 21:43:55.107
118500965195187354|66633117.54773476|66633117.54773476|2021-02-25 12:19:14.628
4730186983622574618|82818690.26798274|82818690.26798274|2021-02-25 19:48:50.401
4730186983622575224|41428825.976533055|41428825.976533055|2021-02-26 08:24:03.147
4730468458599287222|69936918.18964674|69936918.18964674|2021-02-26 13:55:13.176
118782440171898130|47969278.88921764|47969278.88921764|2021-02-26 22:02:23.641
119345390125318983|27706401.023646306|27706401.023646306|2021-02-28 21:48:00.561
119626865102029322|59421643.48464578|59421643.48464578|2021-03-01 13:48:36.677
4731312883529417347|62578343.538626544|62578343.538626544|2021-03-02 04:13:32.269
119908340078739726|67063106.48856261|67063106.48856261|2021-03-02 18:38:21.812
4731594358506128524|93937190.24978879|93937190.24978879|2021-03-03 02:00:42.529
4731875833482839015|47310727.58630409|47310727.58630409|2021-03-04 00:15:03.969
120189815055450796|98044213.75903162|98044213.75903162|2021-03-04 05:13:38.476
120189815055451411|44147680.56461328|44147680.56461328|2021-03-04 05:18:22.352
4732157308459550791|17698844.548750795|17698844.548750795|2021-03-04 19:48:06.619
120471290032161713|21822247.972042985|21822247.972042985|2021-03-05 08:59:22.559
4732438783436261900|70791759.78231193|70791759.78231193|2021-03-06 01:59:06.859
4732720258412971142|78900136.25194818|78900136.25194818|2021-03-06 15:51:37.296
121315714962294066|91217748.3023883|91217748.3023883|2021-03-07 15:35:59.984
121597189939003687|41023962.37841458|41023962.37841458|2021-03-08 12:34:10.504
4733283208366392279|35695170.99817984|35695170.99817984|2021-03-08 16:34:09.681
4733283208366392088|81471474.97620448|81471474.97620448|2021-03-08 23:37:37.829
121878664915714224|49296799.171729244|49296799.171729244|2021-03-09 12:07:40.289
4733564683343104007|50795006.66550065|50795006.66550065|2021-03-10 01:34:58.002
4733846158319813199|21935636.790620238|21935636.790620238|2021-03-10 12:14:30.825
4733846158319815246|54259931.592260964|54259931.592260964|2021-03-10 13:20:15.881
4733846158319814243|13965440.791002916|13965440.791002916|2021-03-10 18:05:48.565
4733846158319813619|61980181.10392543|61980181.10392543|2021-03-10 18:23:32.188
4733846158319815254|74194808.74060239|74194808.74060239|2021-03-11 02:03:10.447
122723089845846735|74369153.15591365|74369153.15591365|2021-03-12 18:25:53.49
122723089845846047|57040041.71275979|57040041.71275979|2021-03-13 00:48:45.536
4734690583249946784|89662471.96893689|89662471.96893689|2021-03-13 09:47:19.016
4734690583249945737|30105164.92543252|30105164.92543252|2021-03-13 15:06:16.763
4734690583249944680|20413096.291048344|20413096.291048344|2021-03-13 22:48:57.599
4734972058226657526|70861547.9611707|70861547.9611707|2021-03-14 15:17:47.167
123286039799267808|95655774.41671748|95655774.41671748|2021-03-14 19:45:49.588
4735253533203367164|9132741.285224132|9132741.285224132|2021-03-15 11:47:33.616
4735253533203366537|64945581.54168|64945581.54168|2021-03-15 19:53:45.022
