accountId|createTime|isBlocked|accoutType
4651936940097015746|2020-05-23 07:37:09.017|false|certificate of deposit
4652218415073725095|2020-05-24 08:16:54.944|false|escrow account
4652218415073722713|2020-05-24 23:27:36.202|false|escrow account
41376821576467896|2020-05-27 15:25:13.968|false|custodial account
4653062840003854947|2020-05-28 02:11:08.537|false|certificate of deposit
41658296553178793|2020-05-28 04:32:11.488|false|credit card
4653344314980568623|2020-05-28 22:43:53.26|false|trust account
4653625789957279301|2020-05-29 05:12:34.231|false|merchant account
41939771529888100|2020-05-29 09:54:40.652|false|merchant account
41939771529888900|2020-05-29 20:59:56.75|false|custodial account
41939771529889438|2020-05-30 00:07:09.703|false|certificate of deposit
4654188739910696969|2020-05-31 15:52:15.571|false|trust account
42784196460021467|2020-06-01 11:07:43.118|false|foreign currency
4654470214887407663|2020-06-01 17:58:12.668|false|foreign currency
4654470214887409939|2020-06-01 23:11:53.706|false|escrow account
4655596114794250301|2020-06-05 18:30:37.337|false|credit card
4655877589770961691|2020-06-06 18:22:54.636|false|custodial account
4656159064747673894|2020-06-07 04:53:54.175|false|corporate account
4656159064747673970|2020-06-08 01:23:37.826|false|corporate account
4656440539724385219|2020-06-08 05:19:05.249|false|debit card
4656440539724383680|2020-06-09 00:47:42.451|false|merchant account
4656440539724386377|2020-06-09 01:08:22.924|false|merchant account
4656722014701093021|2020-06-09 07:15:13.681|false|corporate account
45598946227126982|2020-06-11 04:44:10.609|false|merchant account
46161896180547899|2020-06-13 13:58:18.01|false|certificate of deposit
4657847914607939568|2020-06-13 20:16:26.672|false|brokerage account
4657847914607936862|2020-06-14 01:16:26.48|false|brokerage account
4658410864561360845|2020-06-15 08:36:30.257|false|escrow account
4658410864561357281|2020-06-15 10:45:24.631|false|trust account
4658692339538069980|2020-06-16 23:08:41.78|false|certificate of deposit
4659255289491491873|2020-06-18 15:51:03.937|false|debit card
47569271064101869|2020-06-18 20:39:37.977|false|brokerage account
4659536764468203650|2020-06-19 03:46:23.301|false|corporate account
4659536764468199926|2020-06-19 08:01:40.284|false|foreign currency
47850746040813200|2020-06-19 22:40:29.012|false|escrow account
4659818239444911782|2020-06-21 01:38:30|false|certificate of deposit
48413695994234887|2020-06-21 10:24:34.475|false|custodial account
4660099714421622762|2020-06-22 01:15:50.494|false|debit card
4660381189398335693|2020-06-22 16:32:11.627|false|corporate account
4660381189398331486|2020-06-23 01:42:19.813|false|foreign currency
4660944139351756664|2020-06-24 06:08:06.594|false|escrow account
4660944139351754967|2020-06-24 09:57:49.468|false|escrow account
49258120924366929|2020-06-24 23:46:36.023|false|trust account
49539595901075599|2020-06-25 22:35:58.237|false|brokerage account
49821070877787574|2020-06-26 08:31:32.661|true|brokerage account
4662070039258595938|2020-06-28 17:36:44.525|false|brokerage account
4662351514235310402|2020-06-29 15:41:23.395|false|retirement account
50665495807919839|2020-06-30 00:11:48.09|false|retirement account
4663195939165440302|2020-07-02 13:09:02.741|false|debit card
4663477414142149876|2020-07-04 00:59:28.051|false|corporate account
52072870691471493|2020-07-04 12:59:16.464|false|prepaid card
4664040364095573750|2020-07-06 02:33:44.738|false|corporate account
4664321839072280789|2020-07-06 12:44:08.51|false|retirement account
4664321839072281832|2020-07-06 13:12:50.467|false|brokerage account
52635820644892861|2020-07-06 15:09:38.257|false|custodial account
52635820644894746|2020-07-07 01:44:02.503|false|certificate of deposit
52635820644893827|2020-07-07 02:33:05.555|false|retirement account
52917295621605331|2020-07-07 18:04:39.4|false|debit card
53198770598314278|2020-07-08 18:43:51.454|false|merchant account
53480245575026168|2020-07-09 10:21:21.124|false|escrow account
53480245575025966|2020-07-09 11:16:51.025|false|trust account
4665166264002413045|2020-07-09 15:49:31.067|false|debit card
4665166264002412932|2020-07-09 22:12:39.298|false|debit card
54043195528446429|2020-07-11 10:28:47.438|false|trust account
4665729213955835267|2020-07-11 22:12:20.655|false|trust account
4666010688932546698|2020-07-12 15:21:49.528|false|merchant account
54606145481867469|2020-07-14 02:47:40.978|true|debit card
4666573638885967539|2020-07-14 15:08:16.285|false|retirement account
55169095435290181|2020-07-15 05:36:33.19|false|custodial account
55169095435289956|2020-07-15 09:59:08.794|false|foreign currency
4666855113862680180|2020-07-15 15:27:35.986|false|credit card
4666855113862679342|2020-07-16 01:10:57.876|false|credit card
4667136588839390187|2020-07-16 21:40:14.954|false|certificate of deposit
4667418063816100515|2020-07-17 19:25:02.533|false|merchant account
4667699538792812779|2020-07-18 04:39:43.343|false|merchant account
4667699538792808461|2020-07-18 08:16:25.041|true|prepaid card
56013520365422138|2020-07-18 17:14:29.616|false|debit card
4667699538792808448|2020-07-19 00:17:53.499|false|prepaid card
4667981013769523210|2020-07-20 02:03:13.712|false|corporate account
4667981013769519493|2020-07-20 02:46:59.901|false|trust account
4668262488746233412|2020-07-20 11:19:03.097|false|credit card
4668262488746232032|2020-07-20 12:25:16.778|false|merchant account
56857945295553881|2020-07-21 21:23:44.454|false|retirement account
4668825438699655214|2020-07-22 16:31:27.899|false|certificate of deposit
4668825438699654969|2020-07-22 21:14:43.197|false|retirement account
4668825438699653858|2020-07-22 22:30:22.868|true|merchant account
4669106913676364819|2020-07-24 04:18:41.823|false|certificate of deposit
57702370225684965|2020-07-24 04:43:31.928|false|debit card
4669388388653073326|2020-07-24 20:57:38.263|false|certificate of deposit
4669388388653073180|2020-07-25 01:03:45.748|false|merchant account
57983845202395252|2020-07-25 05:04:16.816|false|brokerage account
4669669863629784866|2020-07-25 07:50:29|false|trust account
4669951338606497032|2020-07-26 07:30:07.755|false|escrow account
4669951338606495432|2020-07-26 10:07:36.557|false|certificate of deposit
4669951338606497858|2020-07-26 14:32:21.08|false|escrow account
4669951338606494822|2020-07-27 03:01:38.843|false|escrow account
4669951338606496410|2020-07-27 03:52:22.963|false|trust account
4670232813583207106|2020-07-27 05:47:21.656|false|retirement account
4670232813583206231|2020-07-27 17:33:47.209|false|corporate account
58828270132528876|2020-07-28 06:30:27.419|false|brokerage account
59109745109237789|2020-07-29 12:54:07.508|false|escrow account
59109745109239782|2020-07-29 15:08:46.342|false|corporate account
59109745109239486|2020-07-29 23:10:15.366|false|retirement account
59391220085949743|2020-07-30 05:31:12.133|true|certificate of deposit
59391220085948890|2020-07-30 06:13:24.049|false|debit card
59391220085948794|2020-07-31 04:03:04.341|false|custodial account
59672695062661119|2020-07-31 18:22:11.077|false|credit card
59672695062659197|2020-08-01 03:43:50.052|false|trust account
60235645016082443|2020-08-02 20:54:45.952|false|corporate account
60235645016081752|2020-08-03 02:53:41.958|false|debit card
4672203138420181212|2020-08-03 07:19:59.025|true|corporate account
4672203138420180518|2020-08-03 20:25:57.425|false|debit card
60517119992792203|2020-08-04 01:42:20.654|false|credit card
60798594969501822|2020-08-04 13:08:59.446|false|retirement account
4672484613396889616|2020-08-04 16:55:57.59|false|prepaid card
4673047563350315297|2020-08-06 19:25:32.017|true|custodial account
4673329038327023096|2020-08-07 20:51:16.809|false|escrow account
61924494876345554|2020-08-08 20:20:26.68|false|foreign currency
4673610513303734491|2020-08-08 23:09:45.785|false|merchant account
4673891988280443855|2020-08-09 05:35:42.746|false|certificate of deposit
62205969853057066|2020-08-09 09:52:58.029|false|escrow account
62205969853055106|2020-08-09 11:11:19.997|false|trust account
62768919806477606|2020-08-11 11:32:31.126|false|custodial account
63331869759899130|2020-08-13 05:02:39.622|false|credit card
4675017888187287244|2020-08-13 16:42:52.666|false|escrow account
4675299363163997546|2020-08-14 14:11:42.65|false|credit card
63613344736608623|2020-08-14 17:26:40.482|false|retirement account
63894819713319746|2020-08-15 11:19:25.882|false|brokerage account
63894819713320391|2020-08-15 16:06:49.394|false|retirement account
4675862313117418137|2020-08-17 00:25:35.504|false|prepaid card
64176294690031045|2020-08-17 01:08:47.93|false|merchant account
4675862313117419332|2020-08-17 04:12:44.055|false|certificate of deposit
64457769666740947|2020-08-17 20:58:23.812|false|escrow account
4676143788094132188|2020-08-18 01:46:44.406|false|foreign currency
4676425263070842846|2020-08-18 17:32:53.638|false|corporate account
4676706738047551786|2020-08-19 15:40:03.891|false|certificate of deposit
4676706738047551045|2020-08-19 16:42:29.503|false|custodial account
4676988213024261509|2020-08-20 05:39:27.959|false|brokerage account
4676988213024262277|2020-08-21 00:45:53.618|false|custodial account
65302194596872287|2020-08-21 05:05:07.73|true|merchant account
4677551162977682065|2020-08-22 18:10:54.056|false|custodial account
4677832637954396450|2020-08-23 05:29:38.875|false|brokerage account
66146619527004315|2020-08-24 04:29:40.305|false|retirement account
4678114112931105491|2020-08-24 20:32:05.949|false|prepaid card
4678114112931107073|2020-08-25 01:15:11.358|true|escrow account
66709569480426470|2020-08-25 07:57:36.956|false|corporate account
4678677062884528020|2020-08-27 04:43:58.099|false|escrow account
4678958537861234775|2020-08-27 10:29:26.212|true|trust account
4678958537861236870|2020-08-27 18:18:09.997|false|brokerage account
67272519433848417|2020-08-27 22:21:15.455|false|merchant account
4679240012837947855|2020-08-28 07:41:44.152|false|foreign currency
4679240012837945883|2020-08-28 11:31:45.377|false|prepaid card
4679240012837946312|2020-08-29 04:14:33.392|false|brokerage account
4679521487814656104|2020-08-29 18:09:33.384|true|retirement account
4679521487814659898|2020-08-30 00:01:58.029|false|escrow account
68116944363980386|2020-08-30 16:25:44.406|false|escrow account
4680084437768077990|2020-08-31 09:37:55.067|false|debit card
68398419340689837|2020-08-31 19:29:03.292|false|retirement account
68679894317400859|2020-09-01 08:41:26.105|false|custodial account
4680365912744791116|2020-09-01 22:26:26.291|false|brokerage account
4680647387721498730|2020-09-02 21:54:21.074|false|escrow account
69242844270821756|2020-09-03 15:36:32.447|false|trust account
4681210337674921316|2020-09-04 09:23:11.875|false|foreign currency
69805794224242858|2020-09-05 05:52:19.587|false|credit card
4681491812651634701|2020-09-05 06:52:12.848|false|brokerage account
69805794224243807|2020-09-05 22:35:48.306|false|trust account
4681773287628343923|2020-09-06 08:33:00.612|false|trust account
4681773287628342191|2020-09-06 08:47:56.775|false|foreign currency
4681773287628342987|2020-09-06 10:38:38.311|false|custodial account
70087269200954482|2020-09-06 15:01:39.698|false|escrow account
4682054762605053214|2020-09-07 06:04:24.019|false|certificate of deposit
4682054762605053294|2020-09-07 12:03:09.662|false|foreign currency
70368744177665426|2020-09-07 21:06:48.979|false|retirement account
4682336237581764019|2020-09-08 08:35:14.947|false|corporate account
4682336237581762658|2020-09-08 21:46:29.744|false|merchant account
4682336237581766347|2020-09-09 02:28:12.584|false|brokerage account
4682617712558475247|2020-09-10 05:00:11.205|false|debit card
4682899187535184030|2020-09-10 20:30:11.412|false|certificate of deposit
4683180662511898567|2020-09-11 06:05:36.129|false|retirement account
71776119061219072|2020-09-12 06:51:30.929|false|foreign currency
71776119061219226|2020-09-13 03:09:17.528|false|brokerage account
72057594037930072|2020-09-13 07:36:19.686|false|merchant account
4683743612465319975|2020-09-13 11:50:41.653|false|prepaid card
4683743612465316495|2020-09-13 12:29:23.436|true|brokerage account
4683743612465316220|2020-09-13 17:25:59.457|false|trust account
4683743612465318965|2020-09-14 00:14:13.903|false|trust account
4684025087442029772|2020-09-14 10:02:14.704|false|foreign currency
4684025087442030554|2020-09-14 17:05:19.35|false|custodial account
4684306562418738213|2020-09-15 06:50:45.489|false|custodial account
4684306562418739899|2020-09-15 19:08:58.334|false|trust account
4684306562418739369|2020-09-16 00:07:01.871|false|credit card
4684306562418740791|2020-09-16 03:29:28.026|false|trust account
72902018968060534|2020-09-16 17:01:09.007|false|certificate of deposit
4684588037395451592|2020-09-16 19:23:04.591|false|retirement account
72902018968060236|2020-09-17 01:46:11.148|false|corporate account
4684588037395449116|2020-09-17 02:35:11.28|true|escrow account
4684588037395450118|2020-09-17 05:36:32.335|false|credit card
4685150987348871304|2020-09-18 13:56:45.111|false|retirement account
4685150987348870685|2020-09-18 22:07:04.22|false|custodial account
4685432462325582561|2020-09-20 04:44:43.71|false|custodial account
73746443898191965|2020-09-20 05:33:16.894|false|corporate account
4685713937302294519|2020-09-20 12:15:05.212|false|prepaid card
74027918874904431|2020-09-20 20:57:46.738|false|brokerage account
74027918874904340|2020-09-21 00:17:44.434|false|brokerage account
74309393851615270|2020-09-21 10:37:20.549|false|credit card
4685995412279001137|2020-09-21 13:08:49.627|false|trust account
4685995412279002016|2020-09-22 04:56:14.555|false|merchant account
4686276887255716127|2020-09-22 06:42:36.029|false|retirement account
74590868828324687|2020-09-22 11:34:39.395|false|merchant account
4686276887255713929|2020-09-23 05:42:13.199|false|credit card
4686558362232426560|2020-09-23 10:41:24.131|false|debit card
74872343805036583|2020-09-23 15:38:09.764|false|prepaid card
74872343805036600|2020-09-24 01:21:16.944|false|custodial account
75153818781745358|2020-09-24 08:26:39.874|false|merchant account
4686839837209133994|2020-09-24 22:14:16.21|false|prepaid card
4686839837209133323|2020-09-25 01:05:53.444|false|escrow account
75435293758457864|2020-09-25 16:17:34.914|false|brokerage account
75435293758456517|2020-09-25 19:35:46.751|false|foreign currency
4687402787162557775|2020-09-26 16:08:55.692|false|trust account
4687402787162554473|2020-09-26 19:38:57.798|false|custodial account
75716768735168471|2020-09-27 02:25:56.353|false|credit card
4687684262139268905|2020-09-27 09:10:05.158|false|merchant account
4687684262139266554|2020-09-27 10:59:42.653|false|credit card
4687684262139265564|2020-09-27 17:04:21.843|false|credit card
4687684262139268662|2020-09-27 20:14:20.233|false|certificate of deposit
76279718688589308|2020-09-28 06:01:41.261|false|brokerage account
4687965737115978693|2020-09-28 17:06:23.973|false|retirement account
76279718688589773|2020-09-29 05:47:53.567|false|custodial account
76561193665298918|2020-09-29 18:59:08.591|false|custodial account
76561193665299765|2020-09-29 20:43:32.962|false|custodial account
4688528687069400532|2020-09-30 16:14:48.873|false|escrow account
4688528687069397895|2020-09-30 21:02:37.403|false|debit card
4688528687069400267|2020-10-01 01:32:45.095|false|credit card
4688810162046109655|2020-10-01 08:44:29.825|false|credit card
77124143618719771|2020-10-01 14:38:45.427|false|trust account
4688810162046107832|2020-10-02 00:10:05.433|false|certificate of deposit
77124143618719957|2020-10-02 01:45:03.218|false|retirement account
77405618595431664|2020-10-02 11:53:24.353|false|credit card
4689091637022821020|2020-10-02 14:26:38.587|false|merchant account
77405618595431985|2020-10-02 20:24:53.432|false|escrow account
77405618595431968|2020-10-03 01:39:01.046|false|corporate account
77687093572142977|2020-10-03 12:47:58.82|false|custodial account
4689373111999531097|2020-10-03 14:10:18.492|false|debit card
77687093572141600|2020-10-03 18:24:18.403|false|merchant account
4689373111999532835|2020-10-03 23:11:11.579|false|prepaid card
4689654586976242923|2020-10-04 15:00:28.64|true|trust account
4689654586976241846|2020-10-04 20:40:27.099|false|brokerage account
4689654586976243430|2020-10-04 20:43:21.922|false|credit card
4689936061952953677|2020-10-05 06:16:04.083|false|certificate of deposit
4690217536929661231|2020-10-06 09:11:21.552|false|escrow account
78812993478984276|2020-10-07 15:05:48.471|false|debit card
4690499011906373549|2020-10-07 15:17:46.043|false|foreign currency
78812993478984025|2020-10-07 21:52:01.607|false|escrow account
79094468455695014|2020-10-09 00:09:50.438|false|debit card
4691061961859794334|2020-10-09 17:49:41.081|false|merchant account
4691343436836504579|2020-10-11 01:10:49.09|false|custodial account
4691343436836505008|2020-10-11 02:40:40.992|false|corporate account
4691624911813217452|2020-10-11 23:44:11.446|false|certificate of deposit
4691624911813215110|2020-10-12 02:05:09.807|false|credit card
80220368362538903|2020-10-12 16:29:17.405|false|merchant account
80220368362538805|2020-10-12 23:46:56.91|false|trust account
4691906386789928931|2020-10-13 01:23:11.106|false|corporate account
4691906386789926812|2020-10-13 03:52:52.066|false|retirement account
4692187861766639214|2020-10-13 07:13:10.706|false|trust account
4692187861766637969|2020-10-13 09:01:03.448|true|foreign currency
80501843339249407|2020-10-13 14:44:49.313|false|credit card
4692187861766639509|2020-10-14 05:29:39.077|false|retirement account
4692469336743348203|2020-10-14 20:53:28.578|false|retirement account
4692469336743350007|2020-10-15 00:37:56.553|false|escrow account
81064793292670219|2020-10-15 09:30:58.558|false|prepaid card
4692750811720058802|2020-10-15 16:57:00.512|false|foreign currency
81064793292670863|2020-10-15 18:35:51.299|false|credit card
81064793292670876|2020-10-16 01:31:00.211|false|retirement account
4693032286696770089|2020-10-16 18:53:27.043|false|debit card
4693032286696770733|2020-10-16 19:22:44.442|false|trust account
4693032286696767604|2020-10-16 22:01:53.313|false|brokerage account
81346268269380873|2020-10-17 04:04:09.597|false|retirement account
81909218222802355|2020-10-18 08:15:46.966|false|corporate account
4693595236650189481|2020-10-18 12:26:58.603|false|certificate of deposit
4693595236650190346|2020-10-18 16:17:26.653|false|certificate of deposit
4693595236650190914|2020-10-18 17:24:12.544|false|merchant account
82190693199512996|2020-10-19 08:55:54.177|false|foreign currency
82472168176223176|2020-10-20 13:00:51.342|false|brokerage account
4694158186603613807|2020-10-20 20:31:29.736|false|foreign currency
4694439661580324692|2020-10-21 06:28:08.103|false|trust account
4694439661580322523|2020-10-21 10:41:55.593|false|foreign currency
4694439661580323001|2020-10-21 18:08:33.381|false|retirement account
4694439661580324425|2020-10-21 20:15:08.221|false|brokerage account
4694721136557032246|2020-10-22 07:19:32.358|false|retirement account
4694721136557031584|2020-10-22 11:01:04.56|false|trust account
4695002611533743797|2020-10-23 19:31:33.931|true|debit card
4695002611533744202|2020-10-24 00:24:53.971|false|merchant account
83598068083065829|2020-10-24 11:22:43.91|false|credit card
4695284086510454912|2020-10-24 16:13:47.007|false|trust account
4695284086510452819|2020-10-24 19:54:09.282|true|prepaid card
83598068083066397|2020-10-25 04:40:10.933|false|custodial account
83879543059775783|2020-10-25 19:25:09.531|false|corporate account
4695565561487166173|2020-10-25 22:48:07.573|false|certificate of deposit
84161018036487443|2020-10-26 06:37:07.601|false|corporate account
84442493013197708|2020-10-27 15:07:04.38|false|custodial account
4696409986417298330|2020-10-28 12:04:55.224|false|retirement account
84723967989909048|2020-10-28 22:48:50.076|false|trust account
84723967989907854|2020-10-29 04:12:48.852|false|escrow account
4696691461394009484|2020-10-29 13:21:42.625|false|credit card
4696972936370719220|2020-10-30 13:31:30.847|false|foreign currency
4696972936370717585|2020-10-30 17:31:54.006|false|retirement account
4696972936370720476|2020-10-31 03:23:06.808|false|credit card
85568392920039754|2020-10-31 21:32:57.143|true|merchant account
4697254411347427629|2020-10-31 21:47:46.505|false|merchant account
85849867896750807|2020-11-01 12:15:03.327|false|trust account
85849867896750841|2020-11-01 17:05:42.043|false|corporate account
4697535886324141517|2020-11-01 20:54:51.721|false|prepaid card
4697817361300852821|2020-11-02 10:41:32.244|false|merchant account
4697817361300852336|2020-11-02 15:41:19.789|false|trust account
4697817361300852112|2020-11-02 16:41:23.355|false|escrow account
4698098836277560559|2020-11-03 07:45:00.007|false|custodial account
4698098836277562870|2020-11-03 15:05:17.293|false|retirement account
4698098836277560176|2020-11-04 00:45:40.259|false|foreign currency
4698098836277562828|2020-11-04 02:25:02.814|false|prepaid card
86412817850171725|2020-11-04 04:36:04.828|false|brokerage account
4698380311254270155|2020-11-04 11:37:36.352|false|credit card
86694292826882958|2020-11-04 19:09:06.773|false|foreign currency
4698380311254271660|2020-11-05 00:36:02.612|true|custodial account
4698661786230984369|2020-11-05 07:25:59.425|false|trust account
86975767803594752|2020-11-05 19:58:07.953|false|merchant account
4698661786230982494|2020-11-06 03:20:05.834|false|credit card
4698943261207693414|2020-11-06 07:14:02.787|false|certificate of deposit
87257242780304788|2020-11-06 18:40:43.317|false|prepaid card
4698943261207695024|2020-11-07 01:19:45.559|false|escrow account
4699224736184402158|2020-11-07 22:02:37.941|false|debit card
87820192733726295|2020-11-08 10:36:00.89|true|corporate account
4699506211161115824|2020-11-08 15:55:14.757|false|debit card
4699787686137824730|2020-11-09 22:55:00.449|false|debit card
88101667710437455|2020-11-09 23:12:03.262|false|merchant account
4699787686137824262|2020-11-09 23:40:36.05|false|credit card
88383142687146534|2020-11-10 08:29:08.379|false|certificate of deposit
88383142687147786|2020-11-10 22:14:22.238|false|escrow account
88664617663858067|2020-11-11 09:49:37.255|false|retirement account
4700350636091245776|2020-11-11 14:57:38.585|false|retirement account
88664617663857200|2020-11-11 17:04:06.833|false|retirement account
88946092640567467|2020-11-12 07:36:16.019|false|trust account
4700632111067959623|2020-11-12 16:31:32.434|false|retirement account
4700632111067959358|2020-11-13 03:28:29.456|false|debit card
4700632111067955957|2020-11-13 06:39:42.555|false|merchant account
4700913586044668846|2020-11-13 08:26:07.924|false|corporate account
4700913586044667237|2020-11-13 09:26:17.598|false|foreign currency
89227567617279710|2020-11-13 13:35:49.306|false|prepaid card
89227567617279187|2020-11-13 22:09:38.225|false|corporate account
4700913586044669850|2020-11-14 03:06:05.094|false|certificate of deposit
4701195061021380567|2020-11-14 22:26:36.208|false|custodial account
4701476535998087175|2020-11-15 14:37:44.549|false|corporate account
90071992547410921|2020-11-16 11:01:05.254|false|retirement account
90071992547410781|2020-11-16 21:14:06.674|false|prepaid card
4702039485951510868|2020-11-17 07:19:24.247|false|custodial account
4702039485951509867|2020-11-17 15:25:32.426|false|merchant account
4702039485951509878|2020-11-18 05:14:36.561|false|custodial account
90634942500832036|2020-11-18 12:17:42.95|false|custodial account
4702320960928219368|2020-11-18 15:32:34.782|false|certificate of deposit
4702320960928219772|2020-11-19 05:18:24.033|false|credit card
4702320960928219745|2020-11-19 06:29:56.692|false|escrow account
90634942500831977|2020-11-19 06:42:15.854|false|credit card
4702883910881640839|2020-11-20 12:33:10.865|false|trust account
4702883910881641725|2020-11-20 14:32:20.527|false|brokerage account
4703165385858354668|2020-11-21 12:52:52.899|false|brokerage account
91479367430963588|2020-11-21 20:22:30.375|false|debit card
4703165385858353757|2020-11-22 04:39:16.441|false|debit card
91760842407674076|2020-11-22 12:17:26.335|false|trust account
4703446860835064362|2020-11-22 14:15:06.433|false|debit card
4703446860835064095|2020-11-23 04:56:35.288|false|foreign currency
4703728335811773871|2020-11-23 22:54:30.183|false|debit card
92323792361097112|2020-11-25 00:41:36.747|false|certificate of deposit
4704291285765194310|2020-11-25 08:15:17.601|false|certificate of deposit
4704291285765197238|2020-11-25 14:22:54.207|false|custodial account
4704291285765196229|2020-11-25 19:43:23.764|false|certificate of deposit
4704291285765195764|2020-11-25 20:25:59.083|false|custodial account
4704291285765197232|2020-11-25 22:51:01.239|false|retirement account
92886742314516803|2020-11-26 10:27:12.654|false|debit card
4704572760741904411|2020-11-26 14:23:49.721|false|trust account
4704572760741908170|2020-11-27 00:57:07.382|false|foreign currency
4704572760741907609|2020-11-27 05:57:33.934|false|certificate of deposit
4704854235718615218|2020-11-27 12:33:09.36|false|escrow account
93168217291228616|2020-11-27 16:12:49.722|false|corporate account
4704854235718619065|2020-11-28 03:04:22.405|false|brokerage account
4705135710695328018|2020-11-28 12:52:17.226|false|brokerage account
93449692267939455|2020-11-28 18:25:49.488|false|prepaid card
93449692267939780|2020-11-29 00:24:34.667|false|corporate account
93731167244648837|2020-11-29 11:50:50.911|false|trust account
4705417185672036765|2020-11-29 12:36:35.663|false|escrow account
4705417185672039100|2020-11-30 01:12:45.52|false|certificate of deposit
93731167244649238|2020-11-30 02:45:38.045|false|escrow account
94012642221359198|2020-11-30 08:14:53.349|false|foreign currency
4705698660648748754|2020-11-30 13:03:47.783|false|debit card
4705698660648750510|2020-11-30 18:24:29.507|false|prepaid card
4705698660648747859|2020-12-01 05:24:01.28|false|prepaid card
4705980135625458432|2020-12-01 18:54:43.358|false|retirement account
94294117198071517|2020-12-01 20:42:34.089|false|retirement account
4705980135625459046|2020-12-01 21:27:19.563|false|custodial account
4705980135625457987|2020-12-02 00:58:55.145|false|debit card
4706261610602168877|2020-12-02 18:40:52.982|false|trust account
4706261610602169029|2020-12-03 03:45:44.597|false|foreign currency
