accountId|loanId|amount|createTime
4675299363163997546|4675299363163997016|7835017.072704372|2021-02-24 04:30:11.385
4690499011906373549|4718083559624017066|23151183.923878994|2021-03-03 07:06:27.752
4723431584181520981|4716113234787042910|11003030.359858856|2021-03-03 08:14:54.798
4704291285765197238|4694158186603612268|5023659.013280534|2021-03-06 11:59:00.623
4725120434041782363|4700069161114533966|25757.086856582533|2021-03-06 15:11:54.133
4716676184740463002|4711609635159671075|15516487.629980799|2021-03-10 09:02:09.043
107804916080181742|108930815987024185|18906787.94815687|2021-03-11 20:59:14.859
4735816483156789710|4650529565213459970|5044008.61366373|2021-03-19 20:31:56.375
57983845202395252|90353467524120648|17293.945290988537|2021-03-20 03:51:56.489
95138542128202619|104145741382943264|64111883.64509856|2021-03-20 11:13:29.131
114560315521237084|82190693199511616|1008817.8795045831|2021-03-21 09:05:31.243
4725120434041782363|4700069161114533966|5356641.246521092|2021-03-22 02:51:33.185
4735535008180077983|4721461259344544632|4584705.169775983|2021-03-22 19:05:31.747
91760842407674076|114841790497947769|1702333.4315135754|2021-03-28 05:47:12.815
4734972058226658355|4702039485951510412|45442.88106997874|2021-03-30 21:10:30.647
4670232813583206231|4729061083715732602|11041865.559649222|2021-04-04 03:09:49.669
4740320082784159131|4729624033669153653|26590846.26885025|2021-04-05 21:00:16.24
4719490934507573412|4727090758878759470|748031.3925522753|2021-04-06 13:51:49.148
98797716825442190|27584547717645517|15818658.412687344|2021-04-09 01:47:07.451
4715550284833621111|4705417185672037061|35991798.25657246|2021-04-09 22:23:17.908
4670232813583206231|4729061083715732602|76822.0500665103|2021-04-10 03:46:39.265
102456891522679728|125537839612953144|601335.3096757306|2021-04-10 10:47:55.807
4739757132830739841|4732157308459550791|12494013.244188266|2021-04-10 23:23:44.283
62205969853057066|117375065288344874|1386.2637645841014|2021-04-11 17:45:48.632
57983845202395252|90353467524120648|3349.164567060666|2021-04-12 17:25:24.222
4731031408552706699|4710765210229539235|28737415.682115626|2021-04-13 07:52:45.998
4720616834414415272|4722587159251388512|36319740.91744527|2021-04-14 08:20:23.187
4726246333948628095|4724276009111652283|37153658.67089839|2021-04-14 23:54:47.756
4704291285765197238|4694158186603612268|515230.474423828|2021-04-17 23:05:37.745
4688528687069397895|4667699538792809002|3502796.7362662917|2021-04-18 02:41:16.955
4669388388653073326|4733846158319813199|6020150.791597421|2021-04-19 09:52:48.557
128915539333482043|41658296553178095|13046850.633218857|2021-04-20 03:32:07.662
128352589380059685|117656540265054556|54898665.53051356|2021-04-22 05:52:37.757
4731594358506129324|4698380311254271143|16609606.348430052|2021-04-22 19:56:19.314
62205969853055106|105553116266496079|17117606.44273025|2021-04-22 21:11:06.535
4734409108273237097|4715550284833621925|562212.4749810911|2021-04-25 12:33:28.283
4664321839072281832|4742290407621133072|1110168.829297947|2021-04-25 15:02:14.186
4669106913676364819|4686558362232424315|6542054.435066936|2021-04-26 10:00:22.675
102456891522679728|125537839612953144|27682455.99251594|2021-04-26 23:28:04.06
94857067151492535|78812993478984604|34354994.07878033|2021-04-27 09:20:19.136
4682336237581766347|4668543963722942739|2940150.3063920867|2021-04-27 12:37:05.593
81064793292670219|79938893385827118|7223952.384393371|2021-04-28 10:23:48.176
81064793292670219|130885864170455851|19374481.66917799|2021-04-28 12:59:37.366
4742571882597845178|4678958537861236046|46953483.49573122|2021-04-28 17:21:31.84
4732720258412973852|4710765210229541189|58516.58155796514|2021-04-29 22:02:03.894
4705417185672039100|4622945017495815822|40546926.09829096|2021-05-01 02:47:08.88
132293239054009340|131730289100587620|12584291.429354975|2021-05-02 06:57:01.053
18014398509483274|79938893385827118|13164611.288744032|2021-05-03 19:07:34.995
4747075482225216327|4695565561487165165|41698068.01602288|2021-05-04 03:28:16.677
4736097958133501571|4734972058226657526|64212284.003304124|2021-05-05 21:34:03.772
47569271064101869|132856189007430241|7551074.536746589|2021-05-06 16:30:02.756
81909218222802355|72057594037928856|456984.2433436903|2021-05-07 05:22:12.743
78812993478984025|106960491150049485|2747861.6136678113|2021-05-07 16:14:34.655
4675299363163997546|4675299363163997016|2042478.0980790062|2021-05-07 20:34:47.012
41939771529889438|109775240917156910|113860.74181490888|2021-05-10 08:05:48.966
4719490934507573412|4727090758878759470|411392.33495675895|2021-05-10 10:35:26.704
4732157308459550320|4733283208366392279|152379.4359630477|2021-05-10 11:02:43.696
55169095435289956|74872343805035355|15609136.705371244|2021-05-11 02:58:24.772
4670232813583206231|4729061083715732602|63043908.608424746|2021-05-11 17:09:50.034
4711609635159671780|4741445982691000944|432416.4433484885|2021-05-12 19:48:09.277
122441614869137198|116249165381502101|3452007.2650888287|2021-05-12 22:47:21.212
4742290407621134688|4706543085578880444|75726.36056401202|2021-05-13 05:51:37.403
4658410864561360845|4748482857108769193|722095.1532478482|2021-05-13 06:40:36.571
4700632111067959623|4668543963722943110|296003.52907452406|2021-05-13 17:51:32.827
123004564822558477|58265320179106939|57758820.48356806|2021-05-14 05:13:25.939
4701476535998087175|4750453181945741316|413963.7922788325|2021-05-15 22:45:03.622
81064793292670219|115404740451369772|5114754.362332393|2021-05-15 23:43:39.579
113997365567817140|72057594037928856|19134500.961810824|2021-05-16 17:08:48.206
59391220085948890|129478489286902061|1165933.2573453616|2021-05-17 12:36:25.109
4739757132830739841|4630826316843714633|7604039.470499721|2021-05-18 03:39:08.666
81346268269380873|58546795155817257|12871.36076155278|2021-05-18 09:53:08.503
4689373111999531097|4687684262139266319|1242988.1935831527|2021-05-18 22:47:15.337
4735535008180080359|4705980135625460005|7608557.084579756|2021-05-19 03:04:03.782
4729342558692443197|4689373111999529627|3822346.8028024747|2021-05-20 11:19:04.594
4658692339538069980|4633078116657399306|33939420.36914216|2021-05-21 20:39:10.394
125537839612954674|64176294690030897|7633509.839754298|2021-05-22 01:52:29.457
4724557484088364778|4698380311254272296|17348802.01138413|2021-05-23 11:02:44.623
4693032286696770089|4751297606875874885|25930360.012548342|2021-05-24 15:31:59.788
41376821576467896|78812993478984604|19326122.45261299|2021-05-27 03:42:41.293
4741445982691003046|4659255289491490439|67434404.55777995|2021-05-27 22:17:09.732
78812993478984025|106960491150049485|41543567.73266524|2021-05-28 05:06:02.866
95420017104913942|130604389193745373|2113629.183802139|2021-05-28 18:14:38.495
119626865102030063|137359788634800920|706759.2189201671|2021-06-01 15:15:33.119
4732720258412970958|4755238256549823072|3055254.8116569724|2021-06-01 20:53:19.561
4700632111067959623|4710202260276120197|251816.98879995596|2021-06-03 11:11:36.908
4668262488746232032|4641803840935429482|11934447.984671967|2021-06-03 17:39:22.907
95982967058333976|140174538401906852|343806.83201808203|2021-06-03 23:24:53.253
4717802084647307394|4637300241308058919|7695723.646814834|2021-06-04 06:18:22.945
90634942500831977|91479367430963656|5772639.84923164|2021-06-05 13:07:21.21
77405618595431664|137359788634800920|8646140.188364962|2021-06-05 18:57:04.202
4728779608739023203|4758334481293641155|61920384.37550143|2021-06-06 12:00:02.78
4733846158319815025|4704291285765195211|154219.60844845453|2021-06-06 14:19:06.343
4639552041121746027|4692750811720058792|6459925.654206934|2021-06-07 08:01:38.533
4711609635159671780|4741445982691000944|38112028.550955914|2021-06-07 12:23:17.835
4732720258412970354|4712735535066513677|11437924.266580053|2021-06-07 21:39:17.998
4664321839072281832|4654188739910697745|279054.8501162029|2021-06-11 23:11:25.513
130604389193744689|140737488355328180|95962.17608149578|2021-06-12 03:36:44.811
141863388262170658|143552238122434576|2616278.6337217847|2021-06-12 07:44:49.433
41376821576467896|144678138029278107|23245094.42841292|2021-06-12 18:51:14.519
4749327282038899030|4721461259344543994|379065.7097676481|2021-06-14 00:42:11.336
4727090758878756956|4758334481293639762|4106413.2303395974|2021-06-14 16:51:54.792
139048638495066056|139611588448486635|2413830.575865501|2021-06-16 01:44:27.384
4719490934507573412|4727090758878759470|568571.8121868065|2021-06-17 05:23:59.363
146929937842962658|90634942500831358|5366960.586024617|2021-06-17 15:37:32.213
112871465660974827|76279718688588908|876953.9126476052|2021-06-19 02:32:11.845
4709076360369276796|4732720258412971142|53864811.7805485|2021-06-20 14:30:01.856
4740038607807451457|4672766088373602946|8397623.597348807|2021-06-21 06:01:30.804
4751579081852587246|4685150987348871152|7711433.983268979|2021-06-21 12:52:12.101
4660944139351756664|4634485491540953465|5437718.769350438|2021-06-21 15:35:56.861
72057594037930072|141581913285461330|3952076.317576262|2021-06-22 16:03:16.081
4760023331153903825|4752704981759426721|2120769.0694008237|2021-06-23 07:20:46.361
59391220085948890|129478489286902061|2156796.6715695458|2021-06-23 08:28:19.824
141863388262171273|116812115334922646|3130315.2299834327|2021-06-24 04:07:13.565
4700632111067959623|4710202260276120197|6769306.397644244|2021-06-26 04:17:41.068
130604389193744689|140737488355328180|6220040.415889635|2021-06-27 04:42:59.4
4728779608739023203|4758615956270351810|54243.503485945075|2021-06-27 07:03:44.303
4729624033669154372|4684306562418738117|1839381.5993282872|2021-06-28 20:47:09.649
4756364156456668070|4747638432178636599|2947566.604770968|2021-06-28 21:00:50.463
4719490934507573412|4727090758878759470|70203.96050045428|2021-06-29 23:17:25.402
146085512912831967|151996487423755182|1884751.2929248551|2021-06-30 07:58:22.807
4735535008180077983|4755238256549823354|821185.6733591687|2021-07-01 02:05:46.932
84723967989909048|128915539333481454|4451698.556362858|2021-07-01 17:29:20.889
125537839612953729|66991044457136837|1937648.6648481537|2021-07-02 00:51:43.663
98797716825442190|27584547717645517|4744765.269489335|2021-07-03 00:50:01.992
57983845202395252|90353467524120648|53389.964414342445|2021-07-03 17:14:55.794
59672695062661119|43347146413442318|411207.23121156654|2021-07-04 21:14:20.825
4691061961859794334|4721461259344544632|2302314.7734190496|2021-07-05 14:32:26.521
4765652830688120027|4673047563350312935|11434534.10713555|2021-07-06 16:17:22.806
4704572760741904411|4721179784367833109|1905438.4570069108|2021-07-07 13:20:17.254
4667699538792808461|4753267931712847888|36124560.20062745|2021-07-08 11:06:28.235
4694439661580323001|4664884789025703244|25105665.470976867|2021-07-08 11:07:29.382
4732720258412971250|4714142909950067477|4831923.252449201|2021-07-08 11:20:48.907
4711046685206250526|4735253533203366537|43066526.67258545|2021-07-08 12:01:08.521
114560315521237084|82190693199511616|2695770.121064431|2021-07-08 12:05:40.851
4754393831619693725|4763682505851144143|1006686.7677858231|2021-07-08 20:40:29.916
4711609635159671780|4741445982691000944|37708153.55054788|2021-07-10 18:05:35.941
131167339147166816|120189815055450796|5424478.608245626|2021-07-11 00:06:12.192
49821070877787574|72057594037928856|11991354.127182877|2021-07-11 09:49:34.29
78812993478984025|106960491150049485|817878.6400067699|2021-07-11 11:47:35.097
91760842407674076|114841790497947769|11521630.990883816|2021-07-12 02:30:05.957
4732720258412970354|4712735535066513677|7395329.926106065|2021-07-12 18:57:06.598
4683743612465316220|4640396466051875090|10765694.209153848|2021-07-13 19:17:07.276
150026162586781259|147492887796384762|10370982.372411048|2021-07-14 10:45:16.645
4733846158319815025|4704291285765195211|3717728.191914357|2021-07-14 12:31:50.312
4731594358506129324|4718083559624017066|670307.1175033184|2021-07-15 06:01:02.424
81064793292670219|130885864170455851|25707118.163825262|2021-07-15 12:14:03.229
4741445982691003851|4651373990143592574|19656451.887613|2021-07-15 23:46:44.614
4682336237581762658|4724557484088361048|501410.9830789795|2021-07-16 03:09:16.029
59672695062661119|52354345668183309|2682779.248201316|2021-07-17 16:56:23.282
123567514775979148|102738366499390154|57347524.93070898|2021-07-18 11:00:30.32
69242844270821756|151996487423754476|14598762.909376672|2021-07-19 00:06:49.276
4654470214887407663|4758897431247061033|1899784.173353529|2021-07-19 06:55:30.957
4648277765399777591|4761712181014170236|403718.9983038132|2021-07-20 19:53:25.491
4657847914607936862|4737223858040341334|1818104.290334194|2021-07-22 03:10:48.348
121597189939004422|158751886864810606|14856746.86511298|2021-07-22 04:46:29.465
4763119555897720878|4754393831619690533|22043513.9521393|2021-07-22 04:58:01.414
4729342558692443197|4689373111999529627|5929376.80210925|2021-07-22 06:07:18.808
96264442035045635|152840912353887011|1367353.3133802246|2021-07-23 04:04:32.655
4770719380268912167|4718083559624018103|47669667.63444435|2021-07-24 08:47:51.68
4766778730594963744|4720053884460993137|126368.67735424582|2021-07-24 22:30:53.232
4711046685206250526|4735253533203366537|1919082.135058096|2021-07-24 23:29:50.946
4761712181014171616|4730468458599287222|14883434.31203213|2021-07-25 07:46:55.024
113997365567817140|154248287237440407|13164864.608865608|2021-07-25 13:49:55.096
131167339147166816|49821070877786797|45463437.62075644|2021-07-25 15:07:15.024
95420017104913827|103019841476100993|1305187.7827494852|2021-07-25 22:13:55.008
4751860556829298622|4719772409484282271|5396072.349747338|2021-07-26 09:14:33.622
123004564822558477|103301316452811898|8730098.94500022|2021-07-26 20:59:43.061
4715268809856913060|4703728335811774726|9282056.96799181|2021-07-27 05:46:44.847
4745386632364953362|4751579081852586300|72332.33434007654|2021-07-28 17:44:28.724
69805794224243807|120189815055450796|90316875.72830641|2021-07-29 02:33:57.443
4750453181945745384|4772126755152464314|808286.1556658248|2021-07-29 04:44:33.475
4744260732458107357|4747919907155345732|34156316.76296124|2021-07-30 00:25:19.5
150026162586781259|147492887796384762|172638.75250023897|2021-07-30 22:18:40.246
4768467580455226648|4733564683343104007|1327205.6862271563|2021-08-01 03:33:10.894
146085512912831294|139330113471775234|10554073.427527536|2021-08-02 02:54:41.322
4744542207434820219|4726246333948626539|20313.513946090785|2021-08-02 10:30:43.291
4763963980827855400|4751297606875874885|13019599.399517687|2021-08-03 16:16:34.218
4763119555897725057|4721179784367835674|8332258.927311919|2021-08-03 17:19:02.322
61924494876345554|111745565754131204|4061699.132885366|2021-08-03 22:12:09.452
4758897431247062869|4730186983622575224|18651669.57888587|2021-08-04 04:47:58.899
156500087051125487|115967690404790734|169687.324775271|2021-08-05 04:08:36.069
53198770598314278|61080069946212526|18486286.54783439|2021-08-05 04:49:55.806
4673047563350315297|4720053884460993137|10669.777990718361|2021-08-05 16:01:06.174
4741727457667712795|4710483735252829272|535147.8553810507|2021-08-05 22:11:44.877
138485688541643248|108930815987024185|6753808.903179248|2021-08-06 05:47:27.017
4763119555897725057|4721179784367835674|12548938.042356592|2021-08-06 22:20:32.65
4644618590702537274|4655596114794251858|24290477.785287533|2021-08-07 03:05:13.738
4719490934507571568|4704291285765195211|5773562.2937649125|2021-08-07 04:01:53.588
4751579081852586260|4683462137488606604|3405975.9210804645|2021-08-07 06:36:47.221
4775785929849702101|4754956781573112870|14883185.370195273|2021-08-07 07:39:35.554
4711609635159671780|4741445982691000944|281553.3650700875|2021-08-07 16:13:26.015
123567514775979148|96827391988466379|17722246.274270948|2021-08-07 19:39:57.41
23925373020407211|77687093572141964|4002354.6878858227|2021-08-08 18:21:53.946
15481123719087265|162411061562049246|34066244.16139143|2021-08-08 18:50:38.972
4769030530408645194|4758897431247061382|5541182.7734731585|2021-08-09 06:59:59.011
4669106913676364819|4686558362232424315|10413153.208368352|2021-08-09 21:19:11.754
4750453181945744393|4712735535066515321|1338223.3378879346|2021-08-10 04:29:11.512
151433537470333234|132856189007429815|1815798.185858648|2021-08-10 06:10:58.212
4741727457667713214|4771563805199041875|6653098.873429847|2021-08-10 19:22:38.862
138767163518355507|147774362773095731|23958745.569845695|2021-08-11 14:56:39.054
139611588448485408|143552238122434576|2842641.3974228255|2021-08-11 18:24:27.529
58828270132528876|115123265474659437|1687664.4906300574|2021-08-12 10:18:27.9
62205969853057066|117375065288344874|7134453.483867413|2021-08-12 20:29:47.924
90634942500831977|91479367430963656|4343557.1591654|2021-08-13 04:49:40.796
4759460381200484054|4754956781573112870|26162423.356542666|2021-08-13 09:06:11.16
4731031408552706699|4710765210229539235|4800258.55185255|2021-08-13 10:50:36.665
134545038867694788|67272519433847543|15379873.973450685|2021-08-13 18:05:21.241
4772126755152463565|4746794007248503835|11011233.01599367|2021-08-13 18:59:51.521
4724557484088364778|4698380311254272296|1138634.7474308002|2021-08-13 19:27:17.352
4709357835345989208|4756364156456667351|10933505.53294747|2021-08-13 22:38:26.194
122441614869137198|116249165381502101|15361433.260131173|2021-08-14 02:25:51.334
4752423506782716410|4772689705105883476|239260.2409224118|2021-08-14 14:26:41.153
4773534130036018778|4721461259344546011|543260.5957439691|2021-08-15 09:20:36.069
52072870691471493|152559437377175632|9181609.352311822|2021-08-15 19:27:03.623
4700632111067959623|4710202260276120197|7344536.097836867|2021-08-16 02:07:29.571
4700632111067959623|4668543963722943110|2352907.572282198|2021-08-16 09:15:46.846
4777756254686677414|4770156430315488747|364571.34852078254|2021-08-16 16:06:09.576
4770437905292199138|4773252655059305226|6113048.127962985|2021-08-17 18:40:09.365
4774097079989438027|4756082681479955399|10142197.336034033|2021-08-17 19:12:03.522
4749327282038903055|4760867756084038252|2965980.96425282|2021-08-18 13:13:34.259
4763119555897721713|4730186983622574618|42558333.05406539|2021-08-18 19:30:00.017
166914661189421071|118782440171898130|31740125.979443315|2021-08-19 01:08:35.519
4772126755152462474|4777193304733254049|11168624.333316062|2021-08-19 01:59:03.563
4762838080921011047|4666010688932545042|8044122.496408887|2021-08-19 04:15:05.593
4693032286696770089|4751297606875874885|24496539.415485002|2021-08-19 12:29:59.433
4765652830688119932|4741727457667712950|2165639.2594076004|2021-08-20 13:30:04.935
164381386399024439|119345390125318983|186520.1460255099|2021-08-20 15:41:36.552
4746794007248506243|4753830881666271308|22501367.50832845|2021-08-20 20:24:56.327
126663739519795912|157907461934678459|3868706.1222953633|2021-08-21 11:11:17.226
4719490934507571729|4701476535998088758|10980688.856071455|2021-08-21 13:32:10.834
4742290407621135217|4744823682411530005|10433803.778848095|2021-08-21 22:36:27.446
128915539333482043|82190693199512562|54353894.703643076|2021-08-22 01:14:48.854
4735535008180077983|4755238256549823354|5509434.301595149|2021-08-22 06:58:21.89
4733283208366393053|4714142909950067754|11620307.267822005|2021-08-22 10:50:52.249
4767623155525093005|4673329038327022584|17326073.205611702|2021-08-22 17:18:34.456
4740320082784160383|4753830881666270829|1931304.2333226213|2021-08-22 17:41:59.452
4732720258412972639|4716957659717174881|2853118.293689749|2021-08-22 19:05:43.434
4760304806130615631|4756927106410087251|22931191.828260418|2021-08-22 20:12:46.892
15481123719087265|162411061562049246|37668269.13300891|2021-08-23 09:10:56.781
4761712181014170277|4683180662511896197|10322684.741021434|2021-08-24 04:09:37.894
4717239134693885142|4738068282970473216|25427415.919644803|2021-08-24 12:28:31.517
4685995412279001137|4758897431247061033|7989587.518730807|2021-08-24 18:03:43.724
4775504454872991136|4737786807993762683|14508032.855777368|2021-08-24 21:16:23.154
69805794224243807|120189815055450796|6913403.99823588|2021-08-24 21:30:45.701
159877786771652857|116530640358211722|21524497.95661634|2021-08-25 03:44:16.816
4773815605012727312|4756645631433376688|3490548.3345783516|2021-08-25 05:03:12.49
4711609635159671780|4656159064747672175|3618217.2909700694|2021-08-25 17:14:12.792
4720053884460992749|4754393831619691890|288125.0023297385|2021-08-25 19:31:23.327
4735535008180077983|4721461259344544632|2630987.7624717546|2021-08-25 23:11:29.995
94294117198071517|51791395714761829|1272674.3846268556|2021-08-26 00:22:07.187
4781415429383916181|4751016131899164285|38265828.38332862|2021-08-26 21:15:08.366
63613344736608623|83879543059775712|1351397.6707826955|2021-08-26 23:30:52.066
4767623155525093005|4673329038327022584|230559.84561182445|2021-08-27 07:43:42.969
142707813192302736|150589112540201044|2968609.4366042265|2021-08-28 10:03:09.594
54606145481867469|147211412819673200|5049850.855227284|2021-08-28 10:36:55.987
4758897431247062869|4702602435904930934|17164554.537897374|2021-08-28 20:45:23.143
4765089880734697099|4733846158319813619|5352297.245782276|2021-08-28 22:10:32.848
4773534130036018778|4721461259344546011|386893.1459112712|2021-08-28 22:29:59.704
52072870691471493|152559437377175632|19083968.419575084|2021-08-29 05:15:03.926
4772971180082597668|4679802962791369032|58053.315093147256|2021-08-30 05:41:53.403
169447935979816731|138767163518354567|2811844.977168493|2021-08-30 06:09:46.908
138767163518355507|147774362773095731|20865752.962498903|2021-08-30 18:59:00.128
4735253533203367006|4751016131899163317|34456819.29205367|2021-08-30 22:23:27.887
120752765008872224|156781562027835893|58521453.07199572|2021-08-31 22:50:26.542
18014398509483274|115404740451369772|10362392.128533283|2021-09-01 04:20:03.568
4773534130036018778|4728216658785601756|6682495.49373055|2021-09-01 17:51:39.487
154529762214151892|139893063425197149|353873.7240052085|2021-09-01 21:33:51.122
4745105157388240759|4744823682411529349|5432354.936426134|2021-09-02 13:39:31.662
4779445104546942487|4773815605012727978|7923407.230911316|2021-09-02 16:51:47.395
58828270132528876|141300438308750446|11812451.36324081|2021-09-02 17:20:04.477
170292360909948320|171418260816790398|1709570.6983519613|2021-09-02 20:11:17.137
4682336237581764019|4653625789957276548|4107898.438500691|2021-09-04 19:26:53.706
4741445982691003566|4764808405757986778|26539713.820031967|2021-09-05 02:21:27.632
4657847914607936862|4737223858040341334|553545.4642666837|2021-09-05 09:46:17.238
4735535008180077983|4721461259344544632|3367530.650653543|2021-09-05 11:18:18.291
114560315521237084|36310271995674689|5738033.208035145|2021-09-05 13:30:09.537
77405618595431664|110901140823999257|29541126.07699813|2021-09-06 07:49:02.598
4767060205571672072|4778319204640097507|9962073.200841364|2021-09-06 09:17:57.414
4772126755152462474|4769874955338776994|474597.9055924247|2021-09-06 12:12:05.696
4766778730594960777|4727090758878757734|65142085.746715404|2021-09-07 01:16:11.686
130041439240324778|92323792361096250|2679278.859552418|2021-09-07 22:06:03.093
4746794007248506426|4704854235718617284|5522966.104957145|2021-09-08 02:31:39.169
4648277765399777591|4775504454872992381|62057875.04341179|2021-09-08 07:59:54.428
4781978379337337256|4736379433110210030|55532.592422882524|2021-09-08 13:28:19.46
4757771531340220371|4778319204640097473|1492812.4384638392|2021-09-08 18:59:56.947
172825635700344226|103019841476100993|34295255.62744366|2021-09-09 11:18:47.888
4760304806130615631|4756927106410087251|9778163.781644499|2021-09-09 18:08:17.31
4771563805199041271|4688810162046108108|1462323.5843552272|2021-09-10 14:50:20.312
4692469336743350007|4723150109204810034|42192026.582757786|2021-09-10 20:20:47.35
4739757132830739841|4732157308459550791|1431196.7257090448|2021-09-10 21:25:34.961
139330113471775047|159033361841520830|2830086.4955183356|2021-09-11 11:34:08.516
101893941569257739|142144863238881438|38529864.290014185|2021-09-12 02:54:52.473
112027040730841470|130604389193744622|49945.825758741514|2021-09-12 03:14:21.704
4761712181014171616|4730468458599287222|31282387.509915214|2021-09-12 04:49:37.197
4765652830688120027|4673047563350312935|2429862.769297567|2021-09-12 11:26:32.288
4635611391447795535|4679802962791367796|14841023.57501095|2021-09-12 19:06:51.07
4656159064747673894|4752986456736138653|405626.2682636007|2021-09-13 04:51:51.301
4744542207434820219|4726246333948626539|25073.248797460583|2021-09-13 08:37:35.655
169729410956525649|174514485560606776|6488135.731802331|2021-09-13 14:49:14.845
162974011515471415|55450570412000236|15558001.698235998|2021-09-13 21:41:02.579
4738912707900606664|4758053006316930395|4891787.383256011|2021-09-14 17:39:57.734
166351711235999286|55450570412000236|43793714.05422403|2021-09-15 08:22:45.156
156500087051125206|79375943432405289|24064732.52321467|2021-09-15 08:38:30.295
4686839837209133994|4778600679616807496|26957838.546146657|2021-09-15 15:14:15.654
4765652830688119932|4713017010043226039|5369986.215931501|2021-09-15 20:23:00.997
4778600679616808728|4759178906223772758|312322.93348723894|2021-09-16 00:04:55.239
89227567617279710|138485688541643880|2835218.980025426|2021-09-16 08:50:32.26
4758897431247062869|4702602435904930934|7795155.029899504|2021-09-16 15:48:32.609
69805794224243807|120189815055450796|16832843.550421525|2021-09-16 17:58:45.049
15481123719087265|162411061562049246|1158909.9811614978|2021-09-17 00:24:35.378
4766497255618250626|4734690583249945737|10357.794013231949|2021-09-17 11:50:08.864
4697254411347427629|4693313761673478373|2465981.623421216|2021-09-17 14:30:44.364
4773534130036018778|4721461259344546011|404019.95186822145|2021-09-17 21:15:37.614
4778319204640098146|4755801206503244926|13050633.888453344|2021-09-18 03:05:55.662
4749327282038903055|4760867756084038252|23271095.747958038|2021-09-18 05:56:39.045
4758615956270352531|4698943261207692603|42331377.40630512|2021-09-18 14:17:02.776
4765934305664827429|4760023331153903643|57645964.36758048|2021-09-18 17:09:18.069
4670232813583206231|4729061083715732602|37330903.277793564|2021-09-18 17:13:41.641
4756364156456668070|4747638432178636599|206354.0229956579|2021-09-18 17:45:45.343
4710202260276117512|4750453181945741316|29803697.07400363|2021-09-18 20:03:36.187
4744823682411531139|4744260732458108707|1419148.3873428789|2021-09-19 04:50:50.699
147492887796384719|151433537470333512|4020909.819648651|2021-09-19 12:24:33.321
4778037729663388252|4761430706037458528|5327540.383245339|2021-09-20 10:09:24.266
4772689705105885717|4759741856177194556|27640796.80154236|2021-09-20 14:00:51.022
164381386399023898|81064793292669426|8920105.632315308|2021-09-21 16:24:25.33
101893941569257739|142144863238881438|16908089.707048494|2021-09-21 18:29:44.504
4704572760741904411|4721179784367833109|402653.72826438094|2021-09-21 23:23:39.317
23925373020407211|116812115334923145|18570.728582116193|2021-09-22 06:13:49.361
4774097079989437541|4739194182877315770|13705639.093790028|2021-09-23 00:23:11.617
155655662120993160|127508164449927417|1400885.3730782876|2021-09-24 00:38:42.082
4770437905292198007|4734690583249944680|4807808.164819783|2021-09-24 00:54:23.055
168040561096262465|132574714030719495|28216933.131371852|2021-09-24 11:36:24.888
