fromId|toId|createTime
8796093023019|1602|2021-06-12 17:24:53.188
755|2199023257165|2021-06-15 06:04:56.117
8796093022559|6597069767482|2021-06-17 05:45:02.495
2199023255599|13194139533947|2021-06-19 03:38:17.178
4398046511588|1818|2021-06-19 18:08:32.409
13194139534331|13194139533468|2021-06-19 23:06:01.628
10995116278795|10995116279118|2021-06-20 14:15:05.204
13194139534346|4398046511519|2021-06-21 15:44:45.193
13194139534835|6597069766957|2021-06-29 07:56:44.058
8796093023672|15393162788890|2021-07-01 00:27:10.556
13194139534143|13194139534938|2021-07-02 01:59:44.35
6597069768429|15393162790591|2021-07-02 03:58:16.24
4398046511111|8796093023261|2021-07-03 17:09:35.045
8796093022896|10995116278188|2021-07-05 08:28:00.39
2199023255560|13194139535073|2021-07-07 17:48:11.228
2199023255900|6597069768441|2021-07-09 10:38:20.192
2199023255836|10995116279713|2021-07-12 08:42:10.899
2199023256468|4398046511412|2021-07-16 17:48:48.971
6597069766775|15393162790087|2021-07-26 23:31:42.607
10995116277974|2199023257468|2021-07-27 01:24:09.017
13194139535202|13194139533398|2021-07-28 09:24:43.269
15393162789802|8796093023462|2021-07-30 19:44:47.943
10995116279091|32|2021-07-30 21:48:06.135
4398046511760|4398046511733|2021-08-01 12:31:25.903
2199023256252|8796093022359|2021-08-02 07:21:06.722
15393162789579|13194139533470|2021-08-09 11:48:45.29
10995116278112|2199023256495|2021-08-10 21:34:48.182
6597069767294|13194139534673|2021-08-13 12:10:10.282
15393162790704|6597069767580|2021-08-23 22:53:01.51
10995116279326|2199023255790|2021-08-26 09:45:04.49
4398046512292|13194139534578|2021-08-28 13:41:31.418
1388|2199023256209|2021-09-04 17:14:51.374
13194139535221|6597069767942|2021-09-05 17:00:06.058
10995116279590|32|2021-09-06 15:33:06.3
2199023255836|1602|2021-09-06 18:06:47.592
15393162789706|13194139535301|2021-09-10 03:38:49.653
1049|15393162789657|2021-09-13 19:59:08.277
8796093024078|6597069767933|2021-09-18 14:30:30.719
8796093023019|1407|2021-09-21 03:52:13.232
13194139533649|1352|2021-09-21 13:42:56.102
13194139534769|6597069768292|2021-09-24 18:55:11.995
8796093024164|1258|2021-09-26 13:01:19.148
4398046511663|6597069768178|2021-09-27 06:37:01.094
15393162790303|2199023256731|2021-09-29 09:46:48.081
4398046512292|8796093022752|2021-09-30 00:39:32.846
8796093023460|8796093023017|2021-09-30 05:32:03.236
8796093023088|13194139534054|2021-09-30 21:56:16.343
13194139534817|2199023256552|2021-10-03 08:48:40.039
8796093023483|2199023256258|2021-10-04 02:48:25.109
15393162789080|2199023257093|2021-10-05 13:12:28.123
6597069767512|15393162789417|2021-10-06 08:05:03.92
1444|6597069768317|2021-10-07 23:13:30.607
15393162789064|15393162789617|2021-10-08 08:23:29.384
6597069768102|6597069767815|2021-10-11 23:47:18.235
4398046512176|15393162790400|2021-10-12 08:46:10.991
15393162789892|13194139534405|2021-10-13 16:15:33.201
10995116278947|17592186046040|2021-10-17 04:26:48.432
10995116277854|580|2021-10-19 04:17:11.31
13194139535256|13194139534606|2021-10-19 18:36:33.968
1049|4398046512075|2021-10-20 14:33:12.492
15393162790456|10995116277957|2021-10-21 17:12:56.91
4398046512075|17592186045180|2021-10-21 18:22:00.406
17592186044959|13194139534835|2021-10-23 00:25:08.87
4398046511258|17592186045069|2021-10-23 03:35:46.292
10995116277850|13194139533863|2021-10-25 03:23:36.887
467|8796093022559|2021-10-26 13:51:27.758
6597069767243|13194139533350|2021-10-26 15:32:52.084
4398046511409|8796093023270|2021-10-26 22:38:53.548
17592186045137|6597069767234|2021-10-28 23:55:23.022
15393162789144|15393162790179|2021-10-29 13:07:45.753
2199023256025|15393162789767|2021-10-29 20:09:07.51
17592186044464|13194139533687|2021-10-30 14:17:13.912
236|4398046511749|2021-10-30 17:34:52.228
17592186044441|10995116279707|2021-10-30 20:09:07.2
6597069768550|4398046511672|2021-11-01 18:41:23.669
15393162790269|10995116278362|2021-11-02 23:15:00.128
15393162790418|10995116279324|2021-11-03 01:04:52.176
10995116279326|15393162790752|2021-11-03 07:47:36.942
2199023255700|15393162789183|2021-11-04 09:54:02.413
2199023256733|10995116279326|2021-11-05 01:16:59.214
8796093023003|640|2021-11-05 11:56:59.558
1400|13194139534376|2021-11-05 14:33:58.815
44|17592186046354|2021-11-06 00:22:30.896
10995116279253|10995116278741|2021-11-07 17:11:45.547
10995116278255|8796093024037|2021-11-09 10:14:04.141
10995116278938|15393162790053|2021-11-10 13:11:30.753
15393162789183|17592186045876|2021-11-12 00:38:52.806
15393162789703|8796093023437|2021-11-12 22:03:11.574
10995116279101|17592186045586|2021-11-13 09:57:39.509
10995116278947|10995116278131|2021-11-18 18:37:27.906
4398046512418|15393162790591|2021-11-19 17:09:48.639
8796093023564|6597069766687|2021-11-20 00:24:43.325
10995116278271|15393162790400|2021-11-20 21:47:36.708
4398046511316|17592186045087|2021-11-23 23:59:18.648
6597069766773|13194139533553|2021-11-24 07:26:22.097
10995116278825|15393162789327|2021-11-26 01:26:49.083
15393162789617|17592186045746|2021-11-26 14:52:26.844
13194139534569|6597069767513|2021-11-27 18:56:36.359
8796093024027|13194139534942|2021-11-27 23:05:52.387
8796093023350|1552|2021-11-28 01:43:36.56
2199023256536|6597069768112|2021-11-28 14:19:15.474
2199023256956|2199023255808|2021-11-30 20:27:54.328
19791209301564|6597069768244|2021-12-01 20:43:15.12
6597069767959|17592186046354|2021-12-03 04:07:01.321
4398046512866|17592186045746|2021-12-03 12:08:36.35
2199023255803|17592186046357|2021-12-03 22:23:51.7
2199023255607|17592186044478|2021-12-04 02:41:47.761
1614|8796093023483|2021-12-05 18:48:47.8
15393162790398|17592186044488|2021-12-08 15:17:42.451
13194139534578|13194139534021|2021-12-09 10:39:42.222
13194139535121|4398046512604|2021-12-10 07:40:11.141
15393162790436|2199023255998|2021-12-10 15:17:05.102
13194139534780|2199023257397|2021-12-11 12:51:09.505
13194139534938|13194139534789|2021-12-12 03:34:39.769
10995116279620|8796093023418|2021-12-21 05:48:12.868
13194139535256|17592186046275|2021-12-23 00:41:54.93
8796093022702|4398046511722|2021-12-24 14:51:46.472
1614|13194139534208|2021-12-26 10:42:29.307
8796093023088|17592186045853|2021-12-26 12:18:24.73
15393162789311|17592186045180|2021-12-26 19:54:00.109
17592186045180|17592186046305|2021-12-29 22:48:18.216
15393162790553|8796093023712|2021-12-30 05:24:22.849
2199023256552|10995116277827|2021-12-30 22:26:39.033
10995116277957|10995116278188|2021-12-31 02:30:33.523
13194139534952|10995116279101|2022-01-01 06:25:56.016
13194139534578|13194139534789|2022-01-03 03:22:45.685
15393162790124|13194139533398|2022-01-04 00:23:10.935
2199023257546|10995116278112|2022-01-06 16:33:35.45
19791209301628|2199023256553|2022-01-06 21:04:11.416
2199023256185|15393162789392|2022-01-06 21:25:27.931
2199023256552|17592186045876|2022-01-09 07:40:17.948
17592186045014|17592186045996|2022-01-11 03:58:57.774
15393162790662|4398046511412|2022-01-12 01:30:44.207
8796093022820|10995116279109|2022-01-13 16:52:08.276
15393162789837|315|2022-01-14 02:32:23.255
6597069766687|19791209300660|2022-01-14 16:41:54.481
15393162790687|13194139533475|2022-01-14 22:34:58.285
8796093022214|15393162789311|2022-01-15 13:52:51.801
17592186046391|19791209301628|2022-01-16 06:24:45.977
15393162790138|19791209300374|2022-01-17 19:33:26.672
15393162790176|15393162790457|2022-01-17 21:34:30.445
15393162789154|6597069768438|2022-01-18 04:17:30.974
19791209300428|10995116278583|2022-01-18 17:34:49.458
19791209301566|8796093022710|2022-01-20 06:15:35.7
13194139534603|6597069766712|2022-01-21 02:20:38.169
1790|6597069766895|2022-01-23 10:38:29.971
15393162790810|6597069768459|2022-01-24 11:38:42.099
4398046511226|6597069768324|2022-01-27 11:55:08.921
8796093023703|8796093023331|2022-01-29 04:59:25.921
17592186044853|15393162789869|2022-01-31 17:17:56.626
2199023256765|10995116279667|2022-01-31 21:58:12.573
19791209300413|1685|2022-02-01 03:53:45.379
8796093024075|15393162790457|2022-02-01 20:07:00.067
6597069767393|4398046512607|2022-02-02 23:53:33.601
6597069767738|15393162789129|2022-02-05 00:25:17.579
10995116278547|13194139535090|2022-02-05 10:01:45.082
8796093023515|10995116278363|2022-02-08 04:42:09.669
13194139534414|363|2022-02-08 17:35:41.376
21990232556849|2199023256357|2022-02-12 19:41:31.174
10995116278763|13194139534145|2022-02-12 22:28:42.925
8796093024139|1969|2022-02-16 07:29:26.746
4398046512388|8796093022214|2022-02-16 10:22:50.658
15393162790326|13194139534752|2022-02-16 18:16:23.722
1637|1350|2022-02-18 09:59:10.819
15393162789837|15393162789802|2022-02-20 04:22:13.016
15393162789021|17592186045713|2022-02-23 05:16:35.198
4398046512800|8796093022734|2022-02-23 14:51:33.051
15393162789420|21990232555900|2022-02-23 15:53:06.965
13194139533370|13194139534958|2022-02-24 06:05:35.477
21990232555896|2199023256678|2022-02-25 08:41:12.74
8796093024151|13194139533389|2022-02-27 03:42:54.238
6597069767544|15393162789333|2022-02-27 06:31:26.436
19791209300551|8796093022585|2022-02-28 14:39:36.031
15393162789064|1049|2022-03-01 00:41:33.378
2199023256628|13194139533863|2022-03-01 11:09:50.445
10995116279287|19791209301765|2022-03-01 13:45:09.259
21990232556849|17592186045087|2022-03-01 14:54:40.301
8796093023624|13194139533690|2022-03-02 22:16:59.464
19791209300551|8796093023270|2022-03-04 02:18:23.156
10995116279689|4398046511950|2022-03-05 13:34:57.478
2199023255589|17592186046278|2022-03-08 22:52:40.308
2199023256266|13194139534553|2022-03-09 04:32:45.571
13194139533372|1207|2022-03-10 23:58:10.106
10995116278188|21990232556302|2022-03-11 10:03:02.889
4398046512159|13194139534468|2022-03-11 14:22:47.21
13194139534054|13194139533522|2022-03-11 17:50:19.129
8796093023672|13194139533768|2022-03-11 19:05:05.79
4398046512388|15393162790540|2022-03-12 07:17:28.054
8796093023250|19791209301346|2022-03-12 07:52:49.189
6597069766775|21990232555900|2022-03-12 08:42:22.827
15393162789805|1490|2022-03-13 10:29:53.265
4398046512385|1871|2022-03-14 05:48:11.138
10995116279304|19791209301528|2022-03-15 18:38:59.294
10995116278763|8796093023508|2022-03-16 01:06:01.229
743|4398046512170|2022-03-16 17:19:04.017
6597069767512|10995116279580|2022-03-18 18:46:35.245
19791209301269|6597069766941|2022-03-18 22:59:00.506
17592186044714|2199023257468|2022-03-19 02:22:20.669
2199023255851|19791209300330|2022-03-22 12:10:59.392
10995116279101|15393162790582|2022-03-23 03:53:18.567
15393162789703|6597069767360|2022-03-23 22:40:46.23
17592186045013|4398046511274|2022-03-24 08:51:28.893
4398046512671|19791209300226|2022-03-25 19:38:37.405
10995116277848|13194139534769|2022-03-25 23:23:25.506
8796093023330|21990232556503|2022-03-26 03:37:01.31
13194139533489|15393162789505|2022-03-28 12:08:36.716
4398046511878|19791209300914|2022-03-28 13:01:47.746
19791209301836|21990232557164|2022-03-31 02:25:24.183
1871|8796093022538|2022-04-02 01:08:26.966
13194139534129|19791209300726|2022-04-03 03:18:28.757
21990232556302|19791209300428|2022-04-04 10:30:33.562
1658|21990232557164|2022-04-05 02:54:41.858
17592186045368|21990232556265|2022-04-05 12:44:37.429
15393162789670|21990232557044|2022-04-06 23:26:08.132
1552|8796093022346|2022-04-08 06:11:02.378
13194139534220|4398046512455|2022-04-08 12:54:12.824
17592186045069|4398046512866|2022-04-08 22:44:45.098
21990232556712|1998|2022-04-09 09:46:40.903
17592186045024|21990232556018|2022-04-09 18:30:35.596
13194139534414|1008|2022-04-10 16:58:01.28
668|21990232557173|2022-04-11 00:08:10.129
2199023256553|21990232555853|2022-04-11 01:09:43.632
8796093022482|10995116279620|2022-04-12 15:31:03.889
10995116278719|21990232557363|2022-04-13 14:09:01.286
15393162790457|21990232556760|2022-04-13 21:06:01.175
10995116279700|1057|2022-04-15 05:28:02.681
4398046512385|15393162789225|2022-04-15 08:54:08.256
17592186045986|4398046512170|2022-04-16 04:59:15.055
8796093022896|13194139534480|2022-04-16 10:57:29.413
10995116279253|15393162790687|2022-04-19 15:03:51.958
17592186045024|17592186045285|2022-04-20 00:11:27.546
21990232556729|307|2022-04-20 13:44:11.301
21990232556360|15393162789436|2022-04-20 16:02:22.581
257|21990232556601|2022-04-21 01:20:13.092
8796093022693|17592186045586|2022-04-21 22:50:46.167
13194139533667|2199023256602|2022-04-24 04:28:33.307
17592186044455|125|2022-04-24 08:56:16.673
6597069767851|4398046511249|2022-04-24 09:32:44.84
17592186044714|6597069767229|2022-04-25 08:03:21.481
4398046511760|8796093022495|2022-04-25 15:09:27.858
4398046512075|21990232555744|2022-04-25 20:13:23.768
13194139535299|19791209300070|2022-04-26 07:47:20.496
21990232557462|19791209300657|2022-04-26 11:37:59.071
19791209300980|10995116279713|2022-04-26 18:51:44.23
2199023256536|13194139535106|2022-04-27 15:54:27.273
13194139534835|19791209301422|2022-04-28 16:50:54.839
17592186046167|15393162788925|2022-04-29 16:13:58.313
21990232555635|15393162790653|2022-04-30 17:05:17.073
4398046512838|21990232557050|2022-05-01 02:58:14.806
6597069768273|17592186044438|2022-05-01 03:24:33.638
8796093023450|13194139534696|2022-05-01 10:53:52.145
2199023256785|13194139533445|2022-05-01 18:31:35.714
24189255812690|8796093024083|2022-05-03 05:17:45.159
13194139533398|17592186044488|2022-05-03 10:08:16.36
21990232556590|15393162789118|2022-05-03 16:36:36.651
17592186046161|19791209301098|2022-05-03 19:04:39.535
2199023256119|15393162790162|2022-05-04 19:26:12.308
21990232555584|6597069767043|2022-05-05 07:01:10.181
17592186044583|4398046511829|2022-05-06 05:09:24.055
6597069767851|13194139534314|2022-05-07 19:04:10.797
6597069766679|19791209301288|2022-05-08 06:55:04.108
21990232557164|21990232557044|2022-05-08 18:19:50.126
642|17592186044478|2022-05-09 04:20:51.13
4398046512671|21990232557378|2022-05-09 08:16:54.69
15393162790582|8796093022698|2022-05-09 11:44:48.726
10995116279539|2199023256030|2022-05-09 16:46:06.414
15393162789617|8796093022225|2022-05-09 20:23:08.495
21990232556590|2199023256588|2022-05-10 14:01:16.323
2199023256252|10995116278421|2022-05-11 03:08:45.294
21990232557152|21990232556686|2022-05-11 11:14:55.97
2199023256808|21990232557378|2022-05-11 15:06:21.799
24189255812117|21990232556298|2022-05-12 01:52:06.723
13194139533481|21990232555541|2022-05-12 06:09:07.144
15393162789802|10995116279571|2022-05-12 12:22:02.986
2199023257037|8796093022388|2022-05-12 17:19:04.526
19791209300537|107|2022-05-12 21:03:39.143
15393162789155|10995116279229|2022-05-14 06:08:39.585
15393162789590|17592186045791|2022-05-14 21:29:50.521
13194139533686|6597069767591|2022-05-15 22:55:04.277
497|19791209301325|2022-05-17 15:27:25.328
2199023256964|13194139534603|2022-05-18 12:22:37.534
19791209300685|1389|2022-05-18 13:04:50.129
10995116278938|15393162789629|2022-05-18 23:32:40.732
1666|21990232555541|2022-05-19 09:17:27.142
19791209301658|21990232556456|2022-05-19 10:15:23.996
13194139534331|10995116278825|2022-05-19 11:35:51.054
2199023256468|2199023255585|2022-05-19 11:51:28.547
535|13194139534696|2022-05-20 05:49:46.492
13194139535072|21990232555725|2022-05-20 09:16:41.477
2199023256380|15393162789365|2022-05-20 14:51:43.718
1658|17592186044583|2022-05-21 08:53:05.376
15393162790004|4398046511588|2022-05-21 21:53:29.07
13194139533549|21990232556549|2022-05-22 12:39:29.671
2199023256395|8796093023727|2022-05-22 13:08:12.414
4398046511778|21990232555909|2022-05-22 21:09:40.492
107|21990232556787|2022-05-22 22:41:54.604
2199023257425|19791209300238|2022-05-23 12:52:45.705
24189255811683|6597069768132|2022-05-24 07:09:09.583
21990232556512|10995116278168|2022-05-24 23:46:58.101
19791209301151|21990232556020|2022-05-25 11:38:10.054
15393162790210|10995116279193|2022-05-26 21:44:45.821
19791209300858|21990232556190|2022-05-27 00:09:52.274
17592186046111|24189255811935|2022-05-28 04:19:12.257
19791209301772|8796093023044|2022-05-28 04:50:52.984
21990232556926|13194139534019|2022-05-28 14:38:56.627
15393162789118|21990232556549|2022-05-29 02:19:58.315
6597069767060|24189255812843|2022-05-30 16:03:07.94
19791209300572|4398046511258|2022-05-31 09:32:42.214
21990232555555|2199023255589|2022-06-01 10:36:04.633
19791209301628|10995116277915|2022-06-02 01:16:48.733
24189255812991|2199023256956|2022-06-02 02:39:14.806
2199023255808|8796093023999|2022-06-02 13:44:38.037
2199023255844|15393162790302|2022-06-02 19:41:59.882
632|2199023256248|2022-06-03 02:55:50.373
24189255812481|467|2022-06-03 04:45:09.924
10995116278547|4398046512588|2022-06-03 08:28:54.847
8796093022546|8796093023153|2022-06-03 14:32:04.333
15393162789392|4398046511731|2022-06-03 20:50:26.996
15393162789154|2199023257267|2022-06-04 03:31:37.733
13194139534599|19791209300981|2022-06-04 14:27:26.039
6597069768112|13194139533445|2022-06-05 07:42:16.017
2199023256733|8796093023187|2022-06-05 10:44:35.866
8796093024078|19791209300981|2022-06-05 13:03:25.858
19791209301941|21990232555685|2022-06-07 01:15:03.942
21990232555534|6597069768129|2022-06-07 01:41:31.3
4398046512838|17592186045817|2022-06-08 08:40:22.587
13194139534649|19791209300955|2022-06-08 09:30:01.211
8796093023317|6597069768535|2022-06-08 09:32:52.145
13194139534132|15393162789477|2022-06-08 20:34:46.098
24189255812470|8796093023330|2022-06-08 22:32:14.495
24189255812065|13194139534617|2022-06-10 22:33:47.399
19791209300238|13194139533901|2022-06-11 09:50:05.721
4398046511393|13194139535090|2022-06-11 13:33:35.203
17592186046413|4398046512188|2022-06-11 19:03:16.633
17592186046100|6597069768358|2022-06-12 09:47:31.662
8796093023437|2199023257238|2022-06-12 09:56:25.426
24189255811445|769|2022-06-12 10:01:11.721
10995116278769|2199023256733|2022-06-12 14:08:13.257
15393162790210|24189255811686|2022-06-13 02:33:40.674
15393162789021|15393162790552|2022-06-13 08:08:52.068
13194139533686|19791209300696|2022-06-14 04:54:58.989
24189255812481|4398046512455|2022-06-14 05:47:59.478
21990232555831|8796093024083|2022-06-14 22:08:23.656
882|6597069766712|2022-06-15 12:29:00.783
8796093023110|21990232556159|2022-06-16 17:30:32.749
19791209301037|4398046511816|2022-06-16 22:30:53.082
1692|21990232557363|2022-06-16 23:11:54.62
4398046511816|13194139534789|2022-06-17 05:14:43.851
19791209300020|10995116277834|2022-06-17 16:08:00.986
10995116278719|4398046511258|2022-06-17 18:32:00.868
24189255811464|2199023255844|2022-06-17 23:38:49.143
8796093023867|19791209300660|2022-06-18 00:07:01.868
10995116278290|15393162790591|2022-06-19 02:33:09.647
17592186045713|21990232555657|2022-06-21 08:51:43.114
17592186045231|957|2022-06-21 13:30:39.265
15393162789261|13194139534558|2022-06-22 07:30:41.905
19791209300163|17592186045178|2022-06-22 10:41:56.94
1969|21990232556686|2022-06-23 10:39:17.415
8796093022702|1711|2022-06-24 03:58:12.699
17592186045986|19791209300552|2022-06-26 05:52:08.738
6597069766721|17592186045204|2022-06-26 07:17:02.352
24189255811305|2199023255992|2022-06-26 10:48:02.175
17592186046305|1637|2022-06-26 12:15:14.621
10995116278255|24189255811232|2022-06-27 09:39:23.696
15393162789805|17592186045991|2022-06-27 15:26:07.443
15393162789298|2199023256552|2022-06-27 21:58:41.651
24189255812269|21990232556590|2022-06-28 08:51:54.045
24189255812687|13194139534621|2022-06-30 06:03:39.016
21990232556729|1008|2022-06-30 14:57:08.258
13194139533522|911|2022-06-30 23:31:12.368
24189255811977|6597069767873|2022-07-04 12:13:52.484
6597069767513|4398046512075|2022-07-04 12:57:37.152
15393162790687|19791209300727|2022-07-04 20:54:56.291
931|21990232557065|2022-07-07 11:10:17.324
15393162790810|13194139534331|2022-07-08 05:03:47.602
10995116277894|13194139535269|2022-07-08 09:18:52.284
8796093022416|17592186046278|2022-07-08 19:01:45.581
13194139533468|21990232556587|2022-07-08 23:54:03.189
26388279068224|26388279068076|2022-07-09 04:31:32.46
4398046511296|21990232556506|2022-07-09 18:01:14.161
4398046511208|26388279067844|2022-07-10 10:19:04.171
10995116277850|15393162789590|2022-07-10 17:02:10.174
21990232556250|24189255811695|2022-07-10 21:01:28.637
24189255811609|1818|2022-07-11 10:58:24.195
6597069767047|19791209301221|2022-07-11 17:41:57.865
6597069768388|15393162789794|2022-07-11 23:04:16.859
24189255812459|8796093023965|2022-07-12 03:17:00.82
6597069767823|19791209301738|2022-07-12 03:27:02.007
24189255812207|13194139533594|2022-07-12 19:12:36.637
10995116279229|24189255811907|2022-07-13 04:28:30.108
8796093023018|507|2022-07-13 21:14:13.963
1605|10995116278131|2022-07-14 17:18:36.159
6597069768312|15393162790810|2022-07-14 21:05:19.314
1663|21990232556712|2022-07-16 01:41:39.911
4398046511308|19791209300109|2022-07-16 18:49:09.588
19791209300495|24189255813046|2022-07-16 20:29:57.357
307|1589|2022-07-17 05:14:21.658
10995116278795|10995116279324|2022-07-17 14:26:29.096
17592186046171|19791209300537|2022-07-17 15:29:24.876
8796093022214|24189255811101|2022-07-18 02:14:34.747
2199023256309|10995116278582|2022-07-18 02:50:41.997
2199023256210|24189255811683|2022-07-19 10:26:39.94
21990232557511|6597069768102|2022-07-20 02:52:43.967
17592186044812|21990232557164|2022-07-20 03:17:45.548
6597069766803|19791209301533|2022-07-21 03:38:14.293
2199023255599|15393162789824|2022-07-21 21:07:29.092
24189255812629|4398046512866|2022-07-22 15:17:52.432
10995116278498|21990232556590|2022-07-23 08:03:49.432
24189255812169|10995116278846|2022-07-24 00:26:54.121
24189255812466|1352|2022-07-24 16:31:35.949
173|24189255812629|2022-07-25 10:14:28.781
21990232556626|849|2022-07-25 12:47:35.252
13194139533843|21990232556287|2022-07-25 16:59:32.243
17592186045231|13194139533676|2022-07-26 19:26:16.533
19791209300091|10995116279274|2022-07-27 07:55:18.715
1969|21990232556287|2022-07-27 07:55:43.741
17592186044998|19791209300630|2022-07-27 08:19:07.503
6597069767482|19791209300532|2022-07-27 09:30:41.958
8796093023337|17592186044516|2022-07-27 20:17:31.813
497|2199023256588|2022-07-28 04:21:59.758
2199023257546|26388279067916|2022-07-28 06:14:15.845
21990232556746|6597069766721|2022-07-29 01:22:48.332
13194139533860|6597069767524|2022-07-29 04:15:10.065
21990232556874|13194139535021|2022-07-29 23:58:59.265
8796093023515|15393162790458|2022-07-30 02:56:36.106
26388279066737|21990232557425|2022-07-31 00:36:17.993
13194139534649|26388279068601|2022-07-31 02:52:27.666
8796093022496|19791209300802|2022-08-01 02:16:43.875
931|307|2022-08-01 08:32:38.673
26388279066852|15393162789480|2022-08-02 01:04:43.86
13194139534789|535|2022-08-02 02:39:03.487
8796093022417|13194139534171|2022-08-03 03:40:39.417
19791209300432|19791209300109|2022-08-03 20:08:19.413
17592186046305|24189255812830|2022-08-04 11:08:03.571
10995116278112|13194139534331|2022-08-05 09:36:58.65
6597069768471|8796093023351|2022-08-05 10:07:52.881
17592186046161|10995116279094|2022-08-05 19:44:29.47
24189255811767|17592186045087|2022-08-05 22:24:10.805
6597069768459|21990232556874|2022-08-06 03:38:03.197
363|6597069767591|2022-08-07 03:59:22.511
19791209301776|1353|2022-08-07 08:16:20.818
15393162789511|15393162789670|2022-08-08 01:29:18.921
2199023257333|10995116279266|2022-08-08 03:05:30.23
17592186044694|4398046511976|2022-08-08 05:03:27.097
24189255811135|8796093023351|2022-08-08 06:37:10.883
15393162789670|8796093023404|2022-08-08 10:58:49.309
26388279068233|2199023256025|2022-08-08 23:48:40.002
6597069766895|8796093023483|2022-08-09 13:11:50.664
24189255811826|26388279066866|2022-08-09 16:06:24.37
6597069767485|26388279068591|2022-08-11 06:27:42.325
6597069767738|26388279068583|2022-08-11 07:32:50.72
6597069767553|24189255812995|2022-08-11 15:29:19.591
10995116279229|21990232556712|2022-08-11 17:06:46.816
21990232555887|8796093023624|2022-08-11 20:43:24.68
2199023257165|15393162790457|2022-08-11 23:17:25.873
13194139534769|10995116278165|2022-08-12 04:06:18.523
6597069767360|2199023256553|2022-08-12 06:58:11.716
2199023256185|17592186045137|2022-08-12 16:19:42.468
24189255811106|21990232555743|2022-08-12 17:03:38.042
17592186045291|8796093022546|2022-08-13 19:13:48.827
8796093022430|17592186045329|2022-08-13 23:20:21.742
13194139534054|17592186044455|2022-08-14 14:50:32.242
10995116279666|10995116278277|2022-08-14 23:16:41.192
21990232556261|8796093023437|2022-08-15 04:42:29.113
26388279068327|4398046512593|2022-08-15 15:17:45.501
6597069766710|26388279067960|2022-08-15 17:54:38.674
26388279068243|17592186045315|2022-08-16 07:37:39.348
