fromId|toId|amount|createTime
4702039485951510868|4738912707900606664|5658405.897439665|2021-04-16 08:54:21.641
4714705859903489454|4709357835345986927|787981.3329217144|2021-04-16 20:42:38.664
85849867896750807|86412817850171725|1193369.009839742|2021-04-18 04:28:40.847
28710447624489049|74872343805036583|6402328.935427187|2021-04-18 23:29:29.153
4711046685206253441|4732720258412970354|8658506.358342214|2021-04-19 03:14:32.978
4682336237581766347|4729342558692445949|340422.3182301969|2021-04-19 12:50:49.13
4624352392379367517|4695284086510452819|4345509.331474967|2021-04-19 13:46:40.068
64176294690031045|75153818781745358|787746.0628228006|2021-04-20 00:02:56.042
4624352392379367517|4724557484088364778|5310819.459045201|2021-04-20 03:15:10.278
4734409108273238230|4745386632364953362|5236389.430738234|2021-04-21 19:34:47.672
4723713059158230495|4698943261207695024|6797639.820258432|2021-04-22 16:40:12.525
4743134832551264875|4721742734321254883|4454041.40692992|2021-04-23 15:27:12.785
4656159064747673970|4710483735252830466|6548633.435289423|2021-04-23 21:40:16.051
4721461259344545909|4738912707900606664|5717961.202383432|2021-04-24 05:07:58.305
130604389193744689|4616189618054761146|3782890.7479676832|2021-04-25 13:42:22.163
59109745109237789|4713579959996649398|6622146.92859605|2021-04-26 22:36:55.011
4734409108273235512|4687684262139266554|8377479.386311784|2021-04-28 17:55:47.811
124411939706111170|104708691336365410|1359208.6116727376|2021-04-29 15:42:16.14
4719490934507573412|4696972936370720476|902617.5816053717|2021-04-30 03:41:42.765
4741445982691003695|4711046685206253441|9829590.228364041|2021-05-01 09:16:07.051
4719490934507571568|121878664915714564|9211576.816564586|2021-05-01 11:05:33.735
4711046685206251496|4669669863629784866|1483297.9757028008|2021-05-01 12:11:13.992
121878664915714061|4729061083715735492|5197853.838165283|2021-05-01 14:51:16.454
4655596114794250301|4747356957201924161|5060233.969099968|2021-05-02 09:02:11.521
98234766872020117|4669388388653073326|8650475.61716307|2021-05-02 13:16:05.338
59109745109239782|4740601557760871393|4243709.617580388|2021-05-02 22:11:16.512
4735816483156791502|90071992547410921|548288.9928859835|2021-05-03 03:12:56.515
4691906386789926812|4719209459530860282|2575618.5465200543|2021-05-03 10:10:02.574
4729342558692443010|4725120434041782363|7195726.434519259|2021-05-03 13:44:05.339
4735816483156788518|4741445982691001572|3044788.9701529606|2021-05-03 17:02:56.76
4728779608739024964|4748482857108770861|1395368.0961655357|2021-05-04 06:05:40.751
4742571882597843310|84723967989909048|1678069.1451116148|2021-05-06 06:20:21.858
71776119061219072|4747356957201927990|4253385.393102885|2021-05-06 11:32:49.166
4742571882597845944|4722587159251389134|3000465.076228672|2021-05-06 12:32:27.869
94012642221359198|121878664915714564|4695837.041896314|2021-05-07 14:11:39.191
105834591243208601|74027918874904340|15562.952077737835|2021-05-07 15:34:27.809
4737786807993764002|4742853357574555892|522143.5599575075|2021-05-07 18:32:03.445
4701476535998087175|4654188739910696969|3519147.7764630686|2021-05-08 06:06:46.733
4714987334880202943|41939771529888100|7819231.821997531|2021-05-09 07:20:56.478
113715890591105236|76561193665298918|9136791.236613099|2021-05-09 19:01:49.87
4681491812651634701|4748482857108770861|5887366.8444565665|2021-05-09 21:38:29.337
93731167244648837|103301316452811151|2331136.010632019|2021-05-10 13:48:35.008
83598068083066397|81346268269380873|3899885.361500375|2021-05-10 13:48:46.754
4651936940097015746|4749890231992323600|8708851.740972295|2021-05-10 13:49:39.98
4715550284833621111|76561193665299765|5019610.283827364|2021-05-10 14:19:33.388
138204213564932114|36028797018964424|3881021.432252718|2021-05-10 16:13:19.205
4745668107341661238|4708513410415853769|7553178.538479238|2021-05-10 16:21:21.558
86975767803594752|121878664915714564|5787762.074478403|2021-05-10 22:35:23.094
105834591243208601|41658296553178793|8192298.904793683|2021-05-11 03:19:01.756
4676988213024261509|4731031408552707451|5612760.193645826|2021-05-11 03:37:13.374
4672203138420181212|4738912707900606748|8016775.230529655|2021-05-12 01:57:18.289
4660381189398331486|4624352392379367517|7411183.464344743|2021-05-12 10:31:17.819
96264442035045635|114841790497947840|9684760.144008625|2021-05-13 01:43:35.399
117938015241766986|4736379433110208962|1949201.4268313386|2021-05-13 16:41:42.205
4660381189398331486|4742008932644422562|1369479.731243336|2021-05-13 18:01:01.816
4687965737115978693|4746512532271795405|1540956.9489384666|2021-05-14 02:13:09.422
4744823682411530288|91479367430963588|8695583.882595547|2021-05-14 11:57:50.663
4700913586044667237|4708231935439144301|6229657.324701924|2021-05-14 17:04:23.74
4746794007248506426|4683743612465319975|4295198.660877658|2021-05-15 06:57:34.204
131167339147166816|4735535008180080359|2699673.7961502173|2021-05-15 10:05:56.132
4742290407621134455|4738912707900606664|4706238.166515005|2021-05-16 03:07:00.59
4713861434973359259|118219490218475923|6830834.926841103|2021-05-16 16:03:23.357
130041439240324778|55169095435290181|1313621.8108067422|2021-05-16 21:26:57.552
4681491812651634701|113715890591105236|7723060.807461429|2021-05-19 04:32:19.227
4700913586044669850|4713579959996649398|2766885.460393176|2021-05-19 05:49:12.054
126663739519795913|4717239134693883918|6302892.759562045|2021-05-19 14:27:55.677
130604389193745095|46161896180547899|6707485.570816015|2021-05-20 14:30:42.186
4740883032737581548|98234766872019536|2588778.0665169014|2021-05-20 16:07:51.885
139330113471775047|4712735535066513991|6807040.605608272|2021-05-20 18:04:01.679
4712172585113093023|4714987334880202261|5917079.932009108|2021-05-20 21:02:18.766
4727090758878756956|4624352392379367517|6302892.759562045|2021-05-20 23:11:17.798
77124143618719771|4713579959996649398|7549676.978399618|2021-05-21 03:39:35.711
94857067151492535|114560315521238388|1495346.692731373|2021-05-21 17:48:13.138
138485688541643248|106116066219917767|8379285.161549896|2021-05-21 19:30:23.539
4740320082784160383|4735816483156790175|8281710.289435903|2021-05-22 03:09:27.095
4715268809856913060|4682336237581766347|5501948.63246782|2021-05-22 07:23:09.493
124411939706111170|119345390125319498|7665997.34751768|2021-05-22 13:54:42.263
23925373020407211|125537839612953729|8048904.548120664|2021-05-22 17:04:26.721
4724838959065074082|4709639310322699378|8730747.291903712|2021-05-23 05:18:57.081
4752986456736139961|4667136588839390187|6373801.622279109|2021-05-23 14:56:59.123
4738068282970475674|4731594358506130511|815107.971033574|2021-05-24 13:05:18.851
4708513410415857725|4748482857108770861|584126.8695977475|2021-05-25 04:19:36.844
94857067151491079|4713579959996649398|2488579.7232702835|2021-05-25 13:40:30.517
28710447624489049|129197014310193150|6611283.232322467|2021-05-25 19:53:00.295
52072870691471493|4723994534134940942|6729852.983701474|2021-05-25 22:20:18.793
113152940637684619|103582791429521841|3505051.6532328837|2021-05-26 06:14:57.072
4684588037395449116|4748201382132057290|3238682.6021090685|2021-05-26 09:01:04.759
113152940637684619|103582791429521841|9266824.133049555|2021-05-26 14:57:25.414
77124143618719771|4713579959996649398|3582721.8583535403|2021-05-26 17:32:47.518
28710447624489049|138204213564934101|9643976.937998995|2021-05-26 20:52:56.947
4683743612465319975|4748482857108770861|4828924.048474525|2021-05-28 01:39:32.841
4656440539724383680|4648277765399777591|3920936.205171993|2021-05-28 13:20:41.709
4751860556829295363|4693595236650189481|2216103.9262302006|2021-05-29 03:29:28.263
77124143618719771|4713579959996649398|9458515.599334862|2021-05-29 07:49:00.532
127226689473216533|4713579959996649398|1371687.5861772448|2021-05-29 16:21:20.65
4736660908086921083|4627730092099897355|9992733.21836598|2021-05-29 20:13:04.152
122723089845846448|121315714962293336|5523694.119427074|2021-05-30 09:05:48.76
137922738588222878|136233888727958881|1604154.4208177149|2021-05-30 21:23:41.043
4711609635159671605|4675862313117418137|1349974.8324329685|2021-05-31 18:12:49.463
4755801206503247093|4715550284833623613|6683608.930194844|2021-06-01 20:29:24.62
4755801206503247093|4699506211161115824|5718223.010773523|2021-06-01 22:33:31.889
4686558362232426560|4748482857108770861|4752511.667507943|2021-06-02 09:24:03.229
4753830881666271652|4738912707900606748|6703648.096376613|2021-06-02 12:24:57.769
4747356957201927990|4733001733389684068|2464138.59418944|2021-06-03 12:35:55.42
4651936940097015746|4747356957201928164|5951710.147231779|2021-06-03 20:53:18.217
94294117198071517|118782440171898514|87011.7733304454|2021-06-04 04:27:59.418
4729061083715735492|4749890231992323600|6732841.65070653|2021-06-04 07:22:19.618
4736379433110208962|4735816483156787626|1593819.021345535|2021-06-04 12:06:16.115
121878664915714564|76561193665298918|8629902.07480317|2021-06-04 18:53:44.427
4719490934507571729|4705980135625457987|9230354.127753707|2021-06-05 00:50:32.113
4678114112931107073|69242844270821756|2377640.228979344|2021-06-05 01:13:00.631
28710447624489049|27584547717646353|1279503.897713402|2021-06-05 04:16:22.593
4756082681479958437|57983845202395252|3425113.9389013164|2021-06-05 09:45:28.395
108649341010315105|114278840544527971|5228222.246901174|2021-06-05 15:42:40.042
4758053006316932351|4751297606875877171|5017435.165929533|2021-06-05 18:17:18.837
4758053006316932351|4755238256549826397|363211.4464900993|2021-06-05 18:58:52.085
84723967989909048|4721461259344543792|9604162.810362551|2021-06-06 05:55:55.378
4705417185672036765|4726246333948625275|9704507.078829136|2021-06-06 06:11:18.513
107804916080181742|4664321839072280789|772771.1780911084|2021-06-06 16:02:41.446
4756082681479958437|60798594969501822|673468.7158832187|2021-06-06 22:59:03.81
4642085315912140209|4740320082784159131|6767144.635275381|2021-06-06 23:28:58.444
4729342558692445527|4756082681479958437|4545826.467141964|2021-06-07 16:45:28.555
4727935183808892758|4713579959996649398|3995733.636784379|2021-06-07 21:02:05.091
4757490056363509887|4732720258412973852|4382521.06570408|2021-06-08 10:16:58.639
28710447624489049|125537839612954674|8547310.142487342|2021-06-08 10:58:34.198
28710447624489049|75716768735168471|30984.919118500766|2021-06-08 13:37:08.986
4711046685206250272|4702039485951509867|4182412.184885359|2021-06-08 14:18:11.118
4749045807062189946|4706543085578880826|8143809.901556311|2021-06-09 01:53:06.436
124411939706111170|70087269200954482|3221281.441078496|2021-06-09 01:59:10.794
4718927984554150509|4742008932644424347|4234857.041628324|2021-06-09 04:31:27.878
4688528687069400532|4697535886324141517|5120638.125936216|2021-06-09 18:25:57.419
4758053006316930733|4745949582318372513|2649051.4216967877|2021-06-09 20:24:49.201
4727090758878759209|96264442035045635|8037732.571227094|2021-06-09 20:58:58.533
4730749933575996461|4746512532271793045|9590439.594414292|2021-06-10 04:12:39.617
4758053006316932351|4723150109204811621|8745565.63701511|2021-06-10 14:06:04.984
4738912707900608081|4739475657854029387|2373590.4035481657|2021-06-10 20:33:56.682
28710447624489049|49258120924366929|1456992.2067292652|2021-06-11 02:45:59.665
4662351514235310402|4713579959996649398|3962085.6390920565|2021-06-11 11:12:27.665
4744260732458107357|4745386632364953301|2146724.0304688886|2021-06-12 20:36:47.605
4641803840935431194|4754393831619693340|990011.0000189855|2021-06-13 07:23:58.859
4729905508645863823|4667699538792808461|2141946.9447284145|2021-06-13 11:31:47.886
4736379433110212652|4748482857108770861|4162661.5887908293|2021-06-13 11:43:05.705
4759741856177195576|4728498133762312648|6997067.445555928|2021-06-13 20:07:21.495
121597189939005198|4729905508645864346|240532.5248683321|2021-06-14 07:46:56.091
127226689473216533|4747919907155348644|3769955.0320161623|2021-06-15 00:42:26.926
28710447624489049|59672695062661119|6599608.438036612|2021-06-15 06:52:44.081
4758053006316932351|4740038607807450364|9972266.715443766|2021-06-15 07:05:48.62
146366987889541211|49539595901075599|354066.37229348335|2021-06-15 09:37:43.014
4741445982691003695|4757490056363511677|9791387.459114688|2021-06-15 09:57:36.654
146366987889541211|52072870691471493|2878767.979158957|2021-06-15 10:03:31.758
4710483735252828781|4760867756084036418|3367292.8334760433|2021-06-15 11:35:37.801
4756082681479956190|4751579081852585664|6387651.985307777|2021-06-15 11:53:56.981
4681491812651634701|4683743612465319975|7236593.15573654|2021-06-15 12:53:43.692
141863388262170769|91760842407674076|9313988.312689185|2021-06-15 15:02:01.932
4714142909950066747|4708794885392564287|9364455.696536724|2021-06-15 18:23:46.325
4753549406689560827|4751016131899166230|5535354.661492486|2021-06-16 00:43:23.171
4717239134693885142|4745386632364950602|6612366.8338306565|2021-06-16 11:02:05.144
4727935183808892758|4697817361300852112|5286390.23277126|2021-06-16 15:49:04.232
4759741856177194851|4739757132830739841|1357343.486510334|2021-06-16 15:58:05.645
4720616834414415528|4752704981759429936|1847720.9888412738|2021-06-16 16:41:42.035
4749890231992321165|4711609635159671780|9920600.781976216|2021-06-17 06:53:19.597
4758053006316932351|4753267931712851777|650635.1813130595|2021-06-17 06:54:06.082
28710447624489049|141581913285461967|3827305.5885088993|2021-06-17 16:03:57.195
4709357835345986112|4660944139351754967|8017515.702528059|2021-06-18 02:23:21.59
83598068083065829|63894819713319746|6146133.688056759|2021-06-18 05:09:36.937
94294117198071517|146085512912831967|8952156.599965792|2021-06-18 06:01:30.863
114841790497949529|55169095435290181|9361316.607149113|2021-06-18 15:55:03.318
4718646509577439808|4752423506782718412|1318253.509993551|2021-06-18 16:19:08.682
4727935183808892758|4713579959996649398|661335.7364382932|2021-06-18 20:45:17.575
4693595236650190914|4738912707900606664|6500863.735448802|2021-06-18 23:32:25.326
120471290032161837|119063915148608409|8857120.480063908|2021-06-19 01:20:22.115
4639270566145033456|4669951338606494822|9935951.797598403|2021-06-19 12:45:31.974
4753549406689560066|4691343436836505008|391116.5274652684|2021-06-20 01:41:01.234
141018963332038760|70368744177665426|8501368.28148833|2021-06-20 04:53:32.027
4740320082784160383|4735816483156790175|7696652.002135444|2021-06-20 16:19:46.655
4666010688932546698|136796838681380255|5567090.222385267|2021-06-20 16:29:08.976
28710447624489049|130604389193746517|7776736.038713851|2021-06-21 06:21:34.939
4749045807062188852|131167339147167093|4971209.333629287|2021-06-21 16:52:45.756
4727935183808892758|4721461259344547238|362663.8310225083|2021-06-22 13:16:01.7
4758053006316932351|4758053006316932919|3797013.5181270447|2021-06-23 03:01:36.812
59109745109239486|87820192733726295|7298764.2461915435|2021-06-23 04:56:13.018
4732157308459551481|4729342558692445267|4854331.612822049|2021-06-23 05:08:31.14
4758053006316932351|4760867756084039473|28401.563464450774|2021-06-23 06:17:12.843
4708513410415854635|4691624911813215110|4041432.7570582465|2021-06-23 08:45:45.677
146366987889543252|135952413751248912|5844898.626103379|2021-06-23 15:36:53.821
4718365034600726815|4658692339538069980|6947773.640777378|2021-06-23 16:50:15.18
95420017104913827|136233888727958881|4518979.071563588|2021-06-23 17:27:52.871
4748482857108766741|4732720258412970003|7364231.848789149|2021-06-23 20:33:32.143
94012642221359198|20829148276589050|2873235.255586075|2021-06-23 21:25:03.492
4714424384926779434|4731594358506129324|2119781.931180369|2021-06-24 04:34:19.375
72902018968060236|76561193665298918|8845174.927852923|2021-06-24 05:38:18.441
4744542207434820219|4735816483156790175|9952256.125978678|2021-06-24 10:12:00.842
4753549406689560066|4691061961859794334|3433208.577532343|2021-06-24 17:31:21.827
4761712181014170277|150307637563491083|7342226.538796865|2021-06-24 23:39:43.824
145241087982698529|4713579959996649398|8654763.35899214|2021-06-25 10:00:32.886
4670232813583207106|4722587159251389134|8389782.670566473|2021-06-25 15:46:43.653
4763401030874432892|138485688541643086|2176345.558165984|2021-06-25 15:56:57.794
4761712181014170969|4751297606875873717|9712456.530546099|2021-06-25 17:31:12.911
4709920785299409997|4689936061952953677|7567880.737573129|2021-06-26 17:16:21.671
23925373020407211|4740320082784158355|1272524.8200398653|2021-06-26 17:42:05.762
4733846158319815025|138204213564933821|9601186.15212704|2021-06-26 21:10:11.249
142144863238881898|150870587516912366|8341977.021523364|2021-06-27 05:11:04.133
4702039485951510868|4738912707900606664|1254121.6843737913|2021-06-27 14:47:17.276
4736097958133500398|4762556605944301922|645175.3711632391|2021-06-27 20:07:52.099
4753549406689560066|4714705859903489454|8061801.30572636|2021-06-27 21:44:55.283
4745386632364953091|4748482857108770861|3918975.8176794243|2021-06-27 22:48:56.243
4758053006316932351|4760586281107328787|3750569.5533626806|2021-06-27 23:09:04.388
59391220085948890|103582791429521841|3560228.0253340956|2021-06-28 02:48:55.615
4754393831619693725|4714142909950067584|5834861.697942539|2021-06-28 13:23:27.66
89227567617279187|119063915148608409|4183352.7579300143|2021-06-28 13:55:26.292
4758334481293643947|150870587516912932|6128662.849409505|2021-06-28 19:37:14.877
118782440171898514|103301316452812339|5684911.3659939375|2021-06-29 06:56:05.765
121034239985582777|110338190870577453|1799466.4543086402|2021-06-29 08:22:27.347
146929937842963488|84442493013197708|8899450.403465457|2021-06-29 08:33:47.912
4703446860835064095|4693032286696770089|655991.078241287|2021-06-29 15:07:15.046
4724838959065074082|4738912707900606748|3494830.831755981|2021-06-29 15:39:39.441
4758053006316930733|4646025965586089637|5413867.248507476|2021-06-29 22:21:48.153
4672484613396889616|4718083559624015892|9102762.57643282|2021-06-30 05:43:39.075
4750453181945744393|4713579959996645606|163175.16306231238|2021-06-30 16:42:24.953
4764526930781275722|4693595236650190346|6965783.5807090085|2021-06-30 22:00:07.581
4758053006316932351|4710202260276121189|4094470.9421219816|2021-06-30 23:05:51.342
113152940637684619|117656540265054957|7267188.583203975|2021-07-01 03:12:16.132
4736097958133499422|4717239134693885364|7609502.453525664|2021-07-01 06:15:49.425
68116944363980386|131448814123878080|5815329.033714044|2021-07-01 21:19:41.894
4758053006316932351|4669951338606497032|2947512.7476221253|2021-07-01 22:46:34.91
28710447624489049|117938015241766986|867108.613233486|2021-07-03 00:15:24.645
134263563890983340|121315714962293336|1241632.2503593003|2021-07-03 05:38:57.048
4758053006316932351|4745668107341663540|5949725.556539394|2021-07-03 10:44:08.422
4758053006316932351|4762838080921013541|3154148.8233477823|2021-07-03 12:50:42.994
4708794885392566308|4716957659717175404|1841564.98918308|2021-07-03 16:20:39.312
4700632111067959358|146085512912830928|7249496.669969483|2021-07-04 03:02:44.659
4729342558692445949|4680365912744791116|7554361.43059617|2021-07-04 09:11:47.137
93449692267939455|56857945295553881|8174293.121206772|2021-07-05 00:02:36.275
