mediumId|accountId|createTime
17592186044720|4702883910881640839|2021-05-26 11:30:25.891
4398046511938|88664617663857200|2021-05-27 03:40:28.418
21990232556171|4745668107341662148|2021-05-27 05:19:07.793
21990232556171|4745668107341662148|2021-05-27 07:50:44.173
26388279066989|4692187861766639214|2021-05-30 13:14:21.784
4398046511463|24488322973827994|2021-05-30 13:24:11.723
1479|4749890231992324182|2021-05-31 02:00:17.873
26388279066989|4692187861766639214|2021-05-31 02:54:23.369
17592186044956|4711046685206253441|2021-06-01 05:57:50.95
13194139533617|4687965737115978693|2021-06-01 19:07:38.806
26388279067229|4745386632364951047|2021-06-02 00:00:30.434
21990232555534|4734690583249947626|2021-06-02 07:36:13.122
8796093023440|131167339147165700|2021-06-02 08:32:27.555
4398046511938|88664617663857200|2021-06-06 05:42:54.193
13194139533639|134263563890983340|2021-06-07 17:53:12.611
17592186045277|4716676184740463002|2021-06-09 05:48:45.052
13194139534208|142144863238883311|2021-06-09 12:02:50.226
4398046511113|4713298485019938082|2021-06-09 17:44:17.646
26388279066989|4692187861766639214|2021-06-10 02:54:39.091
13194139533607|4744542207434820219|2021-06-10 04:28:27.433
13194139534208|142144863238883311|2021-06-10 17:02:37.679
26388279066796|131167339147167093|2021-06-12 22:01:26.168
8796093022743|4751860556829297540|2021-06-14 19:24:04.616
13194139533346|4743979257481400452|2021-06-16 16:47:13.576
4398046511261|103301316452810984|2021-06-17 06:17:11.741
4398046512586|85849867896750807|2021-06-17 07:46:33.338
26388279066989|4692187861766639214|2021-06-17 16:55:22.49
4398046512065|79094468455695014|2021-06-18 15:14:20.961
13194139534731|4675862313117419332|2021-06-18 17:27:14.186
13194139534208|142144863238883311|2021-06-19 23:26:20.815
8796093023492|4745668107341663540|2021-06-21 01:10:01.769
21990232556491|4728498133762312648|2021-06-21 22:41:56.98
8796093023492|4745668107341663540|2021-06-22 02:02:44.359
21990232556281|4698943261207693414|2021-06-24 04:59:24.114
17592186044457|4730468458599285253|2021-06-24 06:45:17.188
13194139533352|4736660908086922490|2021-06-25 11:23:32.151
4398046511850|4748201382132058110|2021-06-26 01:52:14.008
26388279067830|114841790497949529|2021-06-26 10:25:20.327
8796093022743|4751860556829297540|2021-06-27 18:42:43.104
30786325577949|4744542207434820219|2021-06-30 00:01:53.081
26388279068022|4686558362232426560|2021-07-01 00:57:47.072
26388279067777|4757490056363508281|2021-07-02 00:39:35.018
26388279066989|4692187861766639214|2021-07-02 17:48:31.137
13194139533824|81346268269380873|2021-07-02 21:34:13.82
30786325578306|152559437377176876|2021-07-03 02:08:50.838
30786325578104|4713579959996649200|2021-07-03 17:54:56.843
26388279066949|4751016131899163088|2021-07-04 05:31:23.247
30786325577949|4744542207434820219|2021-07-05 05:22:55.445
4398046512342|4735816483156787626|2021-07-06 16:41:48.831
8796093022443|59109745109237789|2021-07-06 23:08:28.381
13194139534589|4724557484088364778|2021-07-07 04:28:32.398
21990232556871|4745668107341661238|2021-07-08 13:12:45.862
21990232556871|4745668107341661238|2021-07-08 14:29:24.146
13194139533344|4734127633296523694|2021-07-08 23:00:41.929
633|4749608757015611473|2021-07-09 02:52:03.983
4398046511113|4713298485019938082|2021-07-10 05:35:24.916
8796093023492|4745668107341663540|2021-07-11 23:43:09.693
30786325577943|4702883910881641725|2021-07-12 07:39:50.096
4398046512342|4735816483156787626|2021-07-13 08:55:28.604
21990232556252|4667981013769523210|2021-07-13 11:46:05.11
26388279066949|4751016131899163088|2021-07-14 11:41:57.211
8796093022318|4707387510509014413|2021-07-14 14:01:01.633
21990232555737|4760867756084036418|2021-07-16 12:40:23.373
17592186045449|133419138960851803|2021-07-16 20:35:02.637
582|19984723346457874|2021-07-17 09:17:28.596
26388279067830|114841790497949529|2021-07-17 20:55:51.234
4398046511987|4742571882597845944|2021-07-17 21:09:02.405
17592186044778|4684306562418740791|2021-07-18 11:59:56.349
1337|4750734656922455702|2021-07-19 07:30:30.174
1479|4756082681479958320|2021-07-21 21:48:34.325
26388279067421|4719772409484281441|2021-07-22 01:35:11.73
26388279068073|4767060205571672072|2021-07-23 02:21:18.971
26388279067777|4757490056363508281|2021-07-23 19:51:32.561
13194139534766|4688810162046107832|2021-07-23 21:15:30.683
26388279067124|4735816483156788959|2021-07-24 05:17:17.176
26388279067777|4757490056363508281|2021-07-25 23:14:28.571
4398046511113|4713298485019938082|2021-07-26 08:42:25.728
4398046512442|4673047563350315297|2021-07-26 14:43:39.062
26388279067376|4713861434973358192|2021-07-27 06:12:41.295
13194139533550|4733001733389683036|2021-07-27 15:14:52.027
21990232555952|4752142031806008500|2021-07-28 12:08:35.053
17592186044956|4711046685206253441|2021-07-28 18:27:32.429
8796093022674|74309393851615270|2021-07-31 19:38:49.613
1072|4718365034600728871|2021-08-01 13:02:43.101
21990232555737|4760867756084036418|2021-08-03 01:52:21.621
1337|4750734656922455702|2021-08-03 09:32:44.735
4398046511334|144678138029278608|2021-08-03 15:20:28.994
4398046511664|4733846158319813216|2021-08-04 19:19:55.786
13194139533335|4736097958133499422|2021-08-04 21:01:11.032
13194139533352|4736660908086922490|2021-08-05 00:43:51.509
17592186044819|4772971180082596553|2021-08-05 15:10:14.662
30786325578306|152559437377176876|2021-08-05 20:32:17.522
26388279067581|128634064356771533|2021-08-05 21:49:07.171
21990232556524|4687402787162554473|2021-08-06 06:20:59.138
8796093022674|74309393851615270|2021-08-07 12:30:07.878
26388279067549|4765089880734698677|2021-08-08 04:19:07.882
26388279068064|4676988213024261509|2021-08-09 13:25:29.985
13194139534694|4771282330222333840|2021-08-09 16:31:38.761
8796093023003|4750453181945744393|2021-08-10 03:17:43.579
8796093023516|4749327282038899651|2021-08-10 04:52:35.725
13194139533749|4756364156456666947|2021-08-10 19:04:03.828
21990232556524|4687402787162554473|2021-08-13 04:52:53.782
21990232555791|4748482857108766741|2021-08-13 14:39:53.66
13194139533824|81346268269380873|2021-08-15 07:51:26.256
26388279067549|4765089880734698677|2021-08-15 12:20:50.591
26388279067445|4766497255618249443|2021-08-16 03:57:31.489
21990232555737|4760867756084036418|2021-08-16 07:01:07.703
13194139533344|4734127633296523694|2021-08-17 01:01:36.575
4398046512065|79094468455695014|2021-08-17 01:37:40.745
13194139534373|4759741856177194851|2021-08-18 13:38:48.333
1479|4756082681479958320|2021-08-18 16:15:31.642
4398046512342|4735816483156787626|2021-08-19 03:47:47.144
13194139534766|4688810162046107832|2021-08-19 07:11:14.086
13194139534373|4759741856177194851|2021-08-19 16:40:05.728
26388279066739|80220368362538805|2021-08-19 17:47:16.192
21990232556491|4728498133762312648|2021-08-19 21:20:28.29
13194139533850|151715012447044324|2021-08-21 12:36:40.356
17592186045333|81064793292670876|2021-08-23 08:15:08.045
30786325578469|4659818239444911782|2021-08-23 21:36:33.938
21990232556203|141863388262170658|2021-08-24 05:20:38.875
13194139533470|4736942383063630066|2021-08-24 06:47:14.614
13194139533760|4773252655059308638|2021-08-24 20:35:34.258
13194139533346|4743979257481400452|2021-08-26 01:04:40.985
8796093023457|4743416307527977532|2021-08-26 10:45:31.802
17592186044834|88383142687147786|2021-08-27 05:57:40.065
17592186045305|4700913586044669850|2021-08-29 03:35:23.652
17592186045461|4709357835345989208|2021-08-29 18:43:57.118
26388279067229|4745386632364951047|2021-08-30 02:18:30.372
30786325577971|165507286305867605|2021-08-30 18:04:13.373
17592186044720|170855310863369198|2021-08-31 04:42:53.684
4398046512394|4782259854314048319|2021-08-31 12:43:27.151
21990232555791|4748482857108766741|2021-09-01 01:08:13.3
8796093023516|4749327282038899651|2021-09-02 07:10:11.482
13194139534694|4771282330222333840|2021-09-03 07:00:03.22
8796093023581|4694439661580323001|2021-09-04 00:34:07.66
4398046511955|4683743612465319975|2021-09-04 02:08:41.048
26388279067614|4763963980827855035|2021-09-04 02:40:21.405
21990232556252|4667981013769523210|2021-09-04 06:32:04.356
26388279067026|4777756254686677140|2021-09-04 19:38:11.554
26388279066646|128915539333481920|2021-09-05 11:50:00.449
26388279068064|4676988213024261509|2021-09-05 13:00:13.242
21990232555791|4748482857108766741|2021-09-05 23:23:53.111
17592186045333|81064793292670876|2021-09-06 02:35:37.264
4398046511230|4768186105478514597|2021-09-06 02:47:34.272
13194139533470|4736942383063630066|2021-09-06 04:06:35.91
17592186044834|88383142687147786|2021-09-06 10:05:59.255
8796093023581|4694439661580323001|2021-09-06 13:46:10.114
1311|4783667229197599510|2021-09-07 21:02:42.581
8796093023672|4662351514235310402|2021-09-07 22:14:00.445
772|4765652830688120370|2021-09-08 05:45:09.359
8796093023440|131167339147165700|2021-09-08 07:59:57.022
30786325577800|4660099714421622762|2021-09-08 18:22:34.57
30786325578917|4738068282970474535|2021-09-09 20:37:46.451
17592186044720|170855310863369198|2021-09-09 22:36:54.174
17592186045461|4709357835345989208|2021-09-10 03:19:22.949
21990232556171|4745668107341662148|2021-09-10 05:38:05.578
30786325579078|4783385754220889971|2021-09-10 06:14:23.871
758|4739194182877315172|2021-09-10 11:58:21.837
26388279067124|4735816483156788959|2021-09-12 13:37:11.198
17592186044929|136796838681380255|2021-09-14 02:22:58.963
13194139533390|172544160723632675|2021-09-15 03:05:03.724
13194139533390|172544160723632675|2021-09-15 12:15:14.259
35184372090003|174514485560607749|2021-09-15 23:45:12.21
4398046511253|173670060630475062|2021-09-16 09:03:16.026
17592186044956|4711046685206253441|2021-09-16 13:05:03.549
26388279066626|168884986026394938|2021-09-16 14:58:27.332
13194139533390|172544160723632675|2021-09-17 04:36:09.135
21990232556947|4735816483156791502|2021-09-17 04:43:12.613
30786325578917|4738068282970474535|2021-09-17 19:53:13.066
8796093022291|85849867896750807|2021-09-18 05:03:43.781
1075|4679240012837947855|2021-09-18 07:13:16.896
13194139533607|4786763453941420279|2021-09-18 09:56:51.678
8796093023492|4745668107341663540|2021-09-19 06:58:14.275
4398046512079|39969446692913813|2021-09-19 13:52:39.09
30786325579083|4766497255618252060|2021-09-19 14:12:08.645
30786325577982|4691906386789926812|2021-09-20 05:45:30.462
30786325577939|4724557484088364778|2021-09-20 11:12:05.242
13194139533850|4775785929849703323|2021-09-21 05:28:22
648|4780289529477073720|2021-09-21 08:55:53.188
4398046511334|144678138029278608|2021-09-21 10:07:40.121
13194139533335|4736097958133499422|2021-09-21 12:13:38.134
26388279067777|4757490056363508281|2021-09-21 12:42:12.863
21990232556665|4785919029011286286|2021-09-22 05:04:11.516
30786325577939|4746794007248506082|2021-09-22 08:03:28.387
1311|4783667229197599510|2021-09-22 13:37:42.319
13194139534564|124693414682822387|2021-09-22 16:52:28.5
4398046512442|4673047563350315297|2021-09-22 18:49:12.89
30786325579078|4783385754220889971|2021-09-22 20:24:06.821
13194139534208|142144863238883311|2021-09-23 05:22:13.196
13194139534208|142144863238883311|2021-09-23 23:48:31.465
17592186045305|135107988821116755|2021-09-24 13:46:09.98
13194139533589|4777474779709965208|2021-09-24 13:50:11.524
8796093023492|4745668107341663540|2021-09-24 15:03:54.06
648|4780289529477073720|2021-09-24 21:52:09.472
17592186045726|4761712181014169173|2021-09-25 04:25:38.612
13194139534731|4675862313117419332|2021-09-25 06:58:35.14
4398046511253|173670060630475062|2021-09-25 12:30:31.882
26388279067221|4787889353848258596|2021-09-25 15:23:56.618
26388279068022|4780289529477071928|2021-09-26 04:31:50.185
17592186044576|164944336352445546|2021-09-26 11:01:20.06
13194139534208|142144863238883311|2021-09-26 11:03:55.615
35184372089675|110338190870577453|2021-09-27 04:08:50.368
17592186045726|4761712181014169173|2021-09-27 07:19:57.351
26388279067421|4719772409484281441|2021-09-27 10:46:00.496
4398046512065|176203335420872640|2021-09-27 12:42:50.835
8796093023141|4659536764468199926|2021-09-27 18:28:53.799
30786325578546|4783667229197599510|2021-09-28 02:41:04.265
13194139534639|4784511654127733021|2021-09-28 05:24:05.547
13194139533390|172544160723632675|2021-09-28 07:32:24.518
30786325578347|4765089880734697099|2021-09-28 21:34:07.518
8796093023003|4750453181945744393|2021-09-29 09:23:24.507
4398046511334|144678138029278608|2021-09-29 14:34:11.591
4398046512109|131448814123878085|2021-09-29 18:04:47.104
4398046511894|126382264543086361|2021-09-29 22:13:16.731
26388279066796|131167339147167093|2021-09-29 22:34:11.342
8796093023516|4749327282038899651|2021-09-29 23:39:39.614
30786325578701|4774378554966147110|2021-09-30 00:48:42.7
21990232556190|95138542128202619|2021-09-30 03:56:01.303
26388279067982|177047760351004470|2021-09-30 04:36:58.892
13194139534208|142144863238883311|2021-09-30 07:56:12.283
26388279067581|128634064356771533|2021-09-30 15:14:29.07
21990232556598|170573835886658738|2021-10-01 02:15:56.589
21990232556008|68679894317400859|2021-10-01 02:51:51.91
17592186044819|4772971180082596553|2021-10-01 08:43:38.861
30786325578546|4783667229197599510|2021-10-01 12:27:41.043
4398046511415|178455135234556212|2021-10-01 14:02:00.825
17592186045726|4761712181014169173|2021-10-01 14:13:57.422
30786325578546|4783667229197599510|2021-10-02 07:49:46.035
26388279068064|4676988213024261509|2021-10-04 03:36:29.949
8796093023116|4791830003522208697|2021-10-05 07:38:39.811
13194139534796|4761712181014169799|2021-10-06 10:59:17.692
4398046512048|181832834955084661|2021-10-08 22:18:15.259
4398046511850|4748201382132058110|2021-10-10 05:58:49.453
26388279066949|4751016131899163088|2021-10-10 11:29:10.159
21990232556190|95138542128202619|2021-10-11 04:45:11.951
35184372090297|4786481978964708181|2021-10-11 20:13:18.304
30786325577939|4746794007248506082|2021-10-12 00:32:31.593
13194139534639|4784511654127733021|2021-10-12 12:54:07.522
648|4780289529477073720|2021-10-12 13:22:03.811
26388279067376|4713861434973358192|2021-10-12 14:50:04.233
35184372089461|4761712181014170969|2021-10-12 18:09:08.302
30786325579083|4766497255618252060|2021-10-13 01:50:02.72
26388279066760|4741445982691002132|2021-10-13 07:54:08.875
30786325578517|4722868634228097798|2021-10-13 15:15:35.176
17592186044582|177610710304424054|2021-10-13 15:27:03.5
26388279067421|4719772409484281441|2021-10-13 21:36:17.431
35184372090297|4786481978964708181|2021-10-15 04:08:42.652
13194139533406|175077435514029165|2021-10-15 23:15:41.502
8796093022743|4751860556829297540|2021-10-16 07:02:20.038
17592186044720|4702883910881640839|2021-10-16 09:02:17.61
26388279067549|4765089880734698677|2021-10-16 13:50:02.523
4398046512294|180425460071530870|2021-10-16 15:17:10.855
30786325577939|4724557484088364778|2021-10-16 17:00:14.623
26388279067085|4773534130036019061|2021-10-16 19:32:19.074
4398046511163|32932572275146813|2021-10-18 02:19:38.478
21990232555661|4687684262139268905|2021-10-18 08:31:46.473
8796093022881|4770719380268909741|2021-10-18 09:09:47.098
21990232555705|4782259854314049732|2021-10-18 20:03:35.586
8796093022373|4776348879803122425|2021-10-19 20:28:56.181
675|4731031408552707451|2021-10-20 13:03:10.861
8796093023371|179299560164687912|2021-10-20 22:23:14.436
21990232556957|95982967058335711|2021-10-21 01:08:20.516
13194139534564|124693414682822387|2021-10-22 05:06:51.835
35184372089596|4745386632364952528|2021-10-23 06:59:46.09
868|4768467580455225325|2021-10-23 10:39:27.098
17592186044720|170855310863369198|2021-10-23 16:05:39.784
8796093022443|59109745109237789|2021-10-23 20:06:37.455
1107|167477611142841399|2021-10-23 23:45:18.024
1337|4750734656922455702|2021-10-24 06:53:47.754
8796093022373|4776348879803122425|2021-10-25 10:46:46.636
21990232555905|4784230179151024144|2021-10-25 17:00:10.149
26388279068022|4686558362232426560|2021-10-25 18:40:25.615
17592186044987|149744687610069373|2021-10-27 01:40:13.276
35184372089461|4761712181014170969|2021-10-27 01:55:26.631
35184372088953|180706935048242593|2021-10-27 05:36:48.854
35184372090009|4686839837209133994|2021-10-27 08:43:00.425
13194139533760|4773252655059308638|2021-10-27 21:05:37.748
17592186045333|81064793292670876|2021-10-28 04:31:48.144
8796093022295|4783667229197599710|2021-10-28 04:35:38.575
17592186045717|164662861375735229|2021-10-28 08:00:11.027
13194139533850|151715012447044324|2021-10-29 07:43:23.443
26388279066626|168884986026394938|2021-10-29 16:52:53.59
13194139533642|4796896553103002679|2021-10-29 20:32:22.138
1452|4783104279244180576|2021-10-30 02:51:12.006
26388279066949|4751016131899163088|2021-10-31 04:41:32.374
35184372089226|162974011515471078|2021-11-01 05:53:08.983
21990232555737|4760867756084036418|2021-11-01 06:12:07.272
26388279066989|4692187861766639214|2021-11-01 13:19:35.108
35184372089596|4745386632364952528|2021-11-01 16:08:50.351
35184372088836|4764245455804565320|2021-11-01 18:57:58.047
13194139533344|4734127633296523694|2021-11-01 19:12:35.609
21990232556203|141863388262170658|2021-11-01 21:25:15.818
26388279066989|4692187861766639214|2021-11-01 23:16:24.419
21990232556728|183240209838638895|2021-11-01 23:50:55.58
35184372089148|4734409108273235512|2021-11-02 01:08:33.517
13194139533541|4792111478498918717|2021-11-02 23:49:06.706
35184372089148|4734409108273235512|2021-11-03 17:59:18.939
35184372089259|118782440171898366|2021-11-03 23:29:14.183
17592186045555|4684588037395450118|2021-11-04 16:10:26.658
30786325578587|4729624033669155775|2021-11-05 02:16:39.057
13194139533914|4800274252823528605|2021-11-05 04:31:59.05
648|4788733778778390602|2021-11-05 06:32:53.021
35184372089273|4775785929849703553|2021-11-05 12:10:54.009
4398046511990|4709076360369275677|2021-11-05 16:54:21.101
4398046511913|4794926228266029078|2021-11-05 19:54:34.768
4398046511253|173670060630475062|2021-11-06 19:56:46.418
26388279067221|4787889353848258596|2021-11-07 21:13:40.223
17592186044834|88383142687147786|2021-11-08 04:35:06.143
13194139534694|4771282330222333840|2021-11-09 02:26:50.142
30786325578469|4659818239444911782|2021-11-09 04:57:39.878
4398046511938|88664617663857200|2021-11-09 21:58:24.771
4398046512065|176203335420872640|2021-11-09 22:38:14.274
8796093022281|4769030530408645194|2021-11-10 04:43:47.418
4398046511687|4739475657854030058|2021-11-11 00:19:05.051
35184372090083|4732157308459552607|2021-11-11 10:33:21.249
4398046511253|173670060630475062|2021-11-11 12:05:20.411
26388279067221|4787889353848258596|2021-11-11 20:36:39.286
30786325579197|4780571004453783593|2021-11-11 21:38:23.492
35184372089750|151152062493623358|2021-11-12 20:46:25.452
4398046512192|4792674428452341358|2021-11-12 23:24:53.394
13194139533406|175077435514029165|2021-11-13 00:05:10.031
21990232556369|174514485560607298|2021-11-13 07:12:06.691
26388279066865|190840034209824824|2021-11-13 11:02:49.295
17592186045069|4793800328359185398|2021-11-14 01:14:56.284
30786325578598|182958734861927490|2021-11-14 04:57:13.252
13194139534564|124693414682822387|2021-11-15 04:44:49.751
26388279067711|4801400152730371736|2021-11-15 07:44:58.875
21990232556171|4745668107341662148|2021-11-15 08:09:01.962
17592186044819|4772971180082596553|2021-11-15 08:12:55.635
8796093022971|4771845280175751704|2021-11-15 18:32:19.268
26388279066796|131167339147167093|2021-11-16 01:53:40.531
17592186045842|4802807527613926836|2021-11-16 09:20:53.664
26388279067549|4765089880734698677|2021-11-16 15:08:31.759
675|4731031408552707451|2021-11-16 17:06:28.978
26388279067026|4777756254686677140|2021-11-17 07:05:47.278
26388279067777|4757490056363508281|2021-11-17 17:18:46.009
26388279068073|4767060205571672072|2021-11-19 02:28:18.352
13194139533690|4800555727800240090|2021-11-19 14:04:53.221
30786325578546|4783667229197599510|2021-11-19 14:14:11.47
4398046511621|4772971180082596848|2021-11-19 19:30:18.305
30786325578418|4752423506782716410|2021-11-19 20:21:25.3
35184372089259|118782440171898366|2021-11-19 23:34:25.465
8796093022318|4707387510509014413|2021-11-20 04:34:25.843
4398046512192|4792674428452341358|2021-11-20 10:52:54.684
35184372090191|4706543085578880826|2021-11-21 08:01:26.572
13194139534353|4793518853382474208|2021-11-21 10:59:23.831
4398046512065|176203335420872640|2021-11-21 11:38:23.685
35184372089872|4790141153661943934|2021-11-21 12:42:31.006
13194139533914|4800274252823528605|2021-11-22 17:21:27.305
13194139534731|4675862313117419332|2021-11-22 18:26:02.939
13194139534694|4771282330222333840|2021-11-22 20:00:32.239
1072|4718365034600728871|2021-11-23 06:25:20.104
4398046511740|4794644753289315838|2021-11-23 12:10:01.78
21990232556275|179018085187978724|2021-11-23 13:13:45.988
13194139533749|4756364156456666947|2021-11-23 18:50:46.771
17592186045314|4715550284833623613|2021-11-23 19:37:24.003
13194139534694|4771282330222333840|2021-11-24 02:19:49.618
21990232555705|4782259854314049732|2021-11-24 09:49:42.489
4398046511759|170573835886658738|2021-11-25 08:53:45.246
21990232556369|174514485560607298|2021-11-26 05:37:13.492
868|4768467580455225325|2021-11-26 20:37:20.297
8796093022252|188306759419429337|2021-11-27 00:52:51.281
26388279068022|4686558362232426560|2021-11-27 11:59:46.968
4398046512065|79094468455695014|2021-11-27 12:32:49.782
8796093022674|74309393851615270|2021-11-27 16:20:45.188
21990232555952|4752142031806008500|2021-11-28 08:43:10.993
26388279067781|4799429827893397262|2021-11-28 09:48:20.275
4398046512442|4673047563350315297|2021-11-28 12:33:33.848
26388279067581|128634064356771533|2021-11-29 06:14:29.172
13194139533914|4800274252823528605|2021-11-29 08:59:05.02
13194139533550|4733001733389683036|2021-11-29 13:14:57.955
21990232556869|4774097079989437541|2021-11-29 18:05:05.441
8796093022743|4751860556829297540|2021-11-29 22:57:37.806
21990232556491|4728498133762312648|2021-11-30 05:34:21.699
847|4764808405757986592|2021-11-30 10:55:26.388
21990232556039|4696972936370719220|2021-11-30 14:59:01.07
868|4768467580455225325|2021-12-01 13:10:30.354
21990232556957|95982967058335711|2021-12-01 16:01:45.241
13194139534382|4779163629570229484|2021-12-01 19:36:19.999
847|4764808405757986592|2021-12-02 13:26:14.872
21990232556171|4745668107341662148|2021-12-02 18:01:30.058
13194139534208|142144863238883311|2021-12-02 21:35:02.066
30786325578347|4765089880734697099|2021-12-03 02:22:14.126
