loanId|accountId|amount|createTime
4721461259344546125|4687684262139268905|4078662.760466784|2021-02-07 12:57:59.058
4703446860835062334|4712172585113093023|16341309.100245612|2021-02-11 19:09:07.361
4669951338606494288|4669388388653073326|6061.034317523001|2021-02-12 08:14:50.581
4657284964654516037|4722024209297968061|13087499.964690998|2021-02-14 11:25:47.994
4703728335811774726|4715268809856913060|60540718.34004151|2021-02-19 11:08:05.376
4703446860835062334|4712172585113093023|12795868.034757616|2021-02-20 06:35:05.012
4637300241308058919|4695284086510454912|6918841.4229135765|2021-02-24 01:55:54.997
4712735535066515920|4724557484088365080|1367916.7328676202|2021-02-24 08:42:59.47
90916417477542358|85849867896750841|4158732.6977064363|2021-02-25 18:06:06.389
4730186983622574618|4698098836277560176|25897859.238035433|2021-02-27 07:49:11.381
4622945017495815822|4705417185672039100|36243369.80970517|2021-02-27 12:58:30.069
4729061083715732602|4670232813583206231|45313870.3974458|2021-03-02 14:14:15.751
4715831759810333009|4709639310322700078|96692.69151754346|2021-03-06 04:42:58.722
4675017888187285518|4667699538792808461|417055.5246247279|2021-03-09 14:37:55.544
4732720258412971142|4709076360369276796|55760043.287243366|2021-03-10 13:12:35.556
4653625789957276512|4731031408552707451|18205825.61124006|2021-03-17 19:56:18.893
122723089845846047|103864266406232118|2375101.739338282|2021-03-18 11:44:54.314
4681773287628342516|4729061083715733539|46304631.785934806|2021-03-20 16:55:32.249
55450570412000236|9007199254742581|30723972.331623174|2021-03-21 05:18:16.379
90353467524121882|52635820644894746|695118.6165376315|2021-03-22 10:01:35.077
4641803840935429482|4668262488746232032|1220988.22390667|2021-03-25 11:04:25.499
76279718688588908|112871465660974827|30097011.203695025|2021-03-26 09:17:38.365
79938893385827118|18014398509483274|16307161.118060922|2021-03-27 08:01:56.035
4737786807993762195|4662070039258595938|12697814.746851997|2021-03-29 01:20:37.003
4715831759810333009|4709639310322700078|5521111.960631157|2021-03-29 22:32:48.306
74872343805035355|55169095435289956|52386902.65849324|2021-03-30 10:45:24.576
4637300241308058919|4717802084647307394|7626311.735203822|2021-04-02 16:29:01.774
24769797950538634|23925373020407211|90067432.43616757|2021-04-07 06:09:27.134
4703446860835062334|4712172585113093023|28548823.258420553|2021-04-08 15:56:39.978
49821070877786797|69805794224243807|34596441.468135074|2021-04-10 11:18:54.75
55450570412000236|9007199254742581|62027596.265413515|2021-04-11 06:05:55.319
4725120434041782850|4742008932644422562|16058190.103691667|2021-04-12 09:41:37.372
4737786807993762195|4702320960928219745|14642010.321101742|2021-04-13 16:35:44.484
4736660908086921406|4653344314980568623|3936265.3673440306|2021-04-18 00:08:51.309
14918173765665479|103301316452811909|22334.564779209617|2021-04-18 02:59:21.45
4643211215818981652|4667981013769519493|6223934.041948729|2021-04-23 08:23:19.908
4662070039258596121|4663477414142149876|27380786.181319527|2021-04-24 13:57:34.96
4704572760741906012|4633078116657400395|19478779.735065445|2021-04-24 23:21:48.672
4671640188466758485|4740320082784159061|5796867.823510487|2021-04-25 08:11:15.56
4694158186603612268|4729061083715734967|19896285.35197275|2021-04-27 03:50:18.179
4737505333017053022|4740601557760871393|33040808.2859234|2021-04-27 05:03:00.425
4710765210229539473|4708513410415854635|4160965.518269937|2021-04-27 07:53:54.72
131730289100587620|132293239054009340|26069893.173697487|2021-04-28 01:41:25.293
52354345668183309|59672695062661119|45489418.166637115|2021-04-29 16:00:38.268
4712454060089803230|4669388388653073180|21992863.74911812|2021-04-30 07:21:43.939
115123265474659437|112871465660974827|6665609.43293234|2021-04-30 14:31:51.273
114841790497947769|91760842407674076|1732393.0145784104|2021-05-02 04:28:47.956
43347146413442318|86975767803594752|17300034.81553358|2021-05-02 08:55:40.957
4684869512372159894|4748201382132058403|38083309.45495913|2021-05-02 19:29:32.326
4721461259344546125|4687684262139268905|165.62411874331718|2021-05-04 17:23:17.732
4710202260276120197|4700632111067959623|55348.02092422638|2021-05-07 15:42:57.651
4685150987348871295|4697535886324141517|17062731.960410256|2021-05-07 16:30:00.043
4737786807993762195|4653062840003854947|515852.5514993359|2021-05-07 18:10:17.515
130885864170455851|18014398509483274|4869017.921058779|2021-05-09 01:14:32.328
4670795763536626687|4748764332085479058|4831374.67516013|2021-05-10 01:42:50.493
4655596114794251858|4644618590702537274|57072265.642465346|2021-05-10 19:19:49.968
4702320960928220219|4616189618054760184|18335680.381547827|2021-05-12 01:43:43.309
4727935183808891521|4745105157388243264|2076698.932859694|2021-05-12 11:03:30.415
103301316452811898|123004564822558477|48045967.57479115|2021-05-13 11:39:21.241
36310271995674689|114560315521237084|13732138.885204459|2021-05-13 16:12:19.847
71494644084507737|128634064356771533|21404774.985426433|2021-05-13 20:54:20.828
118782440171898130|135952413751248912|1263179.6094083935|2021-05-14 03:14:11.241
107241966126760161|63613344736608623|5053525.892389712|2021-05-14 08:13:32.958
4640396466051875090|4683743612465316220|40898677.70883242|2021-05-14 22:40:37.352
41658296553178095|128915539333482043|29955311.61868774|2021-05-15 13:28:34.937
4699506211161113851|4744823682411530288|34541999.810764484|2021-05-23 04:49:48.623
4716113234787042910|4723431584181520981|88017.15641309952|2021-05-23 16:32:41.462
4712735535066513677|4732720258412970354|12123299.86354527|2021-05-23 22:52:24.423
4724276009111650383|4727090758878756956|13320136.903566027|2021-05-24 06:36:20.68
4660662664375044370|4682336237581766347|32825676.028589103|2021-05-24 20:12:20.568
58546795155817257|124693414682821896|39144807.02023365|2021-05-25 20:36:32.573
111745565754131204|89227567617279187|12222896.375987884|2021-05-25 23:21:51.962
4723994534134940037|4709357835345986112|40787888.94875205|2021-05-26 10:17:45.285
4725120434041784605|4745386632364953301|34088256.09651423|2021-05-28 04:49:31.88
92323792361096250|130041439240324778|660424.8071035824|2021-05-28 15:58:11.86
4680084437768078132|4682054762605053214|443709.7106290195|2021-05-29 16:26:57.745
4736942383063631824|4754393831619693725|11595715.57434259|2021-05-30 01:57:23.015
4721461259344546125|4687684262139268905|13305.441682927738|2021-05-30 15:38:00.167
140174538401906852|95982967058333976|3393447.267686991|2021-05-31 02:08:47.813
94575592174781221|96264442035045635|8068539.053076981|2021-05-31 06:30:29.654
4651373990143592574|4741445982691003851|18905140.78887375|2021-06-02 13:40:26.874
4698380311254272296|4724557484088364778|15605638.180153064|2021-06-02 21:31:58.536
4732157308459550791|4739757132830739841|5805591.071489297|2021-06-03 12:35:05.499
4743134832551265483|4723713059158231014|3345.794327404358|2021-06-04 11:13:54.253
4721461259344544632|4691061961859794334|5979585.143342752|2021-06-05 22:44:37.217
4714142909950067754|4733283208366393053|657147.446511973|2021-06-07 20:59:28.209
92323792361096250|130041439240324778|351432.8220241143|2021-06-07 23:10:45.173
4750453181945743337|4746794007248506082|6764910.0151825|2021-06-08 14:19:59.071
4684306562418738149|4712454060089804416|9638015.278702904|2021-06-09 12:15:48.012
103301316452811898|121597189939005198|47702339.77586101|2021-06-09 15:43:56.931
82190693199511616|114560315521237084|255722.16066064153|2021-06-10 01:18:55.527
4712735535066515321|4750453181945744393|8519499.149674142|2021-06-11 03:39:22.183
64176294690030897|125537839612954674|7914151.002130686|2021-06-11 17:37:05.405
4724276009111650383|4660381189398331486|18301275.438125137|2021-06-12 01:36:16.492
110056715893867828|138767163518355507|43650.716215081746|2021-06-12 01:53:58.535
4664884789025703244|4689654586976241846|5978492.25600096|2021-06-12 12:03:31.68
119908340078739726|148337312726516137|40482508.89419665|2021-06-12 18:11:32.882
122723089845846047|103864266406232118|42376827.23682945|2021-06-13 05:44:37.469
4753830881666270776|4719490934507571729|46151814.66062263|2021-06-13 07:49:03.767
67272519433847543|134545038867694788|2996076.739748893|2021-06-16 18:19:11.627
4756364156456667351|4709357835345989208|243603.0535117029|2021-06-16 19:54:45.169
4721179784367833109|4704572760741904411|1854745.006257957|2021-06-16 21:53:44.574
4731594358506128524|4748201382132057990|14316862.505671179|2021-06-17 22:53:42.04
4742853357574555656|4713298485019938082|3432082.3158417135|2021-06-18 04:23:52.849
4723150109204810034|4664040364095573750|23055021.36169613|2021-06-18 12:41:04.014
4743416307527976060|4734972058226657117|1767075.9852235983|2021-06-18 13:26:13.082
4738912707900604972|4688528687069397895|1710743.55514703|2021-06-20 04:54:50.403
4651373990143592574|4741445982691003851|6982411.800571938|2021-06-20 10:06:55.765
4703728335811774726|4715268809856913060|82499835.80696662|2021-06-20 11:11:46.521
4736097958133499058|4740601557760870329|9869916.234464046|2021-06-21 03:05:03.868
4686558362232423871|4762556605944301922|9110128.704548981|2021-06-23 06:39:03.463
118782440171898130|27584547717646353|39591380.4009992|2021-06-23 09:23:43.609
4746512532271792918|4732720258412971250|65261991.22893228|2021-06-23 22:26:39.547
82190693199512562|128915539333482043|3252799.662052826|2021-06-24 10:11:10.246
4724557484088361048|4682336237581762658|33907821.22838235|2021-06-26 05:43:43.115
4760867756084036715|4706543085578880826|13373156.380971625|2021-06-26 21:37:36.101
4755238256549823041|4685995412279002016|914127.515143581|2021-06-26 22:14:17.462
4701476535998088435|4719209459530860577|4849453.230406288|2021-06-26 22:58:53.124
68398419340689866|90634942500831977|444015.74459387804|2021-06-26 23:31:42.935
4736660908086921118|4729342558692445267|47960498.44151652|2021-06-27 08:04:49.347
4716957659717174881|4732720258412972639|523235.28055311996|2021-06-27 11:41:20.712
4736660908086921406|4653344314980568623|1638297.7816749627|2021-06-28 13:30:22.023
4756364156456667351|4709357835345989208|1889166.350086848|2021-07-01 01:27:38.61
4684306562418738149|4712454060089804416|2999633.188957148|2021-07-01 18:07:04.678
4751016131899163317|4736942383063630943|13247171.400580646|2021-07-02 23:31:00.247
4725120434041782850|4685995412279002016|12263276.118799029|2021-07-02 23:53:32.577
154248287237439494|121878664915714061|28889056.542196613|2021-07-03 21:27:19.134
4743134832551265483|4723713059158231014|21119.678530289922|2021-07-04 09:46:53.95
4763963980827853475|4763682505851143240|22369874.68036828|2021-07-04 12:26:24.831
4726809283902048046|4696409986417298330|38251904.46751293|2021-07-04 13:50:08.11
4713017010043224709|4724557484088362011|1145.428844290235|2021-07-05 03:22:17.145
92323792361096250|130041439240324778|832659.4099181319|2021-07-08 12:16:51.55
4683462137488606604|4751579081852586260|2147456.842079131|2021-07-08 14:18:28.976
4684306562418738117|4676706738047551045|25200670.474441677|2021-07-09 11:02:01.165
4672766088373602946|4662351514235310402|30747349.780433837|2021-07-10 00:51:41.899
68398419340689866|90634942500831977|3211566.045988192|2021-07-10 14:55:18.858
141581913285461330|72057594037930072|987339.3313372695|2021-07-12 04:11:09.257
4689091637022818727|4740320082784158355|5973.612631818154|2021-07-12 04:35:19.84
4701758010974798987|4766497255618250626|27086743.025760226|2021-07-12 07:26:02.656
4705980135625460005|4735535008180080359|16327088.046154495|2021-07-14 13:57:36.038
4767623155525092594|4719209459530860577|10887686.514858596|2021-07-14 16:45:25.547
4726246333948626539|4744542207434820219|52773.12159804156|2021-07-14 18:53:47.897
4721742734321256902|4764808405757988859|27616367.27961089|2021-07-16 19:39:17.157
4721461259344544632|4691061961859794334|1638458.1897977232|2021-07-17 13:51:17.939
4741727457667712950|4765652830688119932|2642005.955378066|2021-07-18 08:02:54.106
144678138029278107|94857067151492535|8583576.32139413|2021-07-18 14:28:45.464
154811237190860873|146085512912830584|7623174.039982646|2021-07-18 19:55:39.53
4701758010974798987|4766497255618250626|848134.3856341906|2021-07-18 20:04:27.187
4744823682411529349|4745105157388240759|15529717.459506612|2021-07-18 20:23:59.079
132574714030719495|141581913285460803|7189472.625956175|2021-07-18 23:22:59.904
66991044457136837|125537839612953729|25591431.71889085|2021-07-19 19:11:03.24
4689091637022818727|4740320082784158355|547.1555210827806|2021-07-19 19:53:45.769
4747919907155345732|4744260732458107357|39207989.20182127|2021-07-20 01:38:28.121
4727090758878757734|4769312005385356682|10967656.308514431|2021-07-20 08:08:55.086
4768749055431935099|4734127633296525145|5007940.019541588|2021-07-20 08:50:56.403
4743697782504688098|4763401030874435651|206113.62961780452|2021-07-20 19:13:53.927
4763401030874434175|4745105157388243264|1905383.4778581269|2021-07-21 23:11:20.192
121315714962294066|125537839612954674|39357753.37550721|2021-07-22 15:21:06.196
4753549406689559561|4771563805199042211|190387.5738786074|2021-07-23 16:24:53.41
106960491150049485|78812993478984025|55118146.636004694|2021-07-23 19:33:17.883
151996487423755182|146085512912831967|3664448.343258862|2021-07-24 01:21:22.601
4640396466051875090|4762838080921010557|15160168.919880712|2021-07-24 08:47:18.104
150589112540201044|142707813192302736|67154308.5210314|2021-07-24 10:12:57.947
4742853357574555656|4713298485019938082|23486837.485647906|2021-07-25 11:18:17.525
80501843339247736|91760842407674076|5303094.732207159|2021-07-25 20:18:28.21
117375065288344874|62205969853057066|5634817.290391941|2021-07-26 01:15:41.791
4667699538792809002|4688528687069397895|50316338.87667215|2021-07-26 08:09:21.71
4734690583249946784|4745386632364953091|50514123.31124808|2021-07-26 17:02:18.419
98234766872019425|150307637563491083|478835.3859567133|2021-07-26 17:27:04.956
4711046685206250745|4744823682411530288|4416926.719624172|2021-07-26 22:19:23.86
4721461259344544939|4692750811720058802|1757372.3433516352|2021-07-28 00:02:55.583
4616471093031471711|4678114112931107073|21377779.171191778|2021-07-28 05:39:36.598
4683743612465317958|4753830881666272640|4195654.46617524|2021-07-28 19:02:14.832
4733564683343104007|4768467580455226648|4590912.1172964|2021-07-29 18:44:26.136
87538717757015110|158470411888101046|14162938.51079106|2021-07-29 20:04:27.881
4753549406689559561|4771563805199042211|3291297.620506515|2021-07-29 22:12:35.412
4719772409484282271|4751860556829298622|4256402.381663635|2021-07-30 01:04:10.287
143270763145724258|157344511981257262|5824842.648398221|2021-07-30 07:48:15.473
132856189007429815|130604389193744689|5635739.03808217|2021-07-31 09:44:23.048
4773815605012727181|4751579081852586260|377620.54835387226|2021-07-31 13:55:14.466
4654188739910697745|4664321839072281832|6250644.785957641|2021-07-31 19:58:51.269
76279718688588908|58828270132528876|5902541.741051092|2021-07-31 22:11:47.053
68398419340689866|90634942500831977|4317724.549247662|2021-08-01 01:29:19.917
154529762214150339|138485688541643086|12054740.272804413|2021-08-02 03:46:34.92
4758334481293641155|4728779608739023203|22179684.19686198|2021-08-03 00:15:50.781
4749045807062188469|4762556605944300238|654470.2667604542|2021-08-03 08:38:29.474
144396663052566778|155655662120993160|1570945.1423136613|2021-08-03 09:56:53.333
4723994534134940037|4709357835345986112|52908791.56380688|2021-08-03 14:10:40.458
4714987334880200935|4749327282038902375|1176900.892139662|2021-08-03 16:08:55.295
67272519433847543|134545038867694788|25903991.701299664|2021-08-03 19:14:08.23
4751297606875874885|4763963980827855400|1080667.2279905966|2021-08-03 23:04:14.829
4772689705105884223|4760586281107326716|10017904.77216579|2021-08-04 08:04:32.969
110056715893867828|138767163518355507|4182496.3936415147|2021-08-04 16:31:39.972
4729342558692442706|4772126755152462771|22533750.245405942|2021-08-04 21:25:30.821
4673047563350312935|4765652830688120027|5005498.607212044|2021-08-07 01:07:37.901
4765934305664829884|4751016131899166698|14703120.801808124|2021-08-07 05:31:09.799
154529762214150339|138485688541643086|11852237.50244653|2021-08-07 17:20:02.847
4704572760741906012|4633078116657400395|24541813.810083702|2021-08-08 01:52:33.696
103582791429521891|153403862307308300|14238228.093392447|2021-08-08 04:22:15.449
115123265474659437|112871465660974827|9690308.80484403|2021-08-08 17:19:30.812
4712735535066513677|4732720258412970354|2347291.263360274|2021-08-09 03:20:43.624
142426338215592051|75153818781745358|84120515.12255985|2021-08-09 16:28:32.763
4729061083715732602|4670232813583206231|14565273.150948947|2021-08-10 17:09:06.677
138485688541643903|148055837749806863|28534110.564454682|2021-08-10 21:54:54.602
4717520609670595621|4737223858040342225|18929064.49984782|2021-08-11 04:31:41.928
4776348879803121745|4727090758878756956|19821073.20306629|2021-08-11 07:26:57.667
119626865102029322|155092712167572310|41245214.17621013|2021-08-11 08:04:54.054
58265320179106939|121597189939005198|177778.32091842435|2021-08-11 08:50:49.836
55732045388710292|141863388262171273|16965789.727836825|2021-08-11 09:23:28.495
120189815055450796|69805794224243807|19819187.062585343|2021-08-11 21:24:30.994
4770156430315488370|4764245455804565320|12211782.022552503|2021-08-11 21:53:50.477
4760586281107325701|4765371355711407323|5441104.702805942|2021-08-12 06:26:29.497
4741164507714290438|4765371355711407323|1095833.2238535034|2021-08-12 13:18:00.906
142707813192303483|136796838681380255|8306813.639755336|2021-08-12 14:37:18.272
4762556605944301242|4732157308459551481|24943.05868489989|2021-08-12 21:32:41.109
4727090758878759470|4719490934507573412|973965.1941929163|2021-08-13 14:20:41.565
77687093572141964|23925373020407211|45038986.1337278|2021-08-13 19:59:04.714
4739194182877315770|4774097079989437541|1504857.2123766418|2021-08-14 11:45:44.351
41658296553178095|128915539333482043|9552030.297023023|2021-08-14 17:17:22.612
4741727457667712950|4765652830688119932|969588.9163279304|2021-08-15 00:26:46.26
4765371355711406186|4770437905292198007|5078393.492007542|2021-08-15 03:34:24.878
76279718688588908|58828270132528876|4100170.4773070747|2021-08-16 06:13:34.135
4778600679616809247|4776348879803125463|12868096.860234499|2021-08-18 13:36:19.143
4764245455804563695|4705980135625457987|10853282.271785425|2021-08-18 19:03:28.643
4721179784367833109|4704572760741904411|1824476.358746568|2021-08-18 23:51:30.422
4740601557760870279|4734127633296526385|10518906.88410599|2021-08-19 15:05:09.6
140456013378618340|144396663052568102|22730522.884794407|2021-08-19 22:50:41.02
4768467580455225834|4656440539724386377|6258546.12899613|2021-08-20 03:07:08.496
4675299363163997016|4675299363163997546|13941567.954308642|2021-08-20 15:08:11.196
4734972058226657526|4736097958133501571|38661323.68747541|2021-08-21 00:59:14.107
156218612074414713|155937137097704467|10049015.556493668|2021-08-21 12:38:48.93
4669951338606494288|4763963980827853745|63746373.475754306|2021-08-21 16:01:31.933
143270763145724258|164944336352444972|43762413.624245845|2021-08-22 00:27:54.805
4755801206503246355|4745668107341664374|2018736.6956279275|2021-08-22 04:19:13.75
4681210337674920976|4767904630501803697|4329575.56927512|2021-08-22 11:12:20.494
4761712181014170236|4648277765399777591|54512488.46159049|2021-08-23 01:24:21.838
87538717757015110|158470411888101046|7145162.8615178475|2021-08-23 02:08:53.524
4774941504919569711|4666010688932546698|31169680.460471515|2021-08-23 09:06:39.733
140174538401906852|95982967058333976|1062931.1743970956|2021-08-23 12:58:33.247
4760586281107325701|4765371355711407323|18776334.2794865|2021-08-23 13:00:17.681
4742853357574555656|4713298485019938082|20696246.845444858|2021-08-24 00:11:53.681
4683462137488606604|4751579081852586260|5142976.850864556|2021-08-24 11:33:43.804
4701476535998087259|4682336237581762658|2077014.9500248756|2021-08-25 06:30:44.923
4683743612465317690|4700913586044668846|357541.35216053965|2021-08-25 11:12:12.268
4746512532271792918|4732720258412971250|27657649.771712963|2021-08-25 16:09:37.537
4755801206503244926|4759741856177194851|22909300.139233552|2021-08-26 03:53:49.934
4736942383063631824|4754393831619693725|1985453.96444083|2021-08-26 04:32:01.783
4770719380268910218|4711609635159673516|504172.69425148953|2021-08-26 11:17:35.207
4772126755152463463|4729905508645866096|1345710.96361817|2021-08-26 15:27:13.436
167759086119551247|148337312726516137|7472322.612499479|2021-08-27 00:53:48.9
4779726579523652020|4676425263070842846|455440.15503574035|2021-08-27 02:58:40.859
127508164449927911|158470411888100520|13177619.184889736|2021-08-27 11:11:05.837
4752423506782716209|4751297606875873717|17139770.555882923|2021-08-27 12:27:18.782
152559437377175632|52072870691471493|11311666.387713525|2021-08-28 04:31:33.335
4781978379337335492|4763682505851143288|23588054.131022513|2021-08-29 00:12:42.631
4728779608739023245|4770719380268912546|6113533.178526685|2021-08-29 07:43:04.995
74590868828324966|89227567617279710|18700095.41693715|2021-08-29 13:30:20.231
88664617663857544|135952413751248297|7159851.563976251|2021-08-29 15:45:22.844
74309393851614507|62205969853057066|336823.64759174647|2021-08-31 01:28:21.138
4753830881666270776|4719490934507571729|45546610.9295938|2021-08-31 04:35:25.017
107241966126760161|63613344736608623|83724.8413024775|2021-08-31 09:52:13.577
4752986456736138653|4656159064747673894|992827.6416293054|2021-08-31 15:30:32.269
151996487423755182|146085512912831967|1785549.730287701|2021-09-01 19:56:55.035
128915539333481454|84723967989909048|150529.68073439915|2021-09-01 20:22:36.428
4773815605012727645|4740601557760871393|11382975.502638336|2021-09-02 02:48:25.033
132574714030719460|165507286305866506|89222881.8081922|2021-09-02 04:39:19.74
4771563805199042848|4776348879803125463|3310.5926841000614|2021-09-02 11:06:45.264
4770156430315488747|4777756254686677414|5970732.0705609545|2021-09-02 13:14:49.705
4701758010974798987|4766497255618250626|1186321.7332122226|2021-09-03 21:12:53.185
4757490056363509455|4754393831619693340|7445696.761441788|2021-09-04 03:57:38.074
4781978379337337335|4744542207434821728|3976363.1970126983|2021-09-04 09:15:59.953
4734690583249944680|4770437905292198007|6688290.298904857|2021-09-06 03:52:20.059
138485688541643880|50665495807919839|17834909.653779015|2021-09-06 09:34:17.026
4755238256549823354|4735535008180077983|1696944.2507790928|2021-09-06 15:38:51.632
142144863238881438|101893941569257739|20760080.723167792|2021-09-06 16:26:20.024
4753830881666271308|4777474779709967749|5920333.236604307|2021-09-06 19:45:17.631
166633186212708950|90071992547410921|7015373.270852078|2021-09-06 22:25:13.783
4774660029942859350|4746794007248505416|1344804.9390154846|2021-09-06 22:58:56.593
67272519433847543|134545038867694788|30333641.14463663|2021-09-07 15:39:32.132
67272519433847543|134545038867694788|20346680.100842606|2021-09-08 11:27:50.282
4772689705105884223|4760586281107326716|4662867.189187521|2021-09-10 11:46:15.377
4741164507714290438|4765371355711407323|3569944.7743417365|2021-09-10 19:57:35.781
4777756254686675205|4759741856177193323|43621176.599556014|2021-09-11 03:52:38.735
4775785929849701865|4774660029942860197|1916202.8406727768|2021-09-11 21:00:37.011
83879543059776065|172825635700343753|6912161.618608681|2021-09-11 21:59:09.393
107241966126760680|158470411888100520|88969676.9319655|2021-09-11 23:48:49.907
4758615956270351810|4728779608739023203|40143987.34871278|2021-09-12 02:45:50.815
4743979257481398176|4722024209297968216|12322456.443047956|2021-09-12 11:07:56.705
4768467580455225834|4656440539724386377|9641391.863204539|2021-09-13 20:34:49.284
4760867756084038252|4749327282038903055|53475524.28560739|2021-09-14 07:55:49.679
4698380311254272296|4724557484088364778|73293708.72282696|2021-09-14 14:21:46.117
4779726579523652020|4730468458599288797|6164472.670991239|2021-09-15 00:16:27.662
4723994534134939660|4780008054500360204|32908403.911086503|2021-09-15 01:22:49.524
174514485560606776|169729410956525649|35972605.30374312|2021-09-15 03:42:56.564
4722587159251388814|4770719380268912546|15251324.884554084|2021-09-15 06:54:41.263
4686276887255712451|4760586281107326063|616203.3771864804|2021-09-15 10:09:36.553
4724838959065072870|4755801206503245842|5057619.356608443|2021-09-15 10:12:16.719
4743416307527975921|4765089880734697099|25537760.7221814|2021-09-16 06:24:28.261
4723994534134939660|4780008054500360204|24935127.31329145|2021-09-16 11:21:24.186
4721461259344544632|4735535008180077983|7115273.947314436|2021-09-16 13:40:51.837
4714987334880200935|4749327282038902375|7924560.365284238|2021-09-16 19:40:41.405
113434415614394713|77687093572141600|4965944.704444256|2021-09-17 00:06:55.669
141581913285461116|123004564822558477|58683427.26643302|2021-09-17 00:35:45.132
130604389193745373|95420017104913942|794467.6228424704|2021-09-17 06:10:50.796
4711046685206250745|4744823682411530288|12796612.946936056|2021-09-17 07:20:18.168
4775785929849701675|4779726579523651719|125105.30628077584|2021-09-17 10:34:55.39
4688528687069397066|4695284086510452819|3073899.201914077|2021-09-17 14:37:06.225
4738912707900604972|4688528687069397895|1540241.3058829326|2021-09-17 20:39:39.441
4773815605012727645|4740601557760871393|53161450.44180717|2021-09-18 08:32:12.652
90353467524120648|57983845202395252|54516733.11374666|2021-09-18 09:01:05.167
4684869512372159894|4730749933575997728|7900605.618303163|2021-09-18 12:59:23.553
4684306562418738149|4712454060089804416|2694268.5467425818|2021-09-18 15:43:07.119
147774362773095731|138767163518355507|20534784.586630095|2021-09-19 04:38:05.884
58265320179106939|121597189939005198|3381465.4479869753|2021-09-19 14:34:51.442
4633078116657399306|4658692339538069980|23554680.51841582|2021-09-19 18:20:34.227
112027040730841940|133700613937562965|1649267.2098556594|2021-09-19 19:17:34.854
173951535607186225|127789639426639120|7199149.807996333|2021-09-20 04:49:19.715
4779726579523652020|4730468458599288797|25734716.204758912|2021-09-20 05:48:08.849
4742853357574554555|4787044928918128156|2796493.3384777983|2021-09-20 11:23:35.143
4785637554034574457|4670232813583206231|568958.3488266893|2021-09-20 14:33:39.591
4781696904360625500|4761712181014169799|8456307.24086268|2021-09-20 20:34:31.144
58265320179106939|121597189939005198|74351.05693367065|2021-09-22 22:39:49.207
78812993478984604|41376821576467896|14654066.864776894|2021-09-23 03:47:15.023
4727090758878757734|4769312005385356682|62209170.87464159|2021-09-23 05:35:49.494
110056715893867828|138767163518355507|755801.911229123|2021-09-23 11:15:03.011
4688528687069397066|4695284086510452819|54959149.63279559|2021-09-23 13:49:36.623
151996487423754598|156500087051125308|4666167.742433442|2021-09-23 20:28:01.523
